project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q17-0838,2018-07-04,Q17-0838,1214.0,,25.0,25,24,93321000.0,,,A
Q16-0620,2018-07-30,Q16-0620,192.6,,15.0,15,15,27658000.0,193.0,,C
Q16-0637,2018-07-23,Q16-0637,67.6,,1.0,1,1,133000.0,,,C
Q16-0639,2018-08-03,Q16-0639,301.1,,,0,0,0.0,206.0,,A
Q16-0653,2018-07-23,Q16-0653,327.4,,4.0,4,4,2168000.0,,,A
Q16-0654,2018-07-21,Q16-0654,894.7,,25.0,25,25,76292000.0,,,A
Q17-0729,2018-07-15,Q17-0729,86.2,,17.0,17,17,12408000.0,,,A
Q17-0740,2018-07-18,Q17-0740,143.2,,8.0,8,8,29470000.0,290.0,,A
Q17-0749,2018-07-31,Q17-0749,204.9,,25.0,25,25,24220000.0,298.0,,B
Q17-0773,2018-07-16,Q17-0773,55.7,,6.0,6,6,5140000.0,319.0,,C
Q17-0791,2018-08-03,Q17-0791,561.7,,25.0,25,25,118781000.0,,,C
Q17-0820,2018-07-24,Q17-0820,637.1,,25.0,25,25,132394000.0,,,A
Q17-0843,2018-08-03,Q17-0843,132.7,,8.0,8,8,2587000.0,,,A
Q17-0846,2018-07-20,Q17-0846,863.9,,,0,0,0.0,,,C
Q17-0849,2018-07-18,Q17-0849,705.7,,24.0,24,24,232097000.0,,,A
Q16-0644,2018-08-26,Q16-0644,46.0,,16.0,16,16,52915000.0,202.0,,A
Q16-0647,2018-08-23,Q16-0647,149.8,,,0,0,0.0,204.0,,A
Q16-0659,2018-08-16,Q16-0659,57.0,,7.0,7,7,3905000.0,215.0,,C
Q16-0670,2018-08-16,Q16-0670,77.0,,4.0,4,4,4932000.0,226.0,,B
Q16-0687,2018-08-15,Q16-0687,1342.4,,,0,0,0.0,,,B
Q16-0712,2018-08-20,Q16-0712,172.3,,1.0,1,1,866000.0,,,C
Q17-0734,2018-08-15,Q17-0734,52.7,,,0,0,0.0,,,A
Q17-0753,2018-08-16,Q17-0753,287.1,,1.0,1,1,131000.0,,,A
Q17-0763,2018-08-16,Q17-0763,74.4,,3.0,3,3,250000.0,302.0,,C
Q17-0776,2018-09-01,Q17-0776,216.9,,,0,0,0.0,,,A
Q17-0803,2018-09-03,Q17-0803,31.6,,13.0,13,13,2270000.0,336.0,,C
Q17-0817,2018-08-30,Q17-0817,71.4,,,0,0,0.0,,,A
Q17-0821,2018-08-22,Q17-0821,188.6,,15.0,15,15,27885000.0,,,C
Q17-0825,2018-09-03,Q17-0825,128.3,,5.0,5,4,21998000.0,,,A
Q17-0857,2018-08-19,Q17-0857,59.4,,1.0,1,1,40000.0,,,A
Q17-0872,2018-08-23,Q17-0872,43.7,,5.0,5,5,412000.0,,,A
Q16-0684,2018-09-30,Q16-0684,407.3,,19.0,19,19,84484000.0,,,C
Q16-0686,2018-09-22,Q16-0686,131.2,,,0,0,0.0,,,A
Q16-0699,2018-09-16,Q16-0699,83.1,,16.0,16,16,84362000.0,,,A
Q16-0702,2018-10-04,Q16-0702,111.3,,19.0,19,19,52393000.0,,,B
Q16-0710,2018-09-26,Q16-0710,55.0,,1.0,1,1,19000.0,251.0,,A
Q16-0716,2018-09-21,Q16-0716,330.0,,,0,0,0.0,257.0,,C
Q16-0719,2018-09-30,Q16-0719,168.3,,5.0,5,5,1418000.0,,,B
Q17-0733,2018-09-26,Q17-0733,438.6,,2.0,2,2,1684000.0,,,A
Q17-0735,2018-09-27,Q17-0735,361.7,,8.0,8,8,25771000.0,,,A
Q17-0759,2018-10-03,Q17-0759,49.9,,12.0,12,12,4103000.0,,,C
Q17-0770,2018-09-22,Q17-0770,155.1,,3.0,3,3,1333000.0,,,A
Q17-0774,2018-10-02,Q17-0774,213.6,,8.0,8,8,29122000.0,303.0,,A
Q17-0783,2018-09-26,Q17-0783,145.7,,14.0,14,12,59428000.0,,,B
Q17-0806,2018-09-28,Q17-0806,149.4,,25.0,25,25,49123000.0,,,A
Q17-0829,2018-10-04,Q17-0829,145.5,,1.0,1,1,440000.0,350.0,,B
Q17-0856,2018-09-16,Q17-0856,598.5,,8.0,8,8,21127000.0,,,C
Q17-0864,2018-10-03,Q17-0864,129.9,,17.0,17,17,7365000.0,385.0,,A
Q17-0869,2018-09-23,Q17-0869,113.1,,18.0,18,18,19394000.0,389.0,,C
Q17-0883,2018-10-01,Q17-0883,127.6,,,0,0,0.0,,,B
Q17-0890,2018-09-18,Q17-0890,406.3,,24.0,24,24,56755000.0,,,B
Q16-0677,2018-11-03,Q16-0677,375.5,,,0,0,0.0,,,A
Q16-0706,2018-10-24,Q16-0706,278.0,,5.0,5,5,7043000.0,240.0,,A
Q16-0707,2018-10-24,Q16-0707,212.4,,2.0,2,1,2685000.0,241.0,,A
Q17-0743,2018-10-18,Q17-0743,63.1,,8.0,8,8,4199000.0,,,A
Q17-0762,2018-10-21,Q17-0762,128.5,,,0,0,0.0,,,C
Q17-0766,2018-10-15,Q17-0766,284.8,,7.0,7,6,26573000.0,,,C
Q17-0799,2018-11-02,Q17-0799,132.0,,38.0,38,38,62014000.0,,,C
Q17-0805,2018-10-29,Q17-0805,123.2,,3.0,3,3,1131000.0,322.0,,A
Q17-0879,2018-10-30,Q17-0879,295.9,,6.0,6,6,2270000.0,390.0,,C
Q17-0893,2018-10-24,Q17-0893,773.4,,15.0,15,15,32737000.0,,,B
Q17-0900,2018-10-19,Q17-0900,249.0,,19.0,19,19,29355000.0,408.0,,B
Q16-0692,2018-11-18,Q16-0692,270.0,,11.0,11,10,12671000.0,,,C
Q16-0715,2018-12-02,Q16-0715,250.9,,1.0,1,1,487000.0,238.0,,C
Q17-0742,2018-11-25,Q17-0742,145.5,,1.0,1,1,9662000.0,,,C
Q17-0755,2018-11-20,Q17-0755,222.5,,4.0,4,4,28378000.0,,,C
Q17-0757,2018-11-22,Q17-0757,163.0,,5.0,5,5,10714000.0,269.0,,A
Q17-0772,2018-11-20,Q17-0772,149.4,,15.0,15,15,27806000.0,,,A
Q17-0781,2018-12-03,Q17-0781,70.8,,1.0,1,1,758000.0,288.0,,B
Q17-0784,2018-12-02,Q17-0784,488.7,,3.0,3,3,5390000.0,290.0,,C
Q17-0792,2018-11-22,Q17-0792,148.4,,25.0,25,25,98337000.0,298.0,,A
Q17-0812,2018-11-23,Q17-0812,105.5,,18.0,18,18,3053000.0,314.0,,A
Q17-0826,2018-12-01,Q17-0826,111.6,,5.0,5,5,1924000.0,,,A
Q17-0837,2018-11-18,Q17-0837,61.9,,2.0,2,2,724000.0,,,A
Q17-0840,2018-12-04,Q17-0840,289.7,,9.0,9,9,38254000.0,,,C
Q17-0845,2018-12-03,Q17-0845,133.6,,4.0,4,4,2656000.0,,,C
Q17-0850,2018-12-03,Q17-0850,388.3,,9.0,9,9,46365000.0,350.0,,B
Q17-0866,2018-11-19,Q17-0866,63.5,,2.0,2,2,359000.0,364.0,,C
Q18-0918,2018-11-16,Q18-0918,114.4,,6.0,6,6,5283000.0,,,A
Q16-0708,2019-01-02,Q16-0708,31.6,,13.0,13,13,2958000.0,,,A
Q17-0728,2018-12-27,Q17-0728,139.0,,,0,0,0.0,234.0,,A
Q17-0750,2018-12-29,Q17-0750,49.0,,10.0,10,10,1303000.0,,,A
Q17-0751,2018-12-25,Q17-0751,96.0,,,0,0,0.0,254.0,,C
Q17-0754,2018-12-21,Q17-0754,91.0,,,0,0,0.0,255.0,,C
Q17-0758,2018-12-19,Q17-0758,280.9,,10.0,10,10,27024000.0,260.0,,A
Q17-0844,2018-12-21,Q17-0844,58.4,,22.0,22,20,2537000.0,,,A
Q17-0860,2019-01-03,Q17-0860,147.7,,,0,0,0.0,,,A
Q17-0873,2019-01-02,Q17-0873,473.3,,4.0,4,4,11321000.0,,,B
Q18-0923,2018-12-24,Q18-0923,317.6,,13.0,13,13,38447000.0,,,C
Q17-0796,2019-01-19,Q17-0796,43.9,,9.0,9,9,1663000.0,280.0,,A
Q17-0822,2019-02-02,Q17-0822,121.1,,,0,0,0.0,303.0,,B
Q17-0823,2019-01-29,Q17-0823,736.7,,,0,0,0.0,,,A
Q17-0830,2019-01-17,Q17-0830,58.9,,,0,0,0.0,,,A
Q17-0834,2019-01-17,Q17-0834,125.4,,1.0,1,1,5915000.0,313.0,,C
Q17-0835,2019-01-18,Q17-0835,95.5,,4.0,4,4,2216000.0,315.0,,A
Q17-0836,2019-01-29,Q17-0836,229.4,,,0,0,0.0,315.0,,C
Q17-0882,2019-01-30,Q17-0882,59.7,,,0,0,0.0,358.0,,A
Q17-0910,2019-01-16,Q17-0910,52.8,,25.0,25,25,4210000.0,,,A
Q18-0963,2019-01-15,Q18-0963,291.3,,,0,0,0.0,,,C
Q18-0966,2019-01-29,Q18-0966,148.4,,14.0,14,14,16063000.0,,,B
Q17-0726,2019-03-02,Q17-0726,77.0,,2.0,2,2,2888000.0,,,A
Q17-0738,2019-03-01,Q17-0738,66.8,,2.0,2,2,211000.0,,,A
Q17-0739,2019-02-24,Q17-0739,69.7,,8.0,8,8,5013000.0,227.0,,A
Q17-0761,2019-02-28,Q17-0761,52.4,,,0,0,0.0,247.0,,A
Q17-0815,2019-02-15,Q17-0815,117.2,,37.0,37,37,89306000.0,,,C
Q17-0848,2019-02-22,Q17-0848,215.1,,25.0,25,25,49207000.0,317.0,,B
Q17-0851,2019-02-28,Q17-0851,142.1,,,0,0,0.0,320.0,,A
Q17-0868,2019-02-23,Q17-0868,77.1,,2.0,2,2,1114000.0,,,C
Q17-0886,2019-02-17,Q17-0886,75.4,,1.0,1,1,841000.0,354.0,,A
Q17-0737,2019-03-29,Q17-0737,187.0,,25.0,25,25,19558000.0,,,A
Q17-0744,2019-03-17,Q17-0744,59.2,,1.0,1,1,54000.0,,,A
Q17-0745,2019-03-30,Q17-0745,288.2,,7.0,7,7,59753000.0,222.0,,A
Q17-0746,2019-03-22,Q17-0746,222.4,,5.0,5,5,4077000.0,,,B
Q17-0816,2019-03-28,Q17-0816,46.7,,3.0,3,2,3774000.0,279.0,,B
Q17-0827,2019-03-21,Q17-0827,136.7,,1.0,1,1,2613000.0,289.0,,A
Q17-0853,2019-04-02,Q17-0853,75.9,,13.0,13,13,3941000.0,,,A
Q17-0863,2019-03-20,Q17-0863,128.1,,10.0,10,10,11823000.0,,,A
Q17-0876,2019-03-24,Q17-0876,120.1,,25.0,25,25,14874000.0,,,C
Q17-0888,2019-03-27,Q17-0888,1225.5,,1.0,1,1,1297000.0,,,A
Q18-0916,2019-03-17,Q18-0916,178.3,,25.0,25,25,9843000.0,367.0,,A
Q18-0930,2019-03-19,Q18-0930,26.6,,4.0,4,4,50685000.0,,,A
Q18-0936,2019-03-28,Q18-0936,35.8,,5.0,5,5,561000.0,387.0,,A
Q18-0960,2019-03-28,Q18-0960,201.6,,3.0,3,3,1117000.0,408.0,,A
Q18-1000,2019-03-17,Q18-1000,446.1,,25.0,25,25,109211000.0,,,A
Q17-0765,2019-04-16,Q17-0765,202.6,,6.0,6,6,17486000.0,,,C
Q17-0768,2019-05-02,Q17-0768,105.1,,8.0,8,8,4105000.0,228.0,,B
Q17-0790,2019-04-28,Q17-0790,313.9,,2.0,2,2,2021000.0,244.0,,C
Q17-0795,2019-04-15,Q17-0795,39.9,,13.0,13,13,1730000.0,,,B
Q17-0797,2019-04-21,Q17-0797,153.6,,,0,0,0.0,250.0,,A
Q17-0814,2019-04-17,Q17-0814,59.3,,2.0,2,2,322000.0,263.0,,C
Q17-0828,2019-04-16,Q17-0828,103.1,,50.0,50,50,90869000.0,,,A
Q17-0847,2019-04-24,Q17-0847,678.8,,5.0,5,5,13949000.0,,,A
Q17-0859,2019-04-17,Q17-0859,227.9,,1.0,1,1,6023000.0,303.0,,B
Q17-0875,2019-04-23,Q17-0875,76.2,,7.0,7,7,17384000.0,,,A
Q17-0889,2019-04-28,Q17-0889,178.1,,25.0,25,25,49920000.0,328.0,,B
Q18-0926,2019-04-22,Q18-0926,78.1,,6.0,6,6,3609000.0,361.0,,C
Q18-0927,2019-05-02,Q18-0927,392.6,,16.0,16,16,134611000.0,361.0,,C
Q18-0935,2019-04-25,Q18-0935,177.3,,12.0,12,11,29394000.0,,,A
Q18-0937,2019-04-23,Q18-0937,764.8,,25.0,25,22,224225000.0,,,A
Q18-0970,2019-04-26,Q18-0970,346.4,,25.0,25,25,79239000.0,,,A
Q18-0979,2019-04-22,Q18-0979,141.8,,25.0,25,25,17986000.0,410.0,,A
Q18-0983,2019-04-17,Q18-0983,95.5,,25.0,25,25,79342000.0,414.0,,C
Q17-0771,2019-06-02,Q17-0771,466.0,,41.0,41,39,147137000.0,,,A
Q17-0780,2019-05-30,Q17-0780,257.0,,,0,0,0.0,230.0,,C
Q17-0782,2019-05-21,Q17-0782,1169.8,,25.0,25,25,104604000.0,,,A
Q17-0789,2019-05-16,Q17-0789,151.9,,25.0,25,25,28541000.0,237.0,,C
Q17-0831,2019-05-29,Q17-0831,127.7,,7.0,7,7,16782000.0,,,A
Q17-0858,2019-05-31,Q17-0858,75.3,,,0,0,0.0,,,C
Q17-0867,2019-05-20,Q17-0867,238.9,,18.0,18,18,16947000.0,302.0,,C
Q17-0878,2019-06-02,Q17-0878,124.9,,2.0,2,2,853000.0,,,A
Q17-0881,2019-05-20,Q17-0881,188.0,,1.0,1,1,108000.0,314.0,,B
Q17-0885,2019-05-22,Q17-0885,107.4,,,0,0,0.0,,,A
Q17-0902,2019-05-16,Q17-0902,284.1,,15.0,15,15,135765000.0,,,A
Q18-0933,2019-05-25,Q18-0933,63.2,,18.0,18,18,61126000.0,,,C
Q18-0940,2019-05-20,Q18-0940,1339.3,,15.0,15,15,56622000.0,,,B
Q18-0976,2019-05-31,Q18-0976,201.1,,19.0,19,19,6194000.0,,,A
Q18-0980,2019-05-28,Q18-0980,84.3,,17.0,17,17,41139000.0,,,A
Q18-0995,2019-05-17,Q18-0995,211.3,,25.0,25,25,76555000.0,,,C
Q18-1001,2019-06-03,Q18-1001,1091.5,,12.0,12,10,109848000.0,,,A
Q18-1020,2019-05-18,Q18-1020,143.9,,25.0,25,25,28219000.0,440.0,,C
Q17-0785,2019-06-28,Q17-0785,1070.4,,25.0,25,25,92926000.0,,,A
Q17-0793,2019-06-28,Q17-0793,74.3,,25.0,25,25,5536000.0,,,A
Q17-0810,2019-06-24,Q17-0810,437.9,,17.0,17,17,14049000.0,243.0,,A
Q17-0855,2019-06-22,Q17-0855,141.3,,,0,0,0.0,,,A
Q17-0884,2019-06-21,Q17-0884,169.4,,8.0,8,8,21696000.0,305.0,,A
Q17-0898,2019-06-19,Q17-0898,104.3,,25.0,25,25,15848000.0,318.0,,A
Q18-0929,2019-06-26,Q18-0929,303.8,,2.0,2,2,24621000.0,345.0,,A
Q18-0932,2019-06-20,Q18-0932,280.5,,31.0,31,31,141176000.0,,,C
Q18-0973,2019-07-04,Q18-0973,108.8,,12.0,12,12,7802000.0,,,C
Q18-0987,2019-06-19,Q18-0987,322.3,,1.0,1,1,256000.0,397.0,,A
Q18-1017,2019-06-18,Q18-1017,134.5,,15.0,15,15,4525000.0,,,A
Q18-1027,2019-06-20,Q18-1027,123.9,,13.0,13,13,23444000.0,433.0,,A
Q17-0800,2019-07-25,Q17-0800,74.3,,20.0,20,20,48672000.0,230.0,,A
Q17-0804,2019-08-01,Q17-0804,167.7,,8.0,8,8,13380000.0,233.0,,A
Q17-0813,2019-07-17,Q17-0813,587.1,,25.0,25,25,45579000.0,,,A
Q17-0818,2019-07-28,Q17-0818,256.7,,8.0,8,8,34428000.0,,,A
Q17-0819,2019-07-21,Q17-0819,273.2,,9.0,9,9,53154000.0,,,A
Q17-0841,2019-07-25,Q17-0841,14.4,,25.0,25,24,653000.0,263.0,,A
Q17-0874,2019-07-18,Q17-0874,351.3,,7.0,7,7,5953000.0,,,B
Q17-0906,2019-07-25,Q17-0906,69.4,,1.0,1,1,1023000.0,,,B
Q17-0908,2019-08-03,Q17-0908,123.7,,20.0,20,20,24714000.0,,,B
Q18-0945,2019-07-25,Q18-0945,452.5,,25.0,25,25,58765000.0,,,A
Q18-0948,2019-07-30,Q18-0948,63.1,,,0,0,0.0,356.0,,C
Q18-0977,2019-07-28,Q18-0977,1500.0,,25.0,25,25,148820000.0,,,A
Q18-1006,2019-07-26,Q18-1006,38.0,,,0,0,0.0,406.0,,A
Q18-1055,2019-08-01,Q18-1055,563.0,,25.0,25,25,49967000.0,,,A
Q17-0824,2019-09-03,Q17-0824,56.2,,16.0,16,14,1531000.0,235.0,,A
Q17-0833,2019-08-27,Q17-0833,160.0,,12.0,12,12,9773000.0,243.0,,A
Q17-0842,2019-08-29,Q17-0842,231.9,,3.0,3,3,2465000.0,,,B
Q17-0854,2019-08-22,Q17-0854,103.1,,9.0,9,9,3166000.0,,,A
Q17-0861,2019-08-20,Q17-0861,77.8,,23.0,23,23,66409000.0,,,B
Q17-0903,2019-08-23,Q17-0903,1143.5,,25.0,25,25,97801000.0,,,A
Q18-0913,2019-09-02,Q18-0913,104.4,,1.0,1,1,1304000.0,,,C
Q18-0915,2019-08-27,Q18-0915,171.3,,25.0,25,25,43270000.0,310.0,,C
Q18-0942,2019-08-30,Q18-0942,326.3,,,0,0,0.0,,,A
Q18-0968,2019-09-02,Q18-0968,46.6,,25.0,25,25,3784000.0,358.0,,A
Q18-0992,2019-08-18,Q18-0992,619.4,,,0,0,0.0,,,C
Q18-0996,2019-08-22,Q18-0996,161.5,,11.0,11,9,5759000.0,381.0,,C
Q18-1002,2019-08-30,Q18-1002,13.6,,6.0,6,6,55000.0,386.0,,A
Q18-1048,2019-08-20,Q18-1048,1275.1,,19.0,19,19,304316000.0,,,A
Q18-1076,2019-08-24,Q18-1076,254.8,,25.0,25,24,60065000.0,457.0,,B
Q17-0870,2019-09-18,Q17-0870,937.6,,25.0,25,25,88577000.0,261.0,,A
Q17-0892,2019-10-03,Q17-0892,287.1,,21.0,21,20,60719000.0,280.0,,A
Q17-0896,2019-09-26,Q17-0896,158.8,,2.0,2,2,13550000.0,,,C
Q18-0917,2019-09-18,Q18-0917,492.4,,7.0,7,7,35577000.0,,,A
Q18-0947,2019-09-19,Q18-0947,104.4,,1.0,1,1,436000.0,,,A
Q18-1046,2019-09-29,Q18-1046,287.1,,25.0,25,24,27199000.0,412.0,,A
Q18-1047,2019-10-01,Q18-1047,743.2,,25.0,25,25,70536000.0,,,A
Q18-1061,2019-09-30,Q18-1061,89.4,,25.0,25,25,48000000.0,427.0,,B
Q18-1071,2019-09-22,Q18-1071,633.5,,25.0,25,24,78666000.0,,,A
Q17-0852,2019-10-15,Q17-0852,173.6,,25.0,25,24,12539000.0,241.0,,A
Q17-0891,2019-10-18,Q17-0891,100.8,,7.0,7,5,4632000.0,274.0,,C
Q18-0944,2019-10-29,Q18-0944,164.7,,2.0,2,2,4580000.0,,,A
Q18-0946,2019-10-15,Q18-0946,87.1,,8.0,8,8,20391000.0,317.0,,A
Q18-0967,2019-10-21,Q18-0967,600.0,,,0,0,0.0,336.0,,C
Q18-0971,2019-10-30,Q18-0971,60.4,,10.0,10,9,2393000.0,,,A
Q18-0978,2019-10-28,Q18-0978,86.6,,,0,0,0.0,344.0,,C
Q18-0989,2019-11-01,Q18-0989,206.9,,19.0,19,19,91626000.0,355.0,,C
Q18-1008,2019-10-21,Q18-1008,29.6,,8.0,8,8,14669000.0,,,C
Q18-1013,2019-10-24,Q18-1013,81.6,,15.0,15,15,9141000.0,371.0,,B
Q18-1018,2019-10-24,Q18-1018,1200.1,,25.0,25,21,78241000.0,,,C
Q18-1042,2019-11-02,Q18-1042,76.2,,18.0,18,18,16258000.0,,,A
Q18-1073,2019-10-21,Q18-1073,93.4,,25.0,25,25,3958000.0,430.0,,A
Q18-1080,2019-10-27,Q18-1080,41.9,,,0,0,0.0,437.0,,C
Q18-1112,2019-10-18,Q18-1112,246.9,,3.0,3,3,2859000.0,,,C
Q17-0877,2019-11-23,Q17-0877,68.8,,1.0,1,1,105000.0,248.0,,A
Q17-0901,2019-11-28,Q17-0901,56.6,,25.0,25,25,3776000.0,,,A
Q17-0904,2019-11-24,Q17-0904,75.8,,25.0,25,24,16340000.0,,,C
Q17-0905,2019-11-19,Q17-0905,174.4,,25.0,25,25,6946000.0,270.0,,C
Q18-0920,2019-11-24,Q18-0920,220.8,,25.0,25,25,9868000.0,282.0,,B
Q18-0931,2019-11-29,Q18-0931,68.5,,25.0,25,24,15106000.0,,,B
Q18-0949,2019-11-25,Q18-0949,97.4,,18.0,18,18,74099000.0,306.0,,C
Q18-0955,2019-11-19,Q18-0955,188.5,,7.0,7,7,15949000.0,,,C
Q18-0956,2019-12-02,Q18-0956,106.3,,,0,0,0.0,312.0,,A
Q18-0982,2019-11-24,Q18-0982,29.6,,1.0,1,1,1485000.0,334.0,,A
Q18-0997,2019-11-23,Q18-0997,108.3,,27.0,27,27,24956000.0,346.0,,C
Q18-1022,2019-11-18,Q18-1022,152.0,,3.0,3,3,30959000.0,365.0,,A
Q18-1025,2019-11-17,Q18-1025,130.0,,19.0,19,19,77948000.0,,,A
Q18-1051,2019-11-22,Q18-1051,128.5,,6.0,6,3,12470000.0,392.0,,A
Q18-1075,2019-11-28,Q18-1075,302.3,,1.0,1,1,2130000.0,414.0,,A
Q18-1078,2019-12-01,Q18-1078,75.1,,4.0,4,4,1342000.0,,,A
Q18-1116,2019-11-16,Q18-1116,880.4,,11.0,11,11,53149000.0,,,A
Q17-0895,2019-12-17,Q17-0895,121.5,,25.0,25,25,5868000.0,252.0,,C
Q18-0914,2019-12-18,Q18-0914,203.5,,8.0,8,8,12664000.0,267.0,,A
Q18-0919,2019-12-17,Q18-0919,22.5,,4.0,4,4,875000.0,271.0,,A
Q18-0921,2019-12-26,Q18-0921,64.1,,1.0,1,1,1533000.0,,,A
Q18-0939,2019-12-17,Q18-0939,46.9,,10.0,10,10,1663000.0,,,B
Q18-0984,2020-01-03,Q18-0984,105.4,,8.0,8,8,16074000.0,323.0,,A
Q18-1004,2019-12-18,Q18-1004,207.1,,7.0,7,6,8936000.0,337.0,,A
Q18-1019,2019-12-24,Q18-1019,538.8,,25.0,25,23,29849000.0,,,C
Q18-1056,2019-12-28,Q18-1056,179.1,,25.0,25,25,12924000.0,,,A
Q18-1065,2019-12-24,Q18-1065,82.4,,2.0,2,2,759000.0,393.0,,B
Q18-1077,2019-12-29,Q18-1077,114.2,,4.0,4,4,913000.0,,,A
Q18-1096,2019-12-15,Q18-1096,59.9,,25.0,25,25,20851000.0,,,B
Q18-1111,2019-12-20,Q18-1111,61.5,,,0,0,0.0,,,C
Q18-1126,2019-12-21,Q18-1126,144.7,,3.0,3,3,4564000.0,,,A
Q18-1130,2020-01-01,Q18-1130,157.3,,22.0,22,22,204593000.0,,,C
Q19-1143,2019-12-26,Q19-1143,117.3,,25.0,25,25,26868000.0,,,B
Q17-0897,2020-01-22,Q17-0897,463.4,,14.0,14,14,71640000.0,,,C
Q17-0907,2020-01-15,Q17-0907,1500.0,,25.0,25,25,181647000.0,,,C
Q18-0912,2020-01-19,Q18-0912,96.8,,1.0,1,1,1951000.0,254.0,,A
Q18-0924,2020-01-21,Q18-0924,41.4,,10.0,10,10,1182000.0,,,C
Q18-0928,2020-02-02,Q18-0928,211.7,,14.0,13,12,7204000.0,,"stated 14 facilities, parsed 13",B
Q18-0959,2020-01-19,Q18-0959,57.4,,18.0,18,18,21991000.0,,,A
Q18-1009,2020-01-22,Q18-1009,219.4,,1.0,1,1,1747000.0,327.0,,A
Q18-1015,2020-01-15,Q18-1015,361.5,,3.0,3,3,26939000.0,333.0,,C
Q18-1041,2020-01-25,Q18-1041,443.6,,25.0,25,24,86368000.0,,,A
Q18-1059,2020-01-31,Q18-1059,211.9,,8.0,8,8,82118000.0,,,A
Q18-1064,2020-01-29,Q18-1064,44.9,,25.0,25,25,1593000.0,,,A
Q18-1068,2020-01-16,Q18-1068,145.2,,25.0,25,25,44539000.0,,,C
Q18-1094,2020-02-01,Q18-1094,57.8,,19.0,19,19,15097000.0,,,A
Q18-1105,2020-01-28,Q18-1105,541.3,,25.0,25,25,40599000.0,,,C
Q18-1124,2020-01-23,Q18-1124,237.5,,5.0,5,5,15557000.0,,,A
Q19-1148,2020-02-03,Q19-1148,87.1,,16.0,16,16,14259000.0,,,A
Q17-0909,2020-02-24,Q17-0909,212.7,,25.0,25,25,63627000.0,,,C
Q18-0922,2020-02-24,Q18-0922,121.2,,9.0,9,9,5545000.0,,,A
Q18-0934,2020-03-03,Q18-0934,147.7,,7.0,7,7,12923000.0,,,A
Q18-0943,2020-03-02,Q18-0943,43.6,,12.0,12,12,5067000.0,263.0,,A
Q18-0950,2020-03-05,Q18-0950,210.3,,13.0,13,10,4566000.0,,,A
Q18-0951,2020-03-01,Q18-0951,230.0,,9.0,9,9,21269000.0,,,A
Q18-0975,2020-03-03,Q18-0975,121.5,,,0,0,0.0,288.0,,C
Q18-0981,2020-02-15,Q18-0981,953.3,,25.0,25,22,42948000.0,,,A
Q18-0988,2020-03-01,Q18-0988,156.7,,15.0,15,15,30758000.0,,,A
Q18-1012,2020-03-03,Q18-1012,826.4,,25.0,25,25,162855000.0,,,A
Q18-1016,2020-03-03,Q18-1016,69.1,,25.0,25,25,8666000.0,,,B
Q18-1032,2020-03-02,Q18-1032,151.9,,4.0,4,4,48629000.0,,,B
Q18-1038,2020-02-18,Q18-1038,98.4,,25.0,25,25,1955000.0,339.0,,A
Q18-1044,2020-02-25,Q18-1044,171.4,,25.0,25,25,38275000.0,,,B
Q18-1049,2020-02-19,Q18-1049,273.4,,10.0,10,10,10304000.0,350.0,,C
Q18-1058,2020-03-04,Q18-1058,165.6,,2.0,2,1,556000.0,,,C
Q18-1074,2020-02-21,Q18-1074,214.1,,25.0,25,25,157364000.0,,,C
Q18-1093,2020-02-22,Q18-1093,193.0,,5.0,5,5,25038000.0,390.0,,A
Q18-1103,2020-02-27,Q18-1103,59.4,,,0,0,0.0,,,A
Q18-1108,2020-03-04,Q18-1108,150.0,,3.0,3,3,9210000.0,403.0,,B
Q19-1135,2020-02-23,Q19-1135,146.5,,4.0,4,4,3095000.0,,,A
Q19-1141,2020-02-21,Q19-1141,312.1,,,0,0,0.0,,,B
Q19-1155,2020-02-20,Q19-1155,87.0,,13.0,13,13,21089000.0,,,B
Q18-0952,2020-03-22,Q18-0952,71.3,,,0,0,0.0,,,C
Q18-0954,2020-03-21,Q18-0954,103.3,,2.0,2,2,701000.0,,,C
Q18-0957,2020-03-28,Q18-0957,421.0,,10.0,10,10,11425000.0,,,A
Q18-0986,2020-03-27,Q18-0986,224.2,,3.0,3,3,21110000.0,286.0,,A
Q18-1014,2020-03-23,Q18-1014,155.7,,1.0,1,1,94000.0,,,B
Q18-1023,2020-03-20,Q18-1023,46.9,,,0,0,0.0,,,C
Q18-1033,2020-03-30,Q18-1033,241.5,,25.0,25,23,142786000.0,324.0,,B
Q18-1034,2020-04-02,Q18-1034,53.0,,1.0,1,1,3128000.0,325.0,,A
Q18-1040,2020-03-28,Q18-1040,39.6,,6.0,6,6,341000.0,329.0,,A
Q18-1052,2020-03-19,Q18-1052,187.4,,10.0,10,8,33852000.0,,,A
Q18-1053,2020-03-19,Q18-1053,100.0,,,0,0,0.0,341.0,,A
Q18-1060,2020-03-17,Q18-1060,187.6,,6.0,6,5,4300000.0,348.0,,A
Q18-1087,2020-03-30,Q18-1087,116.1,,7.0,7,7,11815000.0,374.0,,B
Q18-1090,2020-03-17,Q18-1090,160.5,,12.0,12,12,4832000.0,377.0,,A
Q18-1118,2020-03-15,Q18-1118,84.5,,12.0,12,11,14467000.0,,,A
