branch,fid,kind,sub_a,sub_b,kv,rate,touches_external,length_km,circuit
10997,B:10048:345,B,10048,10048,345.0,0.0,False,0.0,1
10998,X:10048:138:1,X,10048,10048,138.0,473.06,False,0.0,1
10999,X:10048:14:1,X,10048,10048,13.8,75.0,False,0.0,1
11000,B:10050:138,B,10050,10050,138.0,0.0,False,0.0,1
11001,L:10050:10051:138,L,10050,10051,138.0,201.32,False,3.931862310494871,1
11002,L:10050:18207:138,L,10050,18207,138.0,241.64,False,22.7238232358359,1
11003,B:10052:138,B,10052,10052,138.0,0.0,False,0.0,1
11004,L:10052:10053:138,L,10052,10053,138.0,168.22,False,9.845092976019131,1
11005,B:10054:138,B,10054,10054,138.0,0.0,False,0.0,1
11006,L:10054:10057:138,L,10057,10054,138.0,206.4,False,6.543526808128922,1
11007,B:10055:138,B,10055,10055,138.0,0.0,False,0.0,1
11008,L:10055:10057:138,L,10055,10057,138.0,231.36,False,5.281386280052215,1
11009,L:10055:10058:138,L,10055,10058,138.0,237.02,False,6.476731926057993,1
11010,B:10056:138,B,10056,10056,138.0,0.0,False,0.0,1
11011,L:10058:18202:138,L,18202,10058,138.0,243.86,False,6.715908479230132,1
11012,L:10059:10062:138,L,10062,10059,138.0,230.34,False,2.6509225119629174,1
11013,L:10060:10062:138,L,10060,10062,138.0,222.81,False,5.913538230818487,1
11014,B:10062:138,B,10062,10062,138.0,0.0,False,0.0,1
11015,B:10065:138,B,10065,10065,138.0,0.0,False,0.0,1
11016,L:10065:10067:138,L,10065,10067,138.0,239.96,False,4.681812809214506,1
11017,L:10065:10144:138,L,10065,10144,138.0,218.7,False,4.4065107301127595,1
11018,L:10067:10139:138,L,10139,10067,138.0,218.39,False,2.715351817826679,1
11019,L:10067:10266:138,L,10067,10266,138.0,203.54,False,4.986881559742494,1
11020,L:10068:10070:138,L,10068,10070,138.0,242.51,False,1.8548279120123363,1
11021,L:10069:10071:138,L,10069,10071,138.0,240.01,False,2.961503806950987,1
11022,X:10070:345:138,X,10070,10070,345.0,502.18,False,0.0,1
11023,B:10070:345,B,10070,10070,345.0,0.0,False,0.0,1
11024,L:10070:10307:138,L,10307,10070,138.0,158.67,False,2.9573557209019046,1
11025,L:10070:10291:345,L,10291,10070,345.0,1434.72,False,43.2038450908914,1
11026,L:10070:10291:345,L,10291,10070,345.0,1434.72,False,43.2038450908914,2
11027,L:10071:10140:138,L,10071,10140,138.0,193.28,False,2.322706236326702,1
11028,L:10072:10266:138,L,10266,10072,138.0,203.64,False,1.4245732052956144,1
11029,L:10072:10272:138,L,10272,10072,138.0,248.99,False,1.4234643636516022,1
11030,L:10072:10303:138,L,10072,10303,138.0,250.59,False,1.7921294883225307,1
11031,L:10073:10275:138,L,10275,10073,138.0,267.32,False,1.2814407401789758,1
11032,L:10073:10275:138,L,10275,10073,138.0,267.32,False,1.2814407401789758,2
11033,L:10073:10306:138,L,10073,10306,138.0,233.65,False,6.328103314011355,1
11034,B:10074:138,B,10074,10074,138.0,0.0,False,0.0,1
11035,L:10074:10158:138,L,10074,10158,138.0,241.04,False,2.465730113603333,1
11036,B:10075:138,B,10075,10075,138.0,0.0,False,0.0,1
11037,L:10075:10155:138,L,10155,10075,138.0,206.24,False,4.009122119224396,1
11038,L:10075:10161:138,L,10075,10161,138.0,193.01,False,5.3490900233932255,1
11039,L:10077:10078:138,L,10077,10078,138.0,228.75,False,14.741550246246033,1
11040,X:10078:138:1,X,10078,10078,138.0,136.92,False,0.0,1
11041,B:10078:138,B,10078,10078,138.0,0.0,False,0.0,1
11042,B:10078:138,B,10078,10078,138.0,0.0,False,0.0,2
11043,X:10078:14:1,X,10078,10078,13.8,68.46,False,0.0,1
11044,X:10078:14:1,X,10078,10078,13.8,68.46,False,0.0,2
11045,L:10081:10082:138,L,10082,10081,138.0,209.15,False,13.817228364368964,1
11046,B:10082:138,B,10082,10082,138.0,0.0,False,0.0,1
11047,L:10083:10125:138,L,10083,10125,138.0,212.46,True,19.03342534567098,1
11048,L:10083:10253:138,L,10083,10253,138.0,220.17,True,9.94452873611042,1
11049,L:10084:10089:138,L,10084,10089,138.0,218.45,False,5.1480197078977605,1
11050,L:10084:10256:138,L,10256,10084,138.0,247.54,False,5.818400611470817,1
11051,L:10085:10086:138,L,10085,10086,138.0,263.92,False,2.4126666231493994,1
11052,L:10085:10095:138,L,10085,10095,138.0,250.9,False,13.243023326369935,1
11053,L:10086:10285:138,L,10086,10285,138.0,282.08,False,14.679072768467943,1
11054,L:10086:10285:138,L,10086,10285,138.0,282.08,False,14.679072768467943,2
11055,L:10087:10089:138,L,10089,10087,138.0,208.38,False,8.195665143077996,1
11056,L:10087:10254:138,L,10087,10254,138.0,189.94,False,4.369150642104623,1
11057,L:10088:10093:138,L,10093,10088,138.0,183.01,True,8.426817478019565,1
11058,L:10088:10095:138,L,10088,10095,138.0,217.7,True,5.122366625446207,1
11059,L:10090:10254:138,L,10090,10254,138.0,205.6,False,3.969485323215918,1
11060,L:10091:10093:138,L,10091,10093,138.0,224.71,False,2.2509665048576437,1
11061,L:10092:10253:138,L,10092,10253,138.0,242.3,False,10.418786004144524,1
11062,B:10093:138,B,10093,10093,138.0,0.0,False,0.0,1
11063,B:10095:138,B,10095,10095,138.0,0.0,False,0.0,1
11064,L:10096:10111:138,L,10096,10111,138.0,223.35,False,10.543906678268668,1
11065,L:10096:10208:138,L,10096,10208,138.0,212.25,False,3.0439876089313715,1
11066,L:10097:10209:138,L,10097,10209,138.0,227.38,False,15.984278630589579,1
11067,B:10098:138,B,10098,10098,138.0,0.0,False,0.0,1
11068,L:10098:10132:138,L,10098,10132,138.0,230.2,False,8.534539024781202,1
11069,L:10098:10215:138,L,10215,10098,138.0,210.28,False,6.811962891162431,1
11070,L:10099:10126:138,L,10099,10126,138.0,233.26,False,7.665822109669595,1
11071,L:10099:10304:138,L,10304,10099,138.0,197.18,False,1.9199861072493125,1
11072,L:10100:10129:138,L,10100,10129,138.0,173.9,False,5.5512330291527805,1
11073,B:10101:138,B,10101,10101,138.0,0.0,False,0.0,1
11074,L:10101:10109:138,L,10109,10101,138.0,233.2,False,3.058702681521852,1
11075,L:10101:10217:138,L,10101,10217,138.0,192.88,False,2.148663864290228,1
11076,X:10102:138:1,X,10102,10102,138.0,136.64,False,0.0,1
11077,B:10102:138,B,10102,10102,138.0,0.0,False,0.0,1
11078,B:10102:138,B,10102,10102,138.0,0.0,False,0.0,2
11079,X:10102:22:1,X,10102,10102,22.0,68.32,False,0.0,1
11080,X:10102:22:1,X,10102,10102,22.0,68.32,False,0.0,2
11081,L:10102:10103:138,L,10103,10102,138.0,207.16,False,2.7858014263096202,1
11082,L:10102:10105:138,L,10105,10102,138.0,265.26,False,3.014850447156853,1
11083,B:10104:138,B,10104,10104,138.0,0.0,False,0.0,1
11084,L:10104:10127:138,L,10104,10127,138.0,237.44,False,6.9052553143945214,1
11085,L:10104:10304:138,L,10304,10104,138.0,258.32,False,2.8992352684718607,1
11086,L:10105:10106:138,L,10105,10106,138.0,295.95,True,7.17269498236094,1
11087,L:10105:10106:138,L,10105,10106,138.0,295.95,True,7.17269498236094,2
11088,L:10105:10106:138,L,10105,10106,138.0,295.95,True,7.17269498236094,3
11089,L:10105:10111:138,L,10105,10111,138.0,277.09,False,4.154106500389832,1
11090,L:10105:10111:138,L,10105,10111,138.0,277.09,False,4.154106500389832,2
11091,L:10105:10227:138,L,10105,10227,138.0,239.48,False,7.710073116828732,1
11092,X:10106:345:138,X,10106,10106,345.0,605.04,True,0.0,1
11093,X:10106:345:138,X,10106,10106,345.0,605.04,True,0.0,2
11094,X:10106:345:138,X,10106,10106,345.0,605.04,True,0.0,3
11095,L:10106:10228:345,L,10228,10106,345.0,1228.8,True,27.051937056733337,1
11096,L:10106:10301:345,L,10106,10301,345.0,1292.13,True,30.09348036868391,1
11097,L:10107:10123:138,L,10107,10123,138.0,217.26,False,13.889506068710462,1
11098,L:10108:10217:138,L,10217,10108,138.0,210.72,False,5.706404986016368,1
11099,B:10109:138,B,10109,10109,138.0,0.0,False,0.0,1
11100,L:10110:10217:138,L,10217,10110,138.0,223.1,True,7.813903392886812,1
11101,L:10110:10219:138,L,10219,10110,138.0,233.83,True,8.243410544254237,1
11102,L:10110:10227:138,L,10227,10110,138.0,269.22,True,4.324171787170611,1
11103,L:10111:10227:138,L,10227,10111,138.0,266.81,False,3.556742886744952,1
11104,L:10112:10114:138,L,10114,10112,138.0,171.55,False,12.538175888565993,1
11105,L:10112:10115:138,L,10112,10115,138.0,184.99,False,32.012476766736064,1
11106,L:10112:10263:138,L,10263,10112,138.0,180.4,False,10.13653840003902,1
11107,L:10113:10114:138,L,10113,10114,138.0,168.22,False,10.460386215424267,1
11108,L:10113:10263:138,L,10263,10113,138.0,178.93,False,13.946695918224266,1
11109,L:10114:10263:138,L,10114,10263,138.0,185.87,False,6.118554532300918,1
11110,X:10115:138:1,X,10115,10115,138.0,136.59,False,0.0,1
11111,B:10115:138,B,10115,10115,138.0,0.0,False,0.0,1
11112,B:10115:138,B,10115,10115,138.0,0.0,False,0.0,2
11113,X:10115:22:1,X,10115,10115,22.0,68.29,False,0.0,1
11114,X:10115:22:1,X,10115,10115,22.0,68.29,False,0.0,2
11115,L:10115:10271:138,L,10115,10271,138.0,201.34,False,40.71576490209109,1
11116,L:10117:10169:138,L,10117,10169,138.0,205.93,False,19.418829556983262,1
11117,L:10117:10250:138,L,10117,10250,138.0,174.18,False,21.365306411651943,1
11118,L:10118:10188:138,L,10188,10118,138.0,163.26,False,11.420144854712971,1
11119,B:10119:138,B,10119,10119,138.0,0.0,False,0.0,1
11120,L:10119:10181:138,L,10119,10181,138.0,223.96,False,14.060124946236437,1
11121,L:10119:10279:138,L,10279,10119,138.0,241.36,False,25.678151786226945,1
11122,L:10121:10188:138,L,10121,10188,138.0,193.25,False,22.215004836180288,1
11123,X:10122:138:1,X,10122,10122,138.0,135.51,False,0.0,1
11124,B:10122:138,B,10122,10122,138.0,0.0,False,0.0,1
11125,B:10122:138,B,10122,10122,138.0,0.0,False,0.0,2
11126,X:10122:18:1,X,10122,10122,18.0,67.75,False,0.0,1
11127,X:10122:18:1,X,10122,10122,18.0,67.75,False,0.0,2
11128,L:10122:10288:138,L,10122,10288,138.0,246.28,False,4.3442753658505415,1
11129,L:10123:10125:138,L,10123,10125,138.0,206.92,False,6.131098715635684,1
11130,L:10123:10299:138,L,10123,10299,138.0,264.23,False,12.982616567413123,1
11131,B:10127:138,B,10127,10127,138.0,0.0,False,0.0,1
11132,L:10127:10129:138,L,10129,10127,138.0,220.89,False,1.542208174453749,1
11133,L:10127:10132:138,L,10127,10132,138.0,210.25,False,3.783512008264656,1
11134,X:10128:345:138,X,10128,10128,345.0,564.91,False,0.0,1
11135,B:10128:345,B,10128,10128,345.0,0.0,False,0.0,1
11136,L:10128:10205:345,L,10205,10128,345.0,1176.98,False,19.066693243230727,1
11137,L:10128:10228:345,L,10128,10228,345.0,1089.28,False,37.038956186431314,1
11138,L:10128:10551:345,L,10128,10551,345.0,1148.51,False,125.41814486085198,1
11139,L:10128:10131:138,L,10131,10128,138.0,247.38,False,5.453485355355329,1
11140,B:10130:138,B,10130,10130,138.0,0.0,False,0.0,1
11141,L:10130:10269:138,L,10130,10269,138.0,200.49,False,1.0160697759798374,1
11142,L:10130:10286:138,L,10286,10130,138.0,279.51,False,2.2309121042190445,1
11143,L:10130:10286:138,L,10286,10130,138.0,279.51,False,2.2309121042190445,2
11144,L:10133:10137:138,L,10133,10137,138.0,170.47,False,20.59651064140436,1
11145,L:10134:10136:138,L,10136,10134,138.0,205.21,False,8.334026398723871,1
11146,L:10137:10274:138,L,10137,10274,138.0,195.72,False,33.27374588676548,1
11147,L:10138:10144:138,L,10144,10138,138.0,257.8,False,2.295578681672012,1
11148,L:10138:10144:138,L,10144,10138,138.0,257.8,False,2.295578681672012,2
11149,L:10138:10272:138,L,10138,10272,138.0,259.52,False,9.060913458180327,1
11150,L:10138:10272:138,L,10138,10272,138.0,259.52,False,9.060913458180327,2
11151,B:10139:138,B,10139,10139,138.0,0.0,False,0.0,1
11152,L:10139:10140:138,L,10140,10139,138.0,206.04,False,2.339860116858977,1
11153,L:10141:10142:138,L,10141,10142,138.0,246.03,False,5.121033467954298,1
11154,L:10141:10151:138,L,10151,10141,138.0,239.13,False,6.743269596785449,1
11155,B:10142:138,B,10142,10142,138.0,0.0,False,0.0,1
11156,L:10142:10277:138,L,10277,10142,138.0,240.62,False,1.887079286511819,1
11157,L:10142:10289:138,L,10142,10289,138.0,269.9,False,1.268834817425947,1
11158,L:10142:10289:138,L,10142,10289,138.0,269.9,False,1.268834817425947,2
11159,L:10143:10147:138,L,10147,10143,138.0,177.67,False,6.597778078975191,1
11160,L:10144:10303:138,L,10144,10303,138.0,234.35,False,8.4958959955943,1
11161,B:10145:138,B,10145,10145,138.0,0.0,False,0.0,1
11162,L:10145:10148:138,L,10148,10145,138.0,250.13,False,6.503707715975103,1
11163,B:10146:138,B,10146,10146,138.0,0.0,False,0.0,1
11164,L:10147:10148:138,L,10147,10148,138.0,185.2,False,8.098297798652665,1
11165,L:10148:18212:138,L,10148,18212,138.0,214.82,False,50.842104089961026,1
11166,L:10149:10152:138,L,10149,10152,138.0,224.11,False,14.278179995224162,1
11167,L:10149:10156:138,L,10156,10149,138.0,216.25,False,5.168925583416037,1
11168,L:10150:10155:138,L,10150,10155,138.0,247.05,False,5.667237484974659,1
11169,L:10151:10152:138,L,10152,10151,138.0,226.15,False,9.867991913489249,1
11170,L:10153:10156:138,L,10156,10153,138.0,253.26,False,2.79790793912123,1
11171,L:10153:10160:138,L,10160,10153,138.0,235.54,False,5.843977571270717,1
11172,L:10154:10156:138,L,10156,10154,138.0,250.15,False,1.1422841774152537,1
11173,L:10154:10157:138,L,10154,10157,138.0,253.84,False,4.44305454353087,1
11174,L:10154:10157:138,L,10154,10157,138.0,253.84,False,4.44305454353087,2
11175,X:10155:345:138,X,10155,10155,345.0,613.51,False,0.0,1
11176,X:10155:345:138,X,10155,10155,345.0,613.51,False,0.0,2
11177,X:10155:345:138,X,10155,10155,345.0,613.51,False,0.0,3
11178,B:10155:345,B,10155,10155,345.0,0.0,False,0.0,1
11179,L:10155:10277:345,L,10155,10277,345.0,1372.52,False,19.374792942430776,1
11180,L:10155:10161:138,L,10161,10155,138.0,281.78,False,1.8173805763896849,1
11181,L:10155:10161:138,L,10161,10155,138.0,281.78,False,1.8173805763896849,2
11182,B:10156:138,B,10156,10156,138.0,0.0,False,0.0,1
11183,B:10157:138,B,10157,10157,138.0,0.0,False,0.0,1
11184,L:10157:10198:138,L,10157,10198,138.0,257.87,False,12.567180723088686,1
11185,L:10157:10198:138,L,10157,10198,138.0,257.87,False,12.567180723088686,2
11186,L:10160:10161:138,L,10160,10161,138.0,220.8,False,8.450011594509991,1
11187,L:10161:10165:138,L,10161,10165,138.0,283.88,False,3.7590591775389166,1
11188,L:10161:10165:138,L,10161,10165,138.0,283.88,False,3.7590591775389166,2
11189,L:10161:10165:138,L,10161,10165,138.0,283.88,False,3.7590591775389166,3
11190,L:10163:10165:138,L,10163,10165,138.0,243.99,False,2.4597135659643112,1
11191,B:10165:138,B,10165,10165,138.0,0.0,False,0.0,1
11192,L:10166:10277:138,L,10166,10277,138.0,283.6,False,12.87248634864064,1
11193,L:10166:10277:138,L,10166,10277,138.0,283.6,False,12.87248634864064,2
11194,L:10166:10277:138,L,10166,10277,138.0,283.6,False,12.87248634864064,3
11195,L:10167:10168:138,L,10167,10168,138.0,231.15,False,14.081445777919194,1
11196,B:10168:138,B,10168,10168,138.0,0.0,False,0.0,1
11197,L:10168:10278:138,L,10278,10168,138.0,252.91,False,4.016524730975097,1
11198,B:10169:138,B,10169,10169,138.0,0.0,False,0.0,1
11199,L:10169:10170:138,L,10170,10169,138.0,209.12,False,8.435052761089407,1
11200,L:10170:10278:138,L,10170,10278,138.0,215.0,False,10.787591209022702,1
11201,L:10173:10302:138,L,10302,10173,138.0,258.57,False,2.757520534913742,1
11202,L:10175:10176:138,L,10175,10176,138.0,241.8,False,10.433064627683027,1
11203,L:10175:10284:138,L,10175,10284,138.0,223.28,False,8.233171963441098,1
11204,L:10176:11197:138,L,10176,11197,138.0,245.43,False,51.446826350099286,1
11205,L:10177:10284:138,L,10284,10177,138.0,225.39,False,9.866004110242272,1
11206,L:10177:10287:138,L,10177,10287,138.0,257.11,False,11.949289151690596,1
11207,L:10178:10182:138,L,10182,10178,138.0,208.62,False,4.19124241162707,1
11208,L:10178:10187:138,L,10187,10178,138.0,224.39,False,6.667054881072153,1
11209,L:10179:10180:138,L,10180,10179,138.0,199.9,False,5.091752206398448,1
11210,L:10179:10187:138,L,10187,10179,138.0,160.54,False,8.359400104091186,1
11211,L:10180:10181:138,L,10180,10181,138.0,218.55,False,11.66919990772577,1
11212,B:10181:138,B,10181,10181,138.0,0.0,False,0.0,1
11213,L:10181:10184:138,L,10181,10184,138.0,203.13,False,19.51765526994933,1
11214,B:10183:138,B,10183,10183,138.0,0.0,False,0.0,1
11215,L:10183:10185:138,L,10185,10183,138.0,205.93,False,4.583503033483832,1
11216,B:10184:138,B,10184,10184,138.0,0.0,False,0.0,1
11217,L:10184:10187:138,L,10184,10187,138.0,245.21,False,20.70669530052159,1
11218,L:10184:10279:138,L,10279,10184,138.0,264.65,False,7.99082159265192,1
11219,L:10185:10196:138,L,10185,10196,138.0,190.29,False,38.10797289310532,1
11220,L:10189:10191:138,L,10189,10191,138.0,204.48,False,5.262230750354201,1
11221,L:10189:10192:138,L,10192,10189,138.0,216.72,False,10.582175769521376,1
11222,B:10190:138,B,10190,10190,138.0,0.0,False,0.0,1
11223,L:10190:10199:138,L,10190,10199,138.0,232.45,False,22.393283727706272,1
11224,B:10191:138,B,10191,10191,138.0,0.0,False,0.0,1
11225,L:10191:10201:138,L,10191,10201,138.0,215.44,False,4.165179845884767,1
11226,B:10193:138,B,10193,10193,138.0,0.0,False,0.0,1
11227,L:10193:10194:138,L,10194,10193,138.0,207.17,False,8.675847951829123,1
11228,B:10194:138,B,10194,10194,138.0,0.0,False,0.0,1
11229,L:10194:10195:138,L,10195,10194,138.0,195.41,False,5.555570744979609,1
11230,B:10195:138,B,10195,10195,138.0,0.0,False,0.0,1
11231,L:10195:10196:138,L,10196,10195,138.0,172.98,False,2.546198422917457,1
11232,B:10196:138,B,10196,10196,138.0,0.0,False,0.0,1
11233,L:10197:10270:138,L,10197,10270,138.0,222.96,False,0.5729658739458822,1
11234,L:10197:10277:138,L,10277,10197,138.0,221.47,False,2.9758610757826127,1
11235,L:10197:10289:138,L,10197,10289,138.0,206.02,False,5.282561710997849,1
11236,L:10198:10270:138,L,10198,10270,138.0,267.8,False,6.296747935098084,1
11237,L:10198:10270:138,L,10198,10270,138.0,267.8,False,6.296747935098084,2
11238,L:10199:10201:138,L,10199,10201,138.0,223.02,False,3.1008451634233722,1
11239,B:10200:138,B,10200,10200,138.0,0.0,False,0.0,1
11240,L:10200:10201:138,L,10201,10200,138.0,231.3,False,7.0091067464467995,1
11241,L:10200:10290:138,L,10200,10290,138.0,250.16,False,21.728580885240053,1
11242,L:10202:10206:138,L,10202,10206,138.0,217.41,False,13.342974473307267,1
11243,L:10203:10204:138,L,10203,10204,138.0,200.48,False,7.526688139420871,1
11244,L:10203:10207:138,L,10203,10207,138.0,212.92,False,8.057959216167818,1
11245,L:10204:10206:138,L,10204,10206,138.0,201.26,False,7.10421287658198,1
11246,X:10205:345:1,X,10205,10205,345.0,610.82,False,0.0,1
11247,B:10205:345,B,10205,10205,345.0,0.0,False,0.0,1
11248,L:10205:10297:345,L,10297,10205,345.0,1272.96,False,36.38065382614715,1
11249,X:10205:138:1,X,10205,10205,138.0,483.65,False,0.0,1
11250,X:10205:14:1,X,10205,10205,13.8,127.17,False,0.0,1
11251,B:10207:138,B,10207,10207,138.0,0.0,False,0.0,1
11252,L:10207:10287:138,L,10207,10287,138.0,229.81,False,28.414265813181224,1
11253,L:10208:10304:138,L,10208,10304,138.0,202.63,False,5.020585390525885,1
11254,B:10209:138,B,10209,10209,138.0,0.0,False,0.0,1
11255,L:10211:10212:138,L,10212,10211,138.0,155.78,False,10.199493943643947,1
11256,L:10213:10221:138,L,10221,10213,138.0,246.26,False,2.171236364708414,1
11257,L:10213:10230:138,L,10213,10230,138.0,246.39,False,3.1111131024103478,1
11258,L:10213:10235:138,L,10235,10213,138.0,229.48,False,7.041492907032795,1
11259,L:10215:10218:138,L,10218,10215,138.0,192.86,False,5.388633437358958,1
11260,B:10216:138,B,10216,10216,138.0,0.0,False,0.0,1
11261,L:10216:10269:138,L,10216,10269,138.0,276.46,False,11.32958542096101,1
11262,L:10216:10269:138,L,10216,10269,138.0,276.46,False,11.32958542096101,2
11263,B:10218:138,B,10218,10218,138.0,0.0,False,0.0,1
11264,L:10218:10219:138,L,10219,10218,138.0,221.87,False,2.672414328691524,1
11265,L:10218:10222:138,L,10218,10222,138.0,188.11,False,10.34423643545237,1
11266,B:10219:138,B,10219,10219,138.0,0.0,False,0.0,1
11267,L:10219:10225:138,L,10225,10219,138.0,226.33,False,1.8204839146506027,1
11268,B:10220:138,B,10220,10220,138.0,0.0,False,0.0,1
11269,L:10220:10230:138,L,10230,10220,138.0,215.08,False,3.2018982998582173,1
11270,L:10220:10232:138,L,10232,10220,138.0,186.38,False,3.316931122921803,1
11271,L:10221:10236:138,L,10221,10236,138.0,228.53,False,8.904590264179626,1
11272,B:10222:138,B,10222,10222,138.0,0.0,False,0.0,1
11273,L:10222:10223:138,L,10223,10222,138.0,234.5,False,7.642202712281414,1
11274,L:10223:10226:138,L,10226,10223,138.0,263.44,False,3.378656954244763,1
11275,L:10223:10228:138,L,10228,10223,138.0,278.07,False,8.929365748813462,1
11276,L:10223:10228:138,L,10228,10223,138.0,278.07,False,8.929365748813462,2
11277,L:10224:10226:138,L,10224,10226,138.0,249.01,False,10.96979363187925,1
11278,L:10224:10240:138,L,10224,10240,138.0,234.73,False,7.146247034996022,1
11279,B:10225:138,B,10225,10225,138.0,0.0,False,0.0,1
11280,L:10225:10232:138,L,10225,10232,138.0,203.89,False,9.469334751076103,1
11281,X:10228:345:138,X,10228,10228,345.0,554.15,False,0.0,1
11282,B:10228:345,B,10228,10228,345.0,0.0,False,0.0,1
11283,L:10229:10236:138,L,10236,10229,138.0,231.49,False,2.214314952498616,1
11284,L:10229:10243:138,L,10243,10229,138.0,215.55,False,2.060819305905508,1
11285,L:10229:10244:138,L,10244,10229,138.0,234.88,False,3.3124418989504907,1
11286,L:10230:10231:138,L,10230,10231,138.0,274.61,False,7.442806753779186,1
11287,L:10230:10231:138,L,10230,10231,138.0,274.61,False,7.442806753779186,2
11288,L:10231:10234:138,L,10231,10234,138.0,250.51,False,3.134058066706229,1
11289,L:10231:10243:138,L,10231,10243,138.0,231.35,False,2.8084451566737054,1
11290,B:10233:138,B,10233,10233,138.0,0.0,False,0.0,1
11291,L:10233:10237:138,L,10233,10237,138.0,227.36,False,5.351707710494433,1
11292,L:10233:10239:138,L,10233,10239,138.0,213.83,False,8.528399311000866,1
11293,B:10234:138,B,10234,10234,138.0,0.0,False,0.0,1
11294,L:10234:10246:138,L,10234,10246,138.0,238.69,False,3.963299438826175,1
11295,B:10235:138,B,10235,10235,138.0,0.0,False,0.0,1
11296,L:10235:10236:138,L,10235,10236,138.0,215.06,False,11.221842180423527,1
11297,L:10237:10245:138,L,10245,10237,138.0,242.16,False,15.465929947992684,1
11298,L:10238:10239:138,L,10239,10238,138.0,187.72,False,4.230690077965498,1
11299,L:10238:10552:138,L,10552,10238,138.0,205.91,True,86.21222235218447,1
11300,B:10239:138,B,10239,10239,138.0,0.0,False,0.0,1
11301,L:10240:10247:138,L,10247,10240,138.0,219.72,False,3.6269921199727873,1
11302,L:10241:10242:138,L,10241,10242,138.0,230.2,False,6.283850280681247,1
11303,L:10241:10244:138,L,10241,10244,138.0,221.56,False,2.7816674076480257,1
11304,L:10241:10246:138,L,10246,10241,138.0,224.43,False,5.564557502618497,1
11305,B:10242:138,B,10242,10242,138.0,0.0,False,0.0,1
11306,L:10242:10247:138,L,10242,10247,138.0,204.36,False,3.0415725846555324,1
11307,B:10244:138,B,10244,10244,138.0,0.0,False,0.0,1
11308,X:10245:345:138,X,10245,10245,345.0,506.92,False,0.0,1
11309,B:10245:345,B,10245,10245,345.0,0.0,False,0.0,1
11310,L:10245:10548:138,L,10245,10548,138.0,242.08,False,9.63883736370869,1
11311,L:10245:10448:345,L,10448,10245,345.0,1207.49,False,32.87839857581404,1
11312,B:10247:138,B,10247,10247,138.0,0.0,False,0.0,1
11313,L:10248:10290:138,L,10248,10290,138.0,232.07,False,35.64122121760669,1
11314,L:10250:10252:138,L,10250,10252,138.0,172.65,False,12.802125919472601,1
11315,B:10251:138,B,10251,10251,138.0,0.0,False,0.0,1
11316,L:10251:10252:138,L,10252,10251,138.0,182.86,False,10.343953610332075,1
11317,L:10253:10299:138,L,10253,10299,138.0,265.11,False,4.3992595652572986,1
11318,L:10256:10301:138,L,10256,10301,138.0,256.95,False,6.033404794452659,1
11319,L:10257:10301:138,L,10301,10257,138.0,254.96,True,4.795818622727102,1
11320,X:10258:138:24,X,10258,10258,138.0,26.79,False,0.0,1
11321,B:10258:138,B,10258,10258,138.0,0.0,False,0.0,1
11322,B:10258:138,B,10258,10258,138.0,0.0,False,0.0,2
11323,X:10259:138:24,X,10259,10259,138.0,243.1,False,0.0,1
11324,B:10259:138,B,10259,10259,138.0,0.0,False,0.0,1
11325,B:10260:138,B,10260,10260,138.0,0.0,False,0.0,1
11326,L:10260:10308:138,L,10308,10260,138.0,233.83,False,5.259598542881277,1
11327,X:10261:138:18,X,10261,10261,138.0,32.27,False,0.0,1
11328,B:10261:138,B,10261,10261,138.0,0.0,False,0.0,1
11329,X:10262:138:14,X,10262,10262,138.0,30.6,False,0.0,1
11330,X:10262:138:14,X,10262,10262,138.0,18.66,False,0.0,2
11331,B:10262:138,B,10262,10262,138.0,0.0,False,0.0,1
11332,B:10262:138,B,10262,10262,138.0,0.0,False,0.0,2
11333,X:10263:138:1,X,10263,10263,138.0,102.37,False,0.0,1
11334,B:10263:138,B,10263,10263,138.0,0.0,False,0.0,1
11335,B:10263:138,B,10263,10263,138.0,0.0,False,0.0,2
11336,X:10263:14:1,X,10263,10263,13.8,51.18,False,0.0,1
11337,X:10263:14:1,X,10263,10263,13.8,51.18,False,0.0,2
11338,X:10264:345:1,X,10264,10264,345.0,587.83,False,0.0,1
11339,X:10264:345:14,X,10264,10264,345.0,366.31,False,0.0,1
11340,X:10264:345:14,X,10264,10264,345.0,365.59,False,0.0,2
11341,X:10264:345:18,X,10264,10264,345.0,365.48,False,0.0,1
11342,X:10264:345:18,X,10264,10264,345.0,365.0,False,0.0,2
11343,X:10264:345:18,X,10264,10264,345.0,364.73,False,0.0,3
11344,X:10264:345:14,X,10264,10264,345.0,364.55,False,0.0,3
11345,B:10264:345,B,10264,10264,345.0,0.0,False,0.0,1
11346,B:10264:345,B,10264,10264,345.0,0.0,False,0.0,2
11347,X:10264:138:1,X,10264,10264,138.0,512.83,False,0.0,1
11348,X:10264:14:1,X,10264,10264,13.8,75.0,False,0.0,1
11349,L:10264:10281:345,L,10281,10264,345.0,1302.89,False,38.23112288882885,1
11350,X:10265:345:138,X,10265,10265,345.0,335.13,False,0.0,1
11351,X:10265:345:14,X,10265,10265,345.0,514.35,False,0.0,1
11352,X:10265:345:18,X,10265,10265,345.0,514.32,False,0.0,1
11353,X:10265:345:14,X,10265,10265,345.0,514.31,False,0.0,2
11354,X:10265:345:18,X,10265,10265,345.0,514.09,False,0.0,2
11355,B:10265:345,B,10265,10265,345.0,0.0,False,0.0,1
