fid,kind,sub_a,sub_b,kv,length_km,n_circuits,public_visible
L:23411:23455:100,L,23455,23411,100.0,3.8409725518133113,1,True
L:23411:24031:100,L,23411,24031,100.0,24.509510099516785,1,True
L:23412:23413:100,L,23413,23412,100.0,6.258679098881936,1,True
L:23412:23455:100,L,23455,23412,100.0,5.3670313374465435,3,True
L:23413:24038:100,L,23413,24038,100.0,10.506340778583008,1,True
L:23416:23449:230,L,23416,23449,230.0,22.414032165940704,2,True
L:23416:24035:230,L,23416,24035,230.0,65.97136582794442,2,True
L:23417:23519:100,L,23417,23519,100.0,3.115059448456168,1,True
L:23419:23459:100,L,23419,23459,100.0,0.35136622361471787,2,True
L:23419:23519:100,L,23419,23519,100.0,3.847678596341325,2,True
L:23422:23424:100,L,23422,23424,100.0,11.36080798158606,1,True
L:23422:23502:100,L,23502,23422,100.0,3.3694948002233662,1,True
L:23423:23426:100,L,23423,23426,100.0,5.182695533671251,1,True
L:23424:23427:100,L,23424,23427,100.0,4.878538240573135,1,True
L:23424:23435:100,L,23435,23424,100.0,8.424617708388613,1,True
L:23425:23430:100,L,23430,23425,100.0,7.70650605760814,1,True
L:23425:23521:100,L,23521,23425,100.0,2.933586240418254,1,True
L:23426:23432:100,L,23426,23432,100.0,6.290744579524337,1,True
L:23428:23429:100,L,23428,23429,100.0,6.959823153587628,1,True
L:23428:23442:230,L,23428,23442,230.0,9.931550664890148,1,True
L:23428:23523:230,L,23428,23523,230.0,36.04729110732624,1,True
L:23429:23431:100,L,23431,23429,100.0,5.72507396960629,1,True
L:23430:23431:100,L,23430,23431,100.0,6.967906604201789,1,True
L:23431:23498:100,L,23498,23431,100.0,1.8751387921216636,2,True
L:23432:23479:100,L,23432,23479,100.0,7.629952507677973,1,True
L:23433:23521:100,L,23433,23521,100.0,3.2108751690910355,1,True
L:23442:23498:230,L,23442,23498,230.0,6.655235934173058,1,True
L:23445:23449:230,L,23445,23449,230.0,2.992987224552058,1,True
L:23445:23477:230,L,23445,23477,230.0,65.1186271672061,3,True
L:23445:23530:230,L,23530,23445,230.0,2.938263127561578,2,True
L:23446:23495:500,L,23446,23495,500.0,13.170431465645859,1,True
L:23447:23456:100,L,23456,23447,100.0,2.2777200000004085,1,True
L:23449:23496:230,L,23449,23496,230.0,10.707020439621294,1,True
L:23452:23453:500,L,23453,23452,500.0,25.190916380712544,1,True
L:23452:23520:230,L,23452,23520,230.0,35.40384456625285,2,False
L:23452:23523:500,L,23523,23452,500.0,36.53580455535405,1,True
L:23452:23527:500,L,23452,23527,500.0,50.53502719960658,1,False
L:23453:23520:230,L,23453,23520,230.0,52.976141119264156,1,True
L:23454:28028:161,L,28028,23454,161.0,3.871899544025877,1,True
L:23455:23506:230,L,23455,23506,230.0,21.05811762225659,1,True
L:23459:23475:230,L,23459,23475,230.0,39.014047928041606,2,True
L:23459:23530:230,L,23459,23530,230.0,21.911658090905267,2,True
L:23463:23497:100,L,23463,23497,100.0,2.952575321656767,1,True
L:23466:23501:100,L,23501,23466,100.0,1.6024122931709803,1,True
L:23475:23508:230,L,23475,23508,230.0,8.688587845645772,1,True
L:23475:24600:230,L,23475,24600,230.0,21.998264763609452,1,True
L:23477:23508:500,L,23508,23477,500.0,48.84537983472948,1,True
L:23477:24062:100,L,23477,24062,100.0,7.715093569493656,1,True
L:23477:24606:500,L,23477,24606,500.0,18.96312180225076,1,True
L:23477:24612:230,L,24612,23477,230.0,0.6115300958685909,2,False
L:23477:24612:500,L,23477,24612,500.0,0.6115300958685909,1,True
L:23477:24640:230,L,23477,24640,230.0,9.43987879022229,1,True
L:23478:23497:100,L,23497,23478,100.0,2.2315524821487487,1,True
L:23480:23505:230,L,23505,23480,230.0,12.003020379975782,1,True
L:23480:23505:500,L,23480,23505,500.0,12.003020379975782,1,True
L:23480:23506:500,L,23480,23506,500.0,32.37217480027819,1,True
L:23484:23494:100,L,23484,23494,100.0,21.90348131041606,1,True
L:23484:23510:100,L,23510,23484,100.0,12.788737825281311,1,True
L:23486:23493:100,L,23486,23493,100.0,0.769749931022398,1,True
L:23486:23520:100,L,23486,23520,100.0,2.4309077721413854,1,True
L:23488:23491:230,L,23488,23491,230.0,27.970447767067316,1,True
L:23488:23514:230,L,23488,23514,230.0,7.80520495089659,1,True
L:23490:23511:100,L,23490,23511,100.0,5.379996892216751,1,True
L:23490:23515:100,L,23515,23490,100.0,3.6304294317634995,1,True
L:23491:23503:100,L,23491,23503,100.0,3.0378569639144173,1,True
L:23491:23504:100,L,23504,23491,100.0,1.8620756081713856,2,True
L:23495:23520:230,L,23495,23520,230.0,89.36334593109252,3,True
L:23505:23506:500,L,23505,23506,500.0,21.645926536538813,1,True
L:23505:23508:500,L,23505,23508,500.0,52.416575272370245,1,True
L:23506:23508:500,L,23508,23506,500.0,32.03646264378468,1,True
L:23506:23530:230,L,23530,23506,230.0,18.882111887028916,1,True
L:23506:24600:500,L,24600,23506,500.0,32.29087695160818,1,True
L:23508:24600:230,L,24600,23508,230.0,20.306631874057484,1,True
L:23508:24600:500,L,24600,23508,500.0,20.306631874057484,1,True
L:23509:23510:230,L,23510,23509,230.0,16.662079570501998,1,True
L:23510:23527:230,L,23527,23510,230.0,18.261312891100175,1,False
L:23510:23527:500,L,23510,23527,500.0,18.261312891100175,1,True
L:23516:23520:100,L,23516,23520,100.0,1.057279272402001,1,True
L:23520:23523:230,L,23523,23520,230.0,33.145246573525405,1,True
L:23520:23524:100,L,23520,23524,100.0,3.1941214566033698,1,True
L:23820:23877:100,L,23820,23877,100.0,53.40893892116321,1,True
L:23820:23880:100,L,23820,23880,100.0,39.44098909693375,1,True
L:23820:24083:100,L,23820,24083,100.0,15.78837748429141,1,True
L:23876:23881:100,L,23876,23881,100.0,10.688340632893274,1,True
L:23876:23882:100,L,23882,23876,100.0,12.391865731008073,1,True
L:23877:23878:100,L,23878,23877,100.0,5.955277382182645,1,True
L:23878:23883:100,L,23878,23883,100.0,12.320070811367353,1,True
L:23879:23881:100,L,23879,23881,100.0,20.290828971384702,1,True
L:23879:24077:100,L,23879,24077,100.0,34.105536984789275,1,True
L:23880:23881:100,L,23881,23880,100.0,14.585927449693973,1,True
L:23881:23883:100,L,23883,23881,100.0,8.45004516513161,1,True
L:23882:24030:100,L,23882,24030,100.0,20.088264354193335,1,True
L:23882:24570:100,L,23882,24570,100.0,21.62759607611685,1,True
L:23884:24606:100,L,24606,23884,100.0,8.06512018711699,1,True
L:23885:24570:100,L,24570,23885,100.0,13.276802565204317,1,True
L:23886:23887:100,L,23886,23887,100.0,10.376686301791858,1,True
L:23887:24569:100,L,23887,24569,100.0,7.610263337084655,1,True
L:23887:24600:100,L,24600,23887,100.0,5.008056309721613,1,True
L:23937:24035:100,L,23937,24035,100.0,10.556814902059909,1,True
L:23942:23946:100,L,23942,23946,100.0,10.841807088529185,1,True
L:23942:23947:100,L,23942,23947,100.0,11.158198579964754,1,True
L:23946:24033:100,L,23946,24033,100.0,22.783367468720222,1,True
L:23947:24083:100,L,23947,24083,100.0,38.061933040509786,1,True
L:23954:23955:100,L,23954,23955,100.0,7.160800344013903,1,True
L:23955:24040:100,L,23955,24040,100.0,19.399513269279087,1,True
L:24024:24027:100,L,24027,24024,100.0,1.2548580586119291,1,True
L:24024:24599:100,L,24024,24599,100.0,2.3931811521824633,1,True
L:24025:24027:100,L,24027,24025,100.0,0.9646756363610527,1,True
L:24025:24039:100,L,24025,24039,100.0,3.4281628214864797,1,True
L:24026:24029:100,L,24029,24026,100.0,8.754727828773753,1,True
L:24026:24609:100,L,24026,24609,100.0,6.065894565377213,1,True
L:24027:24035:230,L,24027,24035,230.0,25.048373825303518,1,True
L:24027:24036:100,L,24027,24036,100.0,2.5113851198986534,1,True
L:24028:24035:230,L,24028,24035,230.0,21.629253025491376,1,True
L:24029:24032:100,L,24029,24032,100.0,15.516041093905514,1,True
L:24029:24041:100,L,24029,24041,100.0,6.281446278655491,1,True
L:24031:24032:100,L,24031,24032,100.0,7.143621796979581,1,True
L:24033:24609:100,L,24609,24033,100.0,4.061574921567964,1,True
L:24034:24035:100,L,24034,24035,100.0,19.85080659197596,1,True
L:24034:24036:100,L,24036,24034,100.0,7.652477086063913,1,True
L:24035:24600:500,L,24035,24600,500.0,49.84693541538,1,True
L:24037:24038:100,L,24037,24038,100.0,5.77757751073828,1,True
L:24037:24039:100,L,24037,24039,100.0,4.121713827213193,1,True
L:24040:24041:100,L,24041,24040,100.0,8.38386337806485,1,True
L:24061:24063:100,L,24063,24061,100.0,18.152235776263147,1,True
L:24061:24066:100,L,24066,24061,100.0,11.059926296518077,1,True
L:24063:24065:100,L,24063,24065,100.0,8.560467491057157,1,True
L:24064:24067:100,L,24067,24064,100.0,8.357156643085041,1,True
L:24064:24081:100,L,24064,24081,100.0,19.99707948047411,1,True
L:24065:24208:100,L,24065,24208,100.0,33.95261465859175,1,True
L:24065:24612:230,L,24065,24612,230.0,19.247257986257935,1,True
L:24065:24642:230,L,24642,24065,230.0,45.24986656965291,1,True
L:24067:24078:100,L,24067,24078,100.0,25.88965126014177,1,True
L:24067:24208:100,L,24208,24067,100.0,16.212445978242958,1,True
L:24077:24078:100,L,24077,24078,100.0,15.29650989599675,1,True
L:24077:24086:100,L,24077,24086,100.0,24.878279647712805,1,True
L:24078:24081:100,L,24078,24081,100.0,24.442308419024574,1,True
L:24079:24080:100,L,24080,24079,100.0,4.349948964218975,1,True
L:24079:24082:100,L,24079,24082,100.0,16.823261796904067,1,True
L:24080:24083:100,L,24083,24080,100.0,15.439516455173068,1,False
L:24080:24089:230,L,24080,24089,230.0,30.967192018472886,1,True
L:24081:24207:100,L,24081,24207,100.0,11.325859202932254,1,True
L:24086:24088:100,L,24086,24088,100.0,15.804800398321198,1,True
L:24087:24088:100,L,24087,24088,100.0,10.97727415127361,1,True
L:24089:24592:230,L,24089,24592,230.0,14.885250335551245,1,True
L:24205:24206:100,L,24205,24206,100.0,9.12679093685605,1,True
L:24206:24208:100,L,24206,24208,100.0,14.129263853004513,1,True
L:24207:24642:100,L,24642,24207,100.0,5.571833104080238,1,True
L:24208:24211:100,L,24208,24211,100.0,14.342728994565157,1,True
L:24569:24600:100,L,24569,24600,100.0,2.6275034954739502,1,False
L:24592:24600:230,L,24600,24592,230.0,46.376602520017144,1,True
L:24592:24606:500,L,24606,24592,500.0,21.2284488578801,1,True
L:24592:24642:500,L,24592,24642,500.0,50.498742404372855,1,True
L:24599:24609:100,L,24609,24599,100.0,3.679626911331561,1,True
L:24600:24606:500,L,24606,24600,500.0,35.755948736420045,1,True
L:24606:24640:230,L,24640,24606,230.0,10.984244605595295,1,True
L:25115:25117:100,L,25115,25117,100.0,6.426935898807289,1,True
L:2597:3442:161,L,2597,3442,161.0,4.745448519662642,1,True
L:2597:5214:161,L,2597,5214,161.0,4.1358263316175,1,True
L:2601:2620:161,L,2601,2620,161.0,0.8919578608133798,1,True
L:2601:2722:161,L,2722,2601,161.0,1.69109028021716,1,True
L:2601:2980:161,L,2601,2980,161.0,3.2169417644983787,1,True
L:2619:2635:161,L,2619,2635,161.0,2.4338250380723894,1,True
L:2619:2936:161,L,2619,2936,161.0,4.337000371428313,1,True
L:2620:2954:161,L,2954,2620,161.0,1.9011932214638758,1,True
L:2621:2622:161,L,2621,2622,161.0,1.5862838867742728,1,True
L:2621:2928:161,L,2928,2621,161.0,1.8162000229214608,1,True
L:2622:2921:161,L,2921,2622,161.0,2.065806250400739,1,True
L:2622:2933:161,L,2622,2933,161.0,1.5337464454683136,1,True
L:2625:2650:161,L,2625,2650,161.0,1.9387517724476626,1,True
L:2631:2722:161,L,2631,2722,161.0,1.276333407566774,1,True
L:2631:2928:161,L,2631,2928,161.0,6.177556786809627,1,True
L:2631:2940:161,L,2631,2940,161.0,3.539420676772722,1,True
L:2634:2940:161,L,2634,2940,161.0,1.7275654702772163,1,True
L:2634:2971:161,L,2634,2971,161.0,4.614626706773869,1,True
L:2635:2650:161,L,2635,2650,161.0,1.164045826809737,1,True
L:2635:2941:161,L,2635,2941,161.0,1.3209898619938463,1,True
L:2648:2650:161,L,2650,2648,161.0,2.06222553137919,1,True
L:2650:5199:138,L,5199,2650,138.0,0.1680786440447017,1,True
L:2650:5217:138,L,2650,5217,138.0,6.698174184195607,1,True
L:2722:2948:161,L,2722,2948,161.0,2.5488344412162713,1,True
L:27340:28028:69,L,28028,27340,69.0,4.234875650252582,1,True
L:2734:2756:161,L,2756,2734,161.0,1.6572966354016356,1,True
L:2734:2965:161,L,2734,2965,161.0,3.324595215215673,1,True
L:2755:2774:161,L,2774,2755,161.0,2.2940011675521563,1,True
L:2755:2797:161,L,2755,2797,161.0,5.749352273930066,1,True
L:2755:2957:161,L,2957,2755,161.0,3.4866094087108044,1,True
L:2755:2968:161,L,2968,2755,161.0,1.5957341759985864,1,True
L:2756:2768:161,L,2768,2756,161.0,1.2915616927089457,1,True
L:2756:2961:161,L,2756,2961,161.0,1.4300451164587806,1,True
L:2769:2961:161,L,2961,2769,161.0,0.9911930888081892,1,False
L:2769:2970:161,L,2970,2769,161.0,2.867761188290546,1,True
L:2773:2797:161,L,2773,2797,161.0,2.111550024837146,1,True
L:2773:3151:161,L,2773,3151,161.0,1.733853056417957,1,True
L:2773:3154:161,L,2773,3154,161.0,3.1798746332597787,1,True
L:2775:2955:161,L,2775,2955,161.0,6.3947257406212605,1,True
L:2775:3146:161,L,2775,3146,161.0,3.3996629268059633,1,True
L:2796:3151:161,L,2796,3151,161.0,1.9249257493879934,1,True
L:2797:5447:138,L,2797,5447,138.0,3.1856549378992907,1,True
L:2797:5454:138,L,5454,2797,138.0,0.22080262442754653,1,True
L:2797:5939:138,L,2797,5939,138.0,0.31029665712200943,2,True
L:2921:5216:138,L,5216,2921,138.0,2.381479152337112,1,False
L:2921:5453:138,L,2921,5453,138.0,0.20969737217376963,1,True
L:2933:2948:161,L,2933,2948,161.0,1.199120508528564,1,True
L:2936:3442:161,L,2936,3442,161.0,10.550603100221856,1,True
L:2937:2958:161,L,2958,2937,161.0,4.232364435551764,1,True
L:2941:2958:161,L,2941,2958,161.0,6.202277278666657,1,True
L:2942:2943:161,L,2943,2942,161.0,4.342269686558136,1,True
L:2942:2955:161,L,2955,2942,161.0,2.1174765556731496,1,True
L:2943:2954:161,L,2954,2943,161.0,2.309761953289678,1,True
L:2943:2964:161,L,2943,2964,161.0,4.316393948587861,1,True
L:2955:2967:161,L,2955,2967,161.0,1.744885590419084,1,True
L:2957:2965:161,L,2965,2957,161.0,3.0785879928404603,1,True
L:2964:7171:161,L,2964,7171,161.0,136.44027351984312,1,True
L:2967:3053:161,L,2967,3053,161.0,3.278986128015232,1,True
L:2970:2980:161,L,2980,2970,161.0,2.635814160013441,1,True
L:2971:5214:161,L,2971,5214,161.0,19.339718075161237,1,True
L:2991:3353:161,L,2991,3353,161.0,66.16261106200228,1,True
L:3146:3147:161,L,3146,3147,161.0,5.880107823282829,1,True
L:3147:3160:161,L,3160,3147,161.0,2.258377110370054,1,True
L:3150:3541:161,L,3150,3541,161.0,1.9888743632472692,2,True
L:3171:3508:161,L,3508,3171,161.0,2.089693914808241,1,True
L:3184:3186:161,L,3186,3184,161.0,3.6544346154881993,1,True
L:3186:3197:161,L,3197,3186,161.0,2.7013574567595677,1,True
L:3197:3481:161,L,3481,3197,161.0,4.811657037292793,1,True
L:3197:5770:161,L,3197,5770,161.0,2.5908356249007007,1,True
L:3350:6708:138,L,3350,6708,138.0,50.94100904175484,1,True
L:3350:6956:138,L,3350,6956,138.0,28.88149730258808,1,True
L:3350:6968:161,L,3350,6968,161.0,13.245700624064675,1,True
L:3352:3667:161,L,3352,3667,161.0,93.50150315985545,1,True
L:3352:5839:138,L,3352,5839,138.0,60.68524030513079,1,True
L:3352:6957:138,L,3352,6957,138.0,71.4901014542517,1,True
L:3442:3448:161,L,3448,3442,161.0,3.8436118411192406,2,True
L:3448:5214:500,L,5214,3448,500.0,2.030100617102625,1,True
L:3541:5819:500,L,3541,5819,500.0,19.008874896775403,1,True
L:3646:8059:138,L,3646,8059,138.0,6.940303656906646,1,True
L:3646:8069:138,L,8069,3646,138.0,6.966739638369221,1,True
L:3650:3850:161,L,3650,3850,161.0,119.19090362986958,1,True
L:3650:8126:161,L,3650,8126,161.0,20.67421927753864,1,True
L:3669:7004:138,L,3669,7004,138.0,5.028013060300305,1,True
L:3828:6116:138,L,6116,3828,138.0,4.115929268608614,1,True
L:3836:6116:138,L,3836,6116,138.0,5.491543029337195,1,True
L:3836:7016:138,L,3836,7016,138.0,30.242075125898225,1,True
L:3849:3850:161,L,3850,3849,161.0,6.740282162011271,1,True
L:3849:6124:161,L,6124,3849,161.0,7.2612660238048985,1,True
L:3850:7011:161,L,3850,7011,161.0,99.3012444220706,1,True
L:4818:6111:138,L,4818,6111,138.0,61.918568376206466,1,True
L:4818:7014:138,L,4818,7014,138.0,13.875287457114734,1,True
L:4818:7016:138,L,7016,4818,138.0,4.340685314909556,1,True
L:5117:5120:138,L,5120,5117,138.0,5.2238288854242665,1,True
L:5117:5145:138,L,5145,5117,138.0,3.9326855387987125,1,True
L:5118:5127:138,L,5127,5118,138.0,4.835112918831627,1,True
L:5118:5270:138,L,5270,5118,138.0,6.197262306388871,1,True
L:5119:5121:138,L,5119,5121,138.0,2.9590054635315,1,True
L:5119:5127:138,L,5119,5127,138.0,4.1736651623118455,1,True
L:5120:5128:138,L,5120,5128,138.0,24.980523161074252,1,True
L:5120:5269:345,L,5120,5269,345.0,22.673864514273927,1,True
L:5120:5945:345,L,5120,5945,345.0,24.631974032584264,1,True
L:5120:5995:345,L,5995,5120,345.0,12.678310427090892,1,True
L:5121:5125:138,L,5125,5121,138.0,7.290792478261511,1,True
L:5122:5129:138,L,5122,5129,138.0,10.059902283600545,1,True
L:5122:5145:138,L,5122,5145,138.0,6.5010842405143014,1,True
L:5123:5149:138,L,5123,5149,138.0,9.128156932347732,1,True
L:5123:5995:138,L,5995,5123,138.0,3.266440650362259,1,True
L:5124:5126:138,L,5124,5126,138.0,10.430419906840706,1,True
L:5124:5149:138,L,5149,5124,138.0,4.2205842776632085,1,True
L:5125:5998:138,L,5125,5998,138.0,5.079814421516988,1,True
L:5128:5984:138,L,5128,5984,138.0,27.896455035564966,1,True
L:5129:5130:138,L,5129,5130,138.0,8.010304032613455,1,True
L:5130:5142:138,L,5130,5142,138.0,10.415012557031407,1,True
L:5131:5133:345,L,5131,5133,345.0,16.244584891854096,1,True
L:5131:5134:138,L,5131,5134,138.0,2.7321468637796187,1,True
L:5131:5995:345,L,5131,5995,345.0,26.44340249506659,1,True
L:5132:5139:138,L,5132,5139,138.0,6.6167986929358715,1,True
L:5133:5146:138,L,5133,5146,138.0,4.642698457301848,1,True
L:5133:5945:345,L,5945,5133,345.0,10.607744079227635,1,True
L:5133:5974:345,L,5133,5974,345.0,55.142250555936705,1,True
L:5134:5140:138,L,5134,5140,138.0,8.898755638661708,1,True
L:5134:5352:138,L,5134,5352,138.0,25.059908958271567,1,True
L:5135:5137:138,L,5135,5137,138.0,10.370768431717002,1,True
L:5135:5284:138,L,5135,5284,138.0,27.05555277984735,1,True
L:5136:5137:138,L,5136,5137,138.0,11.884028475876763,1,True
L:5136:5157:345,L,5157,5136,345.0,17.27008638040514,1,True
L:5136:5407:138,L,5136,5407,138.0,21.900655030699593,1,True
L:5137:5141:138,L,5137,5141,138.0,13.275779976871075,1,True
L:5138:5142:138,L,5138,5142,138.0,14.059155137441975,1,True
L:5138:5228:138,L,5138,5228,138.0,58.772819178981976,1,True
L:5138:5922:138,L,5138,5922,138.0,24.59893564558805,1,True
L:5139:5922:138,L,5922,5139,138.0,2.0219150841506113,1,True
L:5140:5152:138,L,5140,5152,138.0,25.19701361774529,1,True
L:5141:5281:138,L,5141,5281,138.0,11.54681823450085,1,True
L:5141:5351:138,L,5141,5351,138.0,19.149475851433923,1,True
L:5143:5154:138,L,5143,5154,138.0,7.824191633941336,1,True
L:5143:5352:138,L,5352,5143,138.0,10.620572246256083,1,True
L:5146:5149:138,L,5146,5149,138.0,3.429861153328992,1,True
L:5150:5348:138,L,5348,5150,138.0,5.197563660592748,1,False
L:5150:5353:138,L,5353,5150,138.0,7.770071602455386,1,True
L:5151:5949:138,L,5949,5151,138.0,3.234101560071101,1,True
L:5151:5997:138,L,5151,5997,138.0,2.776684148140399,1,True
L:5152:5936:138,L,5152,5936,138.0,6.604053417009929,1,True
L:5153:5352:138,L,5352,5153,138.0,4.275040013048453,1,True
L:5153:5952:138,L,5153,5952,138.0,5.567465271044175,1,True
L:5154:5155:138,L,5154,5155,138.0,5.4017359261239735,1,True
L:5155:5157:138,L,5155,5157,138.0,4.516237270700424,1,True
L:5156:5157:138,L,5156,5157,138.0,5.493173106990169,1,True
L:5156:5282:138,L,5156,5282,138.0,4.637462452129291,1,True
L:5157:5306:345,L,5306,5157,345.0,16.397075567233657,1,True
L:5157:5407:138,L,5157,5407,138.0,6.29813357399552,1,True
L:5157:5411:345,L,5411,5157,345.0,15.973861216786888,1,True
L:5157:5952:345,L,5157,5952,345.0,23.475774424509513,1,True
L:5158:5329:138,L,5158,5329,138.0,10.271787855502502,1,True
L:5159:5160:138,L,5160,5159,138.0,7.218343275503406,1,True
L:5159:5331:138,L,5159,5331,138.0,8.44562854664662,1,True
L:5159:5335:138,L,5159,5335,138.0,37.48684978414172,1,True
L:5161:5170:138,L,5170,5161,138.0,2.601325324653606,1,True
L:5161:5767:138,L,5161,5767,138.0,3.5862691784175738,1,True
L:5162:5168:138,L,5168,5162,138.0,5.492721050009255,1,True
L:5162:5199:138,L,5162,5199,138.0,2.3061089811858637,1,True
L:5163:5170:138,L,5170,5163,138.0,2.7739623629380756,1,True
L:5163:5185:138,L,5185,5163,138.0,3.1825229441563363,1,True
L:5164:5190:138,L,5164,5190,138.0,5.909119207932961,1,True
L:5166:5187:138,L,5166,5187,138.0,1.9161767478578826,2,True
L:5166:5457:138,L,5457,5166,138.0,3.3872976551417704,2,True
L:5168:5185:138,L,5168,5185,138.0,2.0238083307706045,1,True
L:5170:5175:138,L,5170,5175,138.0,2.1299244673863655,1,True
L:5171:5188:138,L,5171,5188,138.0,3.644941460887271,1,False
L:5171:5770:138,L,5770,5171,138.0,3.7063417205296396,1,True
L:5172:5188:138,L,5172,5188,138.0,4.6435977060577045,1,True
L:5172:5189:138,L,5172,5189,138.0,6.150793416636964,1,True
L:5172:5207:138,L,5172,5207,138.0,13.415950114535375,1,True
L:5173:5465:138,L,5173,5465,138.0,2.2986017409079573,1,True
L:5173:5994:138,L,5173,5994,138.0,5.979837735384477,1,True
L:5175:5186:138,L,5186,5175,138.0,2.046531507085115,1,True
L:5175:5195:138,L,5175,5195,138.0,1.4238158538172354,1,True
L:5177:5185:138,L,5177,5185,138.0,4.343317310848838,1,True
L:5177:5778:138,L,5177,5778,138.0,1.7010265976140457,1,True
L:5179:5702:138,L,5179,5702,138.0,12.944681590989635,1,True
L:5179:5790:138,L,5179,5790,138.0,3.938549283020029,1,True
L:5179:5791:138,L,5791,5179,138.0,5.29832362360871,1,True
L:5180:5455:138,L,5455,5180,138.0,2.208023125406579,1,True
L:5180:6003:138,L,5180,6003,138.0,10.585398615649765,1,True
L:5181:5201:138,L,5181,5201,138.0,5.987719681170754,1,True
L:5181:5204:138,L,5181,5204,138.0,4.067801819704714,1,True
L:5182:5202:138,L,5202,5182,138.0,2.650716578161631,1,True
L:5182:5214:138,L,5182,5214,138.0,3.544929548028176,1,True
L:5183:5209:138,L,5209,5183,138.0,2.593932535845352,1,True
L:5183:5780:138,L,5183,5780,138.0,2.091339570838838,1,True
L:5183:5791:138,L,5183,5791,138.0,6.5071851165932975,1,True
L:5184:5195:138,L,5195,5184,138.0,3.695177879612861,2,True
L:5184:5200:138,L,5200,5184,138.0,1.8809936698150511,2,True
L:5185:5222:138,L,5185,5222,138.0,5.501214574736176,1,True
L:5186:5765:138,L,5765,5186,138.0,2.464176865546868,1,True
L:5187:5455:138,L,5187,5455,138.0,2.3414443873247173,1,True
L:5187:5779:138,L,5187,5779,138.0,8.33210914105575,1,True
L:5189:5221:138,L,5221,5189,138.0,2.0751325487029497,1,True
L:5190:5196:138,L,5196,5190,138.0,4.0817219527344,1,True
L:5190:5217:138,L,5217,5190,138.0,4.501804623655526,1,True
L:5191:5764:138,L,5191,5764,138.0,1.445636004160088,1,True
L:5191:5964:138,L,5964,5191,138.0,3.1738016753800182,1,True
L:5192:5198:138,L,5192,5198,138.0,2.7142105839581983,1,True
L:5192:5214:345,L,5192,5214,345.0,27.903349243238427,1,True
L:5192:5667:138,L,5192,5667,138.0,19.824151464806615,1,True
L:5192:5671:345,L,5192,5671,345.0,12.052924804977934,1,True
L:5192:5770:345,L,5770,5192,345.0,13.28871845859563,1,True
L:5196:5221:138,L,5196,5221,138.0,8.025485243396135,1,True
L:5198:5787:138,L,5787,5198,138.0,4.750341708545288,1,True
L:5200:5961:138,L,5200,5961,138.0,1.732272344426501,2,True
L:5201:5214:138,L,5201,5214,138.0,2.9789199151703665,1,True
L:5202:5782:138,L,5202,5782,138.0,12.6420982658041,1,True
L:5203:5204:138,L,5203,5204,138.0,6.028106413259841,1,True
L:5203:5765:138,L,5203,5765,138.0,1.1741537205520352,1,True
L:5203:5964:138,L,5203,5964,138.0,0.3695007419914114,1,True
L:5205:5207:138,L,5207,5205,138.0,5.3354721490191395,1,True
L:5205:5208:138,L,5208,5205,138.0,3.716504122184669,1,True
L:5206:5220:138,L,5206,5220,138.0,4.949674905302987,1,True
L:5206:5780:138,L,5206,5780,138.0,3.082994028564895,1,True
L:5208:5772:138,L,5772,5208,138.0,2.927925928226501,1,True
L:5209:5212:138,L,5212,5209,138.0,5.148093270705444,1,True
L:5210:5359:138,L,5210,5359,138.0,2.4870363489582457,1,True
L:5210:5781:138,L,5781,5210,138.0,2.114096427006697,1,True
L:5211:5214:138,L,5214,5211,138.0,2.4089741933666184,1,True
L:5211:5215:138,L,5211,5215,138.0,7.346475553887839,1,True
L:5212:5767:138,L,5212,5767,138.0,5.404836055036717,1,True
L:5213:5778:138,L,5213,5778,138.0,5.005227854710913,1,True
L:5214:5222:138,L,5222,5214,138.0,3.8853942587596384,1,True
L:5215:5767:138,L,5215,5767,138.0,2.182156728833642,1,True
L:5216:5464:138,L,5216,5464,138.0,2.186004638066601,1,True
L:5220:5785:138,L,5785,5220,138.0,3.85219471844298,1,True
L:5223:5539:138,L,5223,5539,138.0,4.050208040513854,1,True
L:5223:5977:138,L,5223,5977,138.0,2.930712556188518,1,True
L:5224:5233:138,L,5224,5233,138.0,11.964186004282599,1,True
L:5224:5237:138,L,5237,5224,138.0,6.617742756045032,1,True
L:5224:5248:138,L,5224,5248,138.0,5.378411930421887,1,True
L:5225:6138:138,L,5225,6138,138.0,16.512510786885834,1,True
L:5225:6846:138,L,5225,6846,138.0,1.4047933758805322,1,True
L:5226:5229:345,L,5226,5229,345.0,16.13990898253563,1,True
L:5226:5235:138,L,5226,5235,138.0,7.570697790263425,1,True
L:5226:5273:138,L,5273,5226,138.0,8.942028566820804,1,True
L:5226:5958:345,L,5226,5958,345.0,20.742282692752475,1,True
L:5226:5973:138,L,5973,5226,138.0,1.2756042405500183,1,True
L:5227:5251:138,L,5251,5227,138.0,4.6958490327301465,1,True
L:5227:5525:138,L,5227,5525,138.0,6.678600277334772,1,True
L:5227:7136:138,L,5227,7136,138.0,3.2957302388228245,1,True
L:5228:5236:138,L,5228,5236,138.0,6.883727487425968,1,True
L:5228:5749:138,L,5228,5749,138.0,8.384019297345038,1,True
L:5229:5231:138,L,5231,5229,138.0,3.029148828848643,1,True
L:5229:5236:138,L,5229,5236,138.0,6.098136754177983,1,True
