project_id,queue_date,poi_name,poi_sub_id,poi_kv,poi_match_score,mw,fuel,state,transmission_owner,status_now,project_type
AB2-150,2016-04-29,Clubhouse-Freeman 115kV,33432.0,115.0,100.0,40.0,solar,VA,Dominion,Withdrawn,gen
AB2-151,2016-04-29,Mapleton-Murphy 115kV,15001.0,115.0,75.0,19.9,solar,NC,Dominion,Withdrawn,gen
AB2-152,2016-04-29,Hopewell 230kV,19035.0,230.0,100.0,57.6,gas,VA,Dominion,Withdrawn,gen
AB2-153,2016-04-29,Church-Wye Mills 138 kV,12913.0,138.0,100.0,40.0,solar,MD,DPL,In Service,gen
AB2-154,2016-04-29,Kendall 345kV,38455.0,345.0,76.17647058823529,1283.0,gas,IL,ComEd,Withdrawn,gen
AB2-155,2016-04-29,Richland-Stryker,13641.0,138.0,100.0,379.0,gas,OH,ATSI,Withdrawn,gen
AB2-156,2016-04-29,W.H. Zimmer 345kV,53093.0,345.0,100.0,1350.0,other,OH,DEOK,Withdrawn,gen
AB2-157,2016-04-29,Prince George's County 12kV,15382.0,12.0,70.18181818181819,2.5,solar,MD,PEPCO,In Service,gen
AB2-158,2016-04-29,Louisa-South Anna 230kV,7394.0,230.0,88.0,88.2,solar,VA,Dominion,In Service,gen
AB2-159,2016-04-29,Lumberton 13kV,4663.0,13.0,92.0,8.1,solar,NJ,PSEG,Withdrawn,gen
AB2-160,2016-04-30,Reams 115kV,39054.0,115.0,66.66666666666667,80.0,solar,VA,Dominion,Withdrawn,gen
AB2-161,2016-05-02,Waverly #2 DP 115kV,5748.0,115.0,87.5,50.0,solar,VA,Dominion,In Service,gen
AB2-162,2016-04-29,Camden 480V,29531.0,138.0,86.36363636363636,0.21,gas,NJ,PSEG,Withdrawn,gen
AB2-163,2016-04-29,Sicklerville 12kV,33348.0,12.0,70.26086956521739,0.21,gas,NJ,AEC,Withdrawn,gen
AB2-164,2016-04-29,Wattsville-Wallops Island 69kV,29899.0,69.0,100.0,20.0,solar,VA,ODEC,Withdrawn,gen
AB2-165,2016-04-29,Tasley-Oak Hall 69kV I,11630.0,69.0,100.0,20.0,solar,VA,ODEC,Withdrawn,gen
AB2-166,2016-04-29,Edgewood 12kV,12907.0,12.0,92.0,5.5,solar,MD,DPL,Withdrawn,gen
AB2-167,2016-04-29,Stockton 69kV,13130.0,69.0,100.0,14.0,solar,MD,DPL,Withdrawn,gen
AB2-168,2016-04-29,Perch 34.5kV,32918.0,34.5,72.0,9.0,solar,MD,DPL,Withdrawn,gen
AB2-169,2016-04-29,Pantago-Five Points 115kV,44961.0,115.0,64.72727272727273,74.0,solar,NC,Dominion,In Service,gen
AB2-170,2016-04-29,East Lima-Marysville 345kV,38941.0,345.0,100.0,130.0,solar,OH,AEP,In Service,gen
AB2-171,2016-04-29,Handsome 115kV,31706.0,115.0,83.81818181818181,75.0,solar,VA,Dominion,Withdrawn,gen
AB2-172,2016-04-30,Todd 69kV,13110.0,69.0,100.0,50.0,solar,MD,DPL,In Service,gen
AB2-173,2016-04-29,Nelson 345kV,20754.0,345.0,100.0,206.0,gas,IL,ComEd,Withdrawn,gen
AB2-174,2016-04-29,Emporia-Trego 115kV,5741.0,115.0,100.0,80.0,solar,VA,Dominion,In Service,gen
AB2-175,2016-04-29,Peach Bottom 500kV,14669.0,500.0,100.0,2709.8,other,PA,PECO,Partially in Service - Under Construction,gen
AB2-176,2016-04-29,Chase City 34.5kV,33224.0,34.5,92.0,14.0,solar,VA,Dominion,Withdrawn,gen
AB2-177,2016-04-29,Kenney 25kV,13129.0,25.0,92.0,6.6,solar,MD,DPL,Withdrawn,gen
AB2-178,2016-04-29,Beckjord 138kV,5035.0,138.0,100.0,19.8,storage,OH,DEOK,Withdrawn,battery
AB2-179,2016-04-29,Townsend 138kV,16002.0,138.0,100.0,50.0,solar,DE,DPL,In Service,gen
AB2-180,2016-04-29,Rockawalkin 69kV,15436.0,69.0,63.63636363636363,20.0,solar,MD,DPL,Withdrawn,gen
AB2-181,2016-04-29,Catoctin 138kV,12801.0,138.0,100.0,20.0,solar,MD,APS,Withdrawn,gen
AB2-182,2016-04-29,Townsend 25kV,16002.0,25.0,92.0,20.0,solar,MD,DPL,Withdrawn,gen
AB2-183,2016-04-29,Massey 25kV,12915.0,25.0,92.0,20.0,solar,MD,DPL,Withdrawn,gen
AB2-184,2016-04-29,Monkton,29604.0,138.0,76.92307692307692,5.0,solar,MD,BGE,Withdrawn,gen
AB2-185,2016-04-29,Wye Mills 25kV,12919.0,25.0,92.0,8.0,solar,MD,DPL,Withdrawn,gen
AB2-186,2016-04-29,South Hertford 34.5kV,16268.0,34.5,69.77777777777779,5.0,solar,NC,Dominion,Withdrawn,gen
AB2-187,2016-04-29,Indian River-Nelson 138kV,5009.0,138.0,82.35294117647058,80.0,solar,DE,DPL,Withdrawn,gen
AB2-188,2016-04-29,Creswell 34.5kV,3416.0,34.5,92.0,20.0,solar,NC,Dominion,Withdrawn,gen
AB2-189,2016-04-29,Mackeys 230kV,3417.0,230.0,100.0,120.0,solar,NC,Dominion,Withdrawn,gen
AB2-190,2016-04-29,Hopewell-Surry 230kV,19035.0,230.0,100.0,150.0,solar,VA,Dominion,In Service,gen
AB2-191,2016-04-29,Mendota Hills,40249.0,138.0,69.48717948717947,70.4,wind,IL,ComEd,In Service,gen
AB2-192,2016-04-29,Tasley-Oak Hall 69kV II,11630.0,69.0,100.0,20.0,solar,VA,ODEC,Withdrawn,gen
AC1-001,2016-05-06,Delano 138kV,23670.0,138.0,90.0,49.9,solar,OH,AEP,In Service,gen
AC1-002 4804066,2016-05-05,AMIL-PJM,29641.0,138.0,75.0,550.0,other,,ATSI,Withdrawn,gen
AC1-003,2016-05-09,Tidd-Wylie Ridge 345kV,36200.0,345.0,100.0,830.0,gas,WV,APS,Withdrawn,gen
AC1-004 4804766,2016-05-10,AMIL-PJM,29641.0,138.0,75.0,300.0,other,,,Withdrawn,gen
AC1-005,2016-05-12,Zion-Stateline,20818.0,138.0,100.0,1000.0,other,IL,ComEd,Withdrawn,gen
AC1-006,2016-05-31,Aydlett 34.5kV,36330.0,34.5,54.5,15.0,solar,NC,Dominion,Withdrawn,gen
AC1-007,2016-05-31,Crittenden 34.5kV,32304.0,34.5,92.0,10.0,solar,VA,Dominion,Withdrawn,gen
AC1-008,2016-06-09,Calvert Cliffs 500kV,31440.0,500.0,100.0,1799.3,other,MD,BGE,In Service,gen
AC1-009,2016-06-15,Tasley 69kV,11630.0,69.0,100.0,20.0,solar,VA,ODEC,Withdrawn,gen
AC1-010,2016-06-22,Gloucester 26kV,29530.0,26.0,92.0,6.0,solar,NJ,PSEG,In Service,gen
AC1-011,2016-06-22,Emlenton 34.5kV,20819.0,34.5,69.77777777777779,18.0,gas,PA,PENELEC,Withdrawn,gen
AC1-012,2016-06-23,Rupert 34.5kV,32918.0,34.5,64.72727272727273,5.0,solar,WV,AEP,Withdrawn,gen
AC1-013,2016-06-28,Clybourn 12.5kV,33927.0,12.5,59.25490196078432,0.1,storage,IL,ComEd,Withdrawn,battery
AC1-014,2016-07-08,Farmingdale-Bennett I 34.5kV,12938.0,34.5,65.6842105263158,4.0,solar,NJ,JCPL,Withdrawn,gen
AC1-015,2016-07-08,Farmingdale-Bennett II 34.5kV,12938.0,34.5,65.6842105263158,0.4,solar,NJ,JCPL,Withdrawn,gen
AC1-016,2016-07-13,Burlington 26 kV,19326.0,26.0,92.0,8.8,solar,NJ,PSEG,Withdrawn,gen
AC1-017,2016-07-13,Levittown 13 kV,29533.0,13.0,92.0,3.7,solar,NJ,PSEG,In Service,gen
AC1-018,2016-07-13,Morris Park 12.47kV,19000.0,47.0,84.5,1.4,solar,NJ,JCPL,Withdrawn,gen
AC1-019,2016-07-13,Lake Nelson 13 kV,29185.0,13.0,92.0,0.9,solar,NJ,PSEG,Withdrawn,gen
AC1-020,2016-07-13,Kittatinny-Newton 34.5 kV,19240.0,34.5,92.0,12.2,solar,NJ,JCPL,Withdrawn,gen
AC1-021,2016-07-14,Yukon Hatfield 500kV,31728.0,500.0,87.14285714285714,1050.0,gas,PA,APS,In Service,gen
AC1-022,2016-07-14,N. Vienna 138kV,13111.0,138.0,92.5,60.0,solar,OH,DEOK,Withdrawn,gen
AC1-023,2016-07-14,Southwest Lima-East Lima 345kV,38964.0,345.0,100.0,120.0,solar,OH,AEP,Withdrawn,gen
AC1-024,2016-07-14,Frazeysburg 138kV,38030.0,138.0,70.0,150.0,solar,OH,AEP,Withdrawn,gen
AC1-025,2016-07-18,Dale Summit,13437.0,138.0,100.0,1.5,storage,PA,APS,In Service,battery
AC1-026,2016-07-18,Sayreville,26541.0,138.0,100.0,1.3,storage,NJ,JCPL,Withdrawn,battery
AC1-027,2016-07-26,Pendleton 34.5kV,3924.0,34.5,92.0,17.6,solar,VA,Dominion,In Service,gen
AC1-028,2016-07-27,North Salisbury 25kV,13118.0,25.0,92.0,3.8,other,MD,DPL,Withdrawn,gen
AC1-029,2016-07-29,South River 230kV,14142.0,230.0,66.66666666666667,480.0,gas,NJ,JCPL,Withdrawn,gen
AC1-030,2016-08-01,Cinnaminson 13kV,29532.0,13.0,92.0,2.5,solar,NJ,PSEG,In Service,gen
AC1-031,2016-08-01,Hampstead 13 kV,4563.0,13.0,80.88888888888889,2.0,solar,MD,BGE,Withdrawn,gen
AC1-032,2016-08-09,Wilmington,42006.0,138.0,95.0,2.0,solar,IL,ComEd,Withdrawn,gen
AC1-033,2016-08-14,Kewanee 138 kV,12052.0,138.0,93.33333333333333,100.8,wind,IL,ComEd,In Service,gen
AC1-034,2016-08-11,Heartsease DP - Mayo Dunbar 115kV,7444.0,115.0,63.63636363636363,75.0,solar,NC,Dominion,Engineering and Procurement,gen
AC1-035,2016-08-18,Ironwood 230kV,13613.0,230.0,90.0,750.0,gas,PA,ME,In Service,gen
AC1-036,2016-08-22,Twittys Creek 34.5kV,33393.0,34.5,68.19047619047619,13.75,solar,VA,Dominion,In Service,gen
AC1-037,2016-08-22,Doremus 13kV,26600.0,13.0,78.15384615384616,0.5,storage,NJ,PSEG,Withdrawn,battery
AC1-038,2016-08-30,Big Sandy 1 138kV,11361.0,138.0,94.54545454545455,293.0,gas,KY,AEP,In Service,gen
AC1-039,2016-08-31,Catoctin 34kV,12801.0,34.0,92.0,20.0,solar,MD,APS,Withdrawn,gen
AC1-040,2016-08-31,Rockport-Duff-Coleman 345 kV ,40294.0,345.0,100.0,150.0,solar,IN,AEP,Withdrawn,gen
AC1-041,2016-08-31,Mt. Olive 12kV,13128.0,12.0,92.0,5.0,solar,MD,DPL,Withdrawn,gen
AC1-042,2016-09-01,Altavista-Mt. Airy 69kV,31973.0,69.0,92.0,42.0,solar,VA,Dominion,In Service,gen
AC1-043,2016-08-31,Mountain Run-Mitchell 115 kV,7922.0,115.0,100.0,100.0,solar,VA,Dominion,Withdrawn,gen
AC1-044,2016-08-31,Kammer-Vassell 765kV,36959.0,765.0,100.0,1650.0,gas,OH,AEP,In Service,gen
AC1-045,2016-08-31,King's Fork 34.5kV,32301.0,34.5,87.23809523809523,15.0,solar,VA,Dominion,Withdrawn,gen
AC1-046,2016-08-31,Fentress 34.5kV,32308.0,34.5,92.0,15.0,solar,VA,Dominion,Withdrawn,gen
AC1-047,2016-08-31,Hickory 34.5kV,5088.0,34.5,92.0,20.0,solar,VA,Dominion,Withdrawn,gen
AC1-048,2016-08-31,Germantown 115kV,13381.0,115.0,92.0,35.0,solar,PA,ME,Withdrawn,gen
AC1-049,2016-08-31,Worcester 25kV,13126.0,25.0,92.0,4.0,solar,MD,DPL,Withdrawn,gen
AC1-050,2016-08-31,Mardela 12kV,13122.0,12.0,92.0,5.0,solar,MD,DPL,Withdrawn,gen
AC1-051,2016-08-31,Willard-S. Greenwich 69kV,14754.0,69.0,86.15384615384616,60.0,wind,OH,AEP,Withdrawn,gen
AC1-052,2016-08-31,Tasley 69kV,11630.0,69.0,100.0,9.0,solar,VA,ODEC,Withdrawn,gen
AC1-053,2016-09-01,Lanesville-Brokaw,12504.0,138.0,100.0,200.0,wind,IL,ComEd,In Service,gen
AC1-054,2016-08-31,Kerr Dam–Eatons Ferry 115 kV,33274.0,115.0,100.0,65.0,solar,NC,Dominion,In Service,gen
AC1-055,2016-09-10,Glen Falls 138kV,777.0,138.0,100.0,580.0,gas,WV,APS,Under Construction,gen
AC1-056 4831048,2016-09-12,PJM-AMIL,31685.0,138.0,57.14285714285714,100.0,other,,,Confirmed,gen
AC1-057 4831050,2016-09-12,PJM-MECS,31685.0,138.0,57.14285714285714,200.0,other,,ATSI,Retracted,gen
AC1-058 4831663,2016-09-13,PJM-AMIL,31685.0,138.0,57.14285714285714,300.0,other,,,Retracted,gen
AC1-059,2016-09-13,Desoto-Tanners Creek 345kV,36331.0,345.0,100.0,300.0,wind,IN,AEP,Withdrawn,gen
AC1-060,2016-09-20,Providence Forge 34.5kV,6053.0,34.5,92.0,24.0,gas,VA,Dominion,In Service,gen
AC1-061,2016-09-20,Locks 34.5kV,33454.0,34.5,92.0,3.0,gas,VA,Dominion,In Service,gen
AC1-062,2016-09-20,Jetersville 34.5kV,33279.0,34.5,92.0,16.0,gas,VA,Dominion,In Service,gen
AC1-063,2016-09-20,Shackleford 34.5kV,30050.0,34.5,58.66666666666667,14.0,gas,VA,Dominion,In Service,gen
AC1-064,2016-09-20,Route 16 34.5kV,31504.0,34.5,68.92307692307692,15.0,gas,PA,APS,In Service,gen
AC1-065,2016-09-22,Harmony Village-Shackleford 115kV,33194.0,115.0,100.0,50.0,solar,VA,Dominion,Partially in Service - Under Construction,gen
AC1-066,2016-09-21,Linden 26 kV,19239.0,26.0,92.0,5.0,gas,NJ,PSEG,Withdrawn,gen
AC1-067,2016-09-21,Davis Creek-Burnham,20769.0,138.0,100.0,1254.0,gas,IL,ComEd,Withdrawn,gen
AC1-068,2016-09-28,Atlanta 69kV I,37617.0,69.0,100.0,99.8,solar,OH,Dayton,In Service,gen
AC1-069,2016-09-28,Atlanta 69kV II,37617.0,69.0,100.0,99.8,solar,OH,Dayton,In Service,gen
AC1-070,2016-09-26,Stuarts Draft 23kV,11507.0,23.0,92.0,20.0,solar,VA,Dominion,Withdrawn,gen
AC1-071,2016-09-28,Paupack-Lackawanna 230kV,15253.0,230.0,62.0,67.25,wind,PA,PPL,Withdrawn,gen
AC1-072,2016-09-28,Segreto (Covert) 345kV,53139.0,345.0,58.66666666666667,1055.0,gas,MI,ITCI,In Service,gen
AC1-073,2016-09-28,Laurel Mountain 138 kV,29534.0,138.0,83.73684210526315,141.3,hybrid,WV,APS,Canceled,gen
AC1-074,2016-09-30,Jacksonville-Renaker 138kV I,3788.0,138.0,92.0,80.0,solar,KY,EKPC,In Service,gen
AC1-075,2016-09-29,Perth-Hickory Grove 115kV,32918.0,115.0,100.0,60.0,solar,VA,Dominion,In Service,gen
AC1-076,2016-10-02,Locust Grove-Paytes 115kV,7438.0,115.0,92.5,62.5,solar,VA,Dominion,In Service,gen
AC1-077,2016-09-30,Sayreville Storage,26541.0,138.0,86.66666666666667,0.04,storage,NJ,JCPL,Withdrawn,battery
AC1-078,2016-10-01,Beatty-London 138kV,56827.0,138.0,100.0,176.0,solar,OH,ATSI,In Service,gen
AC1-079,2016-09-30,Broadwell Solar,4080.0,138.0,60.60606060606061,80.0,solar,KY,EKPC,Withdrawn,gen
AC1-080,2016-09-30,Perth-Hickory Grove 115kV,32918.0,115.0,100.0,80.0,solar,VA,Dominion,In Service,gen
AC1-081,2016-09-30,Susquehanna-Lackawanna 500kV,31753.0,500.0,100.0,180.0,gas,PA,PPL,Withdrawn,gen
AC1-082,2016-10-01,Ravenswood-Hemlock 69kV,21676.0,69.0,80.0,48.0,solar,OH,AEP,Partially in Service - Under Construction,gen
AC1-083,2016-09-30,Smith Mountain-Bearskin 138kV,32866.0,138.0,100.0,100.0,solar,VA,AEP,In Service,gen
AC1-084,2016-09-30,Mt. Arlington Solar,32828.0,138.0,85.0,1.6,solar,NJ,JCPL,Withdrawn,gen
AC1-085,2016-10-02,Stuart-Clinton 345kV,11468.0,345.0,100.0,400.0,solar,OH,Dayton,In Service,gen
AC1-086,2016-10-11,Thelma 230kV,3221.0,230.0,100.0,180.0,solar,NC,Dominion,Partially in Service - Under Construction,gen
AC1-087,2016-10-11,Siegfried-Hauto 69kV,32746.0,69.0,100.0,20.0,solar,PA,PPL,In Service,gen
AC1-088,2016-10-12,Strawton 138kV,45651.0,138.0,100.0,20.0,storage,IN,AEP,Withdrawn,battery
AC1-089,2016-10-15,Hillsboro-Wildcat 138kV,13098.0,138.0,100.0,150.0,solar,OH,AEP,In Service,gen
AC1-090,2016-10-17,Hamilton Township 12kV,33737.0,12.0,76.11764705882354,4.0,solar,NJ,AEC,Withdrawn,gen
AC1-091,2016-10-19,Cedar Creek 138kV I,11578.0,138.0,100.0,19.8,solar,DE,DPL,Suspended,gen
AC1-092,2016-10-20,Cedar Creek 138kV II,11578.0,138.0,100.0,39.6,solar,DE,DPL,Suspended,gen
AC1-093,2016-10-20,Cedar Creek 138kV III,11578.0,138.0,100.0,58.4,solar,DE,DPL,Suspended,gen
AC1-094,2016-10-20,Cedar Creek 138kV IV,11578.0,138.0,100.0,74.3,solar,DE,DPL,Suspended,gen
AC1-095,2016-10-19,Cedar Creek 25kV,11578.0,25.0,92.0,9.9,solar,DE,DPL,Withdrawn,gen
AC1-096,2016-10-20,Marysville-Flatlick 765kV,38712.0,765.0,100.0,1277.0,gas,OH,AEP,Withdrawn,gen
AC1-097,2016-10-21,Hatfield 500kV,31728.0,500.0,100.0,1140.0,gas,PA,APS,Withdrawn,gen
AC1-098,2016-10-22,Dawson-South Justice 115kV,32567.0,115.0,72.72727272727273,60.0,solar,NC,Dominion,In Service,gen
AC1-099,2016-10-22,Dawson-South Justice 115kV,32567.0,115.0,72.72727272727273,80.0,solar,NC,Dominion,In Service,gen
AC1-100,2016-10-24,Ohio Central 138kV,6170.0,138.0,100.0,678.0,gas,OH,AEP,In Service,gen
AC1-101,2016-10-26,Johns Creek-Excel 138kV I,11574.0,138.0,100.0,50.0,solar,KY,AEP,Engineering and Procurement,gen
AC1-102,2016-10-25,Johns Creek-Excel 138kV II,11574.0,138.0,100.0,100.0,solar,KY,AEP,Engineering and Procurement,gen
AC1-103,2016-10-25,Nottingham 138kV,33918.0,138.0,100.0,1050.0,gas,OH,AEP,Withdrawn,gen
AC1-104,2016-10-25,Deepwater-Penns Grove 69kV,31823.0,69.0,100.0,19.8,solar,NJ,AEC,Withdrawn,gen
AC1-105,2016-10-26,Halifax-Mt. Laurel 115kV,32179.0,115.0,100.0,51.0,solar,VA,Dominion,In Service,gen
AC1-106,2016-10-26,Chase City 115kV,33224.0,115.0,100.0,49.9,solar,VA,Dominion,Withdrawn,gen
AC1-107,2016-10-26,Chickahominy 500kV,32812.0,500.0,100.0,1600.0,gas,VA,Dominion,Withdrawn,gen
AC1-108,2016-10-26,Hunterstown-Conemaugh 500kV,13298.0,500.0,92.0,1100.0,gas,PA,PENELEC,In Service,gen
AC1-109,2016-10-26,Aurora 345kV,12219.0,345.0,100.0,980.0,gas,IL,ComEd,In Service,gen
AC1-110,2016-10-26,Aurora 138kV,12219.0,138.0,100.0,1046.0,gas,IL,ComEd,In Service,gen
AC1-111,2016-10-26,Aurora 138kV,12219.0,138.0,100.0,1016.0,gas,IL,ComEd,In Service,gen
AC1-112,2016-10-27,Old Church 34.5kV,32816.0,34.5,92.0,17.0,solar,VA,Dominion,In Service,gen
AC1-113,2016-10-27,Rockford,13880.0,138.0,87.14285714285714,320.0,gas,IL,ComEd,In Service,gen
AC1-114,2016-10-27,Rockford II,13881.0,138.0,82.6923076923077,173.0,gas,IL,ComEd,In Service,gen
AC1-115,2016-10-27,St. Johns 115kV,33103.0,115.0,100.0,14.9,solar,VA,Dominion,Withdrawn,gen
AC1-116,2016-10-27,Mount Eagle 34.5kV,18325.0,34.5,80.75,12.5,solar,VA,Dominion,Withdrawn,gen
AC1-117,2016-10-27,Stockton 34.5kV,13130.0,34.5,92.0,20.0,solar,VA,AEP,Withdrawn,gen
AC1-118,2016-10-27,Westmoreland 34.5kV,29595.0,34.5,92.0,20.0,solar,VA,Dominion,In Service,gen
AC1-119,2016-10-27,Deep Run,32310.0,138.0,75.0,1.5,storage,NJ,JCPL,Withdrawn,battery
AC1-120,2016-10-29,Mitchell-Mountain Run 115kV,39336.0,115.0,92.0,60.0,solar,VA,Dominion,Engineering and Procurement,gen
AC1-121,2016-10-27,Mitchell-Mountain Run 115kV,39336.0,115.0,92.0,80.0,solar,VA,Dominion,Engineering and Procurement,gen
AC1-122,2016-10-27,Smith Mountain-Candler's Mountain 138kV,32866.0,138.0,100.0,60.0,solar,VA,AEP,In Service,gen
AC1-123,2016-10-27,Smith Mountain-Candler's Mountain 138kV,32866.0,138.0,100.0,80.0,solar,VA,AEP,In Service,gen
AC1-124,2016-10-27,Harryette 12kV,29578.0,12.0,67.0,1.0,storage,OH,AEP,Withdrawn,battery
AC1-125,2016-10-27,Harryette 12kV,29578.0,12.0,67.0,1.0,storage,OH,AEP,Withdrawn,battery
AC1-126 4841985,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,25.0,other,,,Withdrawn,gen
AC1-127 4841988,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,25.0,other,,,Withdrawn,gen
AC1-128 4841989,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,25.0,other,,,Withdrawn,gen
AC1-129 4841990,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,25.0,other,,,Confirmed,gen
AC1-130 4841991,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,25.0,other,,,Withdrawn,gen
AC1-131 4841992,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,50.0,other,,,Confirmed,gen
AC1-132 4841993,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,50.0,other,,,Withdrawn,gen
AC1-133 4841994,2016-10-27,PJM-CPLE,31685.0,138.0,57.14285714285714,100.0,other,,,Withdrawn,gen
AC1-134,2016-10-28,Four Rivers 230kV,33127.0,230.0,100.0,746.0,gas,VA,Dominion,In Service,gen
AC1-135,2016-10-28,Mickleton 230kV,29925.0,230.0,100.0,1274.0,gas,NJ,AEC,Withdrawn,gen
AC1-136,2016-10-28,Keriton 12kV,18959.0,12.0,68.92307692307692,2.0,solar,KY,DEOK,Withdrawn,gen
AC1-137,2016-10-28,Erlanger 12kV,19533.0,12.0,63.42857142857143,1.9,solar,KY,DEOK,Withdrawn,gen
AC1-138,2016-10-28,Bend Station 12kV,12658.0,12.0,82.0,2.5,solar,KY,DEOK,Withdrawn,gen
AC1-139,2016-10-28,Doubs 230kV,31630.0,230.0,100.0,102.0,solar,MD,APS,Withdrawn,gen
AC1-140,2016-10-28,North Longview 500 kV,13310.0,500.0,100.0,710.0,other,WV,APS,In Service,gen
AC1-141,2016-10-28,Cook-East Elkhart 345kV,31143.0,345.0,100.0,1085.0,gas,MI,AEP,In Service,gen
AC1-142,2016-10-28,Garner-Lancaster 115kV,7446.0,115.0,90.0,100.0,solar,VA,Dominion,Withdrawn,gen
AC1-142A,2016-10-28,Joliet,20756.0,138.0,100.0,1100.0,gas,IL,ComEd,Deactivated,gen
AC1-143,2016-10-31,Brandy-Remington 115kV,42729.0,115.0,90.9090909090909,60.0,solar,VA,Dominion,Withdrawn,gen
AC1-144,2016-10-31,Hillsboro 138kV,13098.0,138.0,100.0,85.0,solar,OH,AEP,Withdrawn,gen
AC1-145,2016-10-31,Gretna DP 69 kV,31799.0,69.0,58.66666666666667,50.0,solar,VA,Dominion,In Service,gen
AC1-146,2016-10-31,Chatham 69kV,32889.0,69.0,92.0,15.0,solar,VA,Dominion,Withdrawn,gen
AC1-147,2016-10-31,Grassfield 34.5kV,6302.0,34.5,92.0,20.0,solar,VA,Dominion,In Service,gen
AC1-148,2016-10-31,Granger-Twin Branch 138kV,13054.0,138.0,80.0,50.0,solar,IN,AEP,Withdrawn,gen
AC1-149,2016-10-31,Buckskin 69kV,29965.0,69.0,71.42857142857143,85.0,solar,OH,AEP,Withdrawn,gen
AC1-150,2016-10-31,Beaver 138kV,39532.0,138.0,100.0,200.0,solar,OH,AEP,Withdrawn,gen
AC1-151,2016-10-31,Harwood-Berwick 69kV,13294.0,69.0,92.0,20.0,solar,PA,PPL,Withdrawn,gen
AC1-152,2016-10-31,Lawrenceburg 345kV PB I,33810.0,345.0,92.0,1270.0,gas,IN,AEP,In Service,gen
AC1-153,2016-10-31,Kendall-Tazewell-Dresden-Mole Creek,38455.0,138.0,76.17647058823529,2460.0,gas,IL,ComEd,Withdrawn,gen
AC1-154,2016-10-31,I.B. Corners 12kV,12918.0,12.0,92.0,3.2,solar,MD,DPL,Withdrawn,gen
AC1-155,2016-10-31,Mt. Airy 34.5kV,12807.0,34.5,92.0,50.0,solar,VA,AEP,Withdrawn,gen
AC1-156,2016-10-31,Morgan's Cut 34.5kV,13325.0,34.5,77.71428571428572,60.0,solar,VA,AEP,Withdrawn,gen
AC1-157,2016-10-31,Hillsboro 138kV,13098.0,138.0,100.0,100.0,solar,OH,AEP,Withdrawn,gen
AC1-158,2016-10-31,Spotsylvania 500kV,5115.0,500.0,72.0,485.0,solar,VA,Dominion,In Service,gen
AC1-159,2016-10-31,Chesapeake 230kV,32311.0,230.0,84.28571428571428,1250.1,gas,VA,Dominion,Withdrawn,gen
AC1-160,2016-10-31,Buckskin 69kV,29965.0,69.0,71.42857142857143,100.0,solar,OH,Dayton,Withdrawn,gen
AC1-161,2016-11-02,Septa 500kV,33169.0,500.0,100.0,240.0,solar,VA,Dominion,In Service,gen
AC1-162,2016-10-31,Briery-Clover 230kV,26634.0,230.0,66.66666666666667,240.0,solar,VA,Dominion,Withdrawn,gen
AC1-163,2016-10-31,Ahoskie 34.5KV,12359.0,34.5,63.42857142857143,16.94,solar,NC,Dominion,Withdrawn,gen
AC1-164,2016-10-31,Chickahominy 230kV,32812.0,230.0,100.0,295.0,solar,VA,Dominion,Partially in Service - Under Construction,gen
AC1-165,2016-11-02,Atlanta 69kV III,37617.0,69.0,100.0,99.8,solar,OH,Dayton,In Service,gen
AC1-166,2016-11-02,Atlanta 69kV IV,37617.0,69.0,100.0,99.8,solar,OH,Dayton,In Service,gen
AC1-167,2016-11-01,Platter Creek 69kV,7537.0,69.0,73.6842105263158,49.9,solar,OH,AEP,Partially in Service - Under Construction,gen
AC1-168,2016-10-31,Kewanee-Streator,12052.0,138.0,93.33333333333333,78.65,wind,IL,ComEd,Suspended,gen
AC1-169,2016-10-31,Chicago Heights,16817.0,138.0,64.0,5.0,solar,IL,ComEd,Withdrawn,gen
AC1-170,2016-10-31,New Canton 12.47V,2012.0,138.0,80.58823529411765,1.0,storage,NJ,JCPL,Withdrawn,battery
AC1-171,2016-10-31,Powerton,20090.0,138.0,100.0,79.1,wind,IL,ComEd,Withdrawn,gen
AC1-172,2016-10-31,Lawrenceburg 345kV PB II,33810.0,345.0,92.0,1320.0,gas,IN,AEP,In Service,gen
AC1-173,2016-10-31,Logtown 138kV,12825.0,138.0,70.58823529411764,75.9,wind,OH,AEP,In Service,gen
AC1-174,2016-10-31,Losantville 345kV,38485.0,345.0,76.19047619047619,100.0,solar,IN,AEP,In Service,gen
AC1-175,2016-10-31,Losantville 345kV,38485.0,345.0,76.19047619047619,200.0,solar,IN,AEP,In Service,gen
AC1-176,2016-10-31,Timber Switch 138kV,45680.0,138.0,100.0,58.7,wind,OH,AEP,Withdrawn,gen
AC1-177,2016-10-31,Kings Creek 25kV,13132.0,25.0,92.0,4.0,other,MD,DPL,Withdrawn,gen
