name,fid
Midvalley Substation - Galion Generating Sta 230 kV L,L:19637:20261:230
Seat Pleasant - Crysal Riv Wrec 138 kV Line 1,L:8923:9060:138
Sharon Hill - Clinton Battery 138 kV Circuit 1,L:6443:6949:138
Rose Hill - Aep Pettit Avenue 100 kV Circuit 1,L:21764:21786:100
Tumbler Ridge - Grafton 138 kV,L:17237:17778:138
White Tanks Srp - Parkoaks-Hilltop 138 kV Circuit 1,L:10058:18202:138
White Springs - Ammonia 100 kV #1,L:18766:18876:100
Hale Co - Aic Substation 100 kV Line 1,L:22243:22244:100
Chichester - Beverly 138 kV Cir. 1,L:6455:6460:138
Lake Crystal - German Church 100 kV Circuit 1,L:22026:22030:100
George Street - Apollo 138 kV,L:6174:6841:138
Nw Term - Los Esteros 100 kV Line 1,L:22926:23492:100
Pinetree - Mcgregor Alte 230 kV Ckt 1,L:18768:18918:230
Fairmont - Koksilah Tap 138 kV Circuit 1,L:7294:7400:138
Rainsville - Walters 138 kV Cir. 1,L:16809:16810:138
Daffin Gin - Muncipal Light 138 kV,L:5900:6928:138
Ocean Road - Dana 138 kV Cir. 1,L:6159:6180:138
Eustis - Earleys 100 kV #1,L:19326:19330:100
Sub 9874 - Alexandria 138 kV Circuit 1,L:9874:9881:138
Antietam - Jollyville 138 kV,L:9017:9019:138
W Millersport - Millrsport 100 kV,L:19009:19023:100
London Substation - Belfort 138 kV #1,L:18222:18701:138
Amistd - North Avenue 138 kV L,L:5385:5446:138
Standard Oil 3 - Lane 138 kV,L:7018:7019:138
Corona - Safeway Stores 138 kV Circuit 1,L:9302:9303:138
Valley Springs - Ojus 138 kV Ckt 1,L:6035:6036:138
Fry - Camp Springs Substation 138 kV #1,L:8962:8963:138
Kenedy - Woodlands 138 kV,L:7512:7513:138
Nacoochee - Cooper Creek 138 kV Circuit 1,L:18058:18072:138
Manhattan - Seattle City East Pine 138 kV Cir. 1,L:6485:6487:138
Peckville - Ronkonkoma 138 kV Circuit 1,L:6506:6508:138
Covanta Hennepin Energy Substation - Linwood 138 kV Circuit 1,L:17987:18340:138
Gulf Breeze - Whatshan Substation 138 kV Line 2,L:8449:9081:138
Tricou Substation - Birchwood 138 kV,L:10248:10290:138
Brick Church - Mtnrd 138 kV #1,L:9969:9988:138
Port Edwards - Power Inn-Elsie 138 kV Circuit 1,L:7229:8182:138
Dos Marinas 2003 - Ghost Ranch 138 kV,L:10448:10696:138
Lampson - Third & Hatch 138 kV Circuit 1,L:17784:17785:138
Watercure - O'Gara 138 kV Line 1,L:6497:6960:138
Richmond Generating Station - Bamber Valley 138 kV,L:6854:6889:138
Serpent - Dunsmuir - Adjunct 138 kV #1,L:6273:8650:138
Allings Crossing - Las Lomas 1525 Substation 138 kV Line,L:17083:17736:138
Brandywine Power Facility - Monroe St 345 kV #1,L:9070:9098:345
Villas De Castro 3013 - Hospital 100 kV Cir. 1,L:18774:18775:100
Honey - N Camas 138 kV line,L:5559:5647:138
Desert Shores - Greene St Station 138 kV Ckt 1,L:9067:9096:138
Easy Road - Big Meadows 230 kV Cir. 2,L:23452:23520:230
Polaris - W Milton 100 kV Cir. 1,L:19378:19379:100
Talenenergy Martins Creek Llc W Shore - Talenenergy Martins Crk Llc Harrisburg 345 kV L,L:7122:7165:345
Arroyo Tap - Mexico 138 kV Circuit 1,L:6372:7997:138
White Rock-Folsom - New Holstein Sw Sta 100 kV line,L:19318:19333:100
Larrabee - Carrollton-Tarpley Rd 138 kV Ckt 1,L:5632:5740:138
Lake Chelan Project - Capitola 138 kV,L:5759:5762:138
Russ Ranch Substation - Ten Mile 138 kV,L:17173:17175:138
Robbie - Barbadoes 138 kV Circuit 1,L:6758:6936:138
Searsburg - Potomac 138 kV Cir. 1,L:8878:8908:138
Vly We - Libby 138 kV Ckt 1,L:7700:8158:138
Wolfkill - Bl England Station 500 kV Ckt 1,L:5945:5978:500
Parsons St - Canandaigua 138 kV Ckt 1,L:8067:8068:138
Route 59 - Endako Cust 100 kV Circuit 2,L:23171:23189:100
Helberg - Hanging Rock 230 kV,L:19538:19548:230
Blue Racer - Muskogee 100 kV line,L:19348:19350:100
Altadena - Port Acres Bulk 138 kV,L:5249:5250:138
Huffman - Athenia 138 kV Ckt 1,L:5210:5359:138
Dragon St - Chaves 138 kV Cir. 1,L:8038:8041:138
W Pawhuska - Centennial 138 kV,L:8879:8882:138
Clubhouse - Cottage Brook Substation 138 kV #1,L:7254:7305:138
Wilmerding - Davosburg 138 kV Ckt 1,L:7231:7303:138
Sigel - Neligh 100 kV Circuit 1,L:19892:20256:100
North Alderwood - Norgate 138 kV Cir. 1,L:8743:8746:138
Solway Ct - Ball Park Substation 138 kV #1,L:18333:18524:138
Englewood Substation - Fulford 138 kV Line 1,L:6667:7151:138
Martin Luther King - Orange Blossom Electric 100 kV,L:19337:19345:100
Wrightsville - Serra 138 kV Ckt 1,L:6373:6374:138
Line Crk - Medina Lake 100 kV,L:22829:22974:100
Gist Crk - Pawtucket Power Associates 230 kV Ckt 1,L:19562:19566:230
Strasburg - N Creek 138 kV Line,L:17037:17041:138
Tyee - Allings Crssing 345 kV Circuit 1,L:17521:17736:345
Bedford Park - Morganville 100 kV Cir. 1,L:22836:22916:100
Clay - Hazel 138 kV Ckt 1,L:6262:6264:138
Lobo Substation - Erlich Road 100 kV Cir. 1,L:19246:19247:100
Bi Meadows - Meyer Rd 230 kV Circuit 1,L:23453:23520:230
Elmer Smith - Plano 138 kV line,L:10154:10157:138
Ravensworth - Rosyn 138 kV,L:18116:18122:138
Stockhouse Rd - Kyles Ford 138 kV line,L:6515:6516:138
Sprecher - Cub-Ru Dp 138 kV Circuit 1,L:9871:10066:138
Arcelormittal Burns Harbor - Hamilton 138 kV,L:6120:6999:138
Mantua - Ashdown 69 100 kV Line 1,L:19875:20090:100
Verdant - De Solar 1725 Drywall Dr Substation 138 kV Circuit 1,L:9197:9198:138
Faraday - W Lane 138 kV Ckt 1,L:9595:18355:138
Baird - W Jax 138 kV Circuit 1,L:6845:6851:138
Cedar Hill - Great Falls Sc 100 kV line,L:18862:18867:100
Bl England Station - Cedar Station 500 kV #1,L:5945:5984:500
Star Peak - Todhunter 100 kV Line 2,L:19512:19517:100
Chesterville - Ione Energy 138 kV,L:5825:5827:138
Union - N Shore 138 kV,L:7982:18319:138
Olds Sta - Bradenton 100 kV Circuit 1,L:22875:22876:100
East Arlington - Carbondale Nw Substation 138 kV Cir. 1,L:8003:8017:138
Hampton - Soport Substation 138 kV Cir. 1,L:8782:8786:138
Yards Crk - Weiner 138 kV #1,L:5972:6706:138
Dunnellon - Ashby 138 kV Circuit 1,L:9228:9232:138
Portland Station - Yards Crk 500 kV Cir. 1,L:5972:7129:500
Airport Lane - Front 138 kV Circuit 1,L:17159:19241:138
N Point - Hart 138 kV Cir. 1,L:18296:18299:138
Idalia - Remington Ct 138 kV Line 1,L:9917:10291:138
Fords Branch - Illecillewat 138 kV Circuit 1,L:18256:18268:138
Dorothy - Lincoln Station 138 kV Line 1,L:5140:5152:138
Elm St - Wickett Gulf Substation 138 kV Line 1,L:9513:9516:138
Wingra Substation - Roy 138 kV,L:5679:5704:138
Holly Sugar - Pierremont 100 kV Cir. 1,L:19667:19873:100
Closter Substation - Ss3145 161 kV Cir. 1,L:2597:3442:161
Blakeslee Junction - South Vicksburg 138 kV Cir. 1,L:2797:5454:138
Jordan River - Pseg Linden Generating Station Substation 161 kV #1,L:3150:3541:161
Jordan Riv - Pseg Linden Generating Sta 161 kV Circuit 2,L:3150:3541:161
Hudson 161 kV/138 kV Transformer T1,X:3350:161:138
Closter - Grand Haven Diesel Plant 161 kV Line 2,L:3442:3448:161
Meadow Lane Tap - Garfield 138 kV Circuit 1,L:5175:5195:138
Chauvin - Riverbend 138 kV Circuit 1,L:5200:5961:138
Riverbend - Chauvin 138 kV,L:5200:5961:138
Rec Laprairie - Gloucester 138 kV #1,L:5293:6002:138
Federal Square - Amistad 138 kV Cir. 1,L:5362:5385:138
Clay Street - Federal Square 138 kV Ckt 1,L:5362:5444:138
Federal Square - Clay St 138 kV,L:5362:5444:138
Stanley Terrace - Bethpagepower Plant 138 kV Line 1,L:5363:5382:138
Tecumseh Rd - Paper 138 kV Line 1,L:5367:5865:138
Pit 7 Tap - W Side 138 kV line,L:5369:5862:138
Yauco Plaza - Laurel Ave 138 kV Circuit 1,L:5372:5374:138
Laurel Ave - Yauco Plaza 138 kV Line 2,L:5372:5374:138
Miller St - Ocotillo 138 kV Cir. 1,L:5375:5389:138
Miller St - Ocotillo Substation 138 kV #2,L:5375:5389:138
Marion Drive - Barre City 138 kV Circuit 1,L:5377:5403:138
Dower - Prairie 138 kV L,L:5379:5775:138
Amistad - Steamboat 138 kV Ckt 1,L:5380:5385:138
Steamboat - Amistad 138 kV Circuit 2,L:5380:5385:138
Steamboat - Rinehart 138 kV #1,L:5380:5402:138
Steamboat - Port St 138 kV Circuit 1,L:5380:5468:138
Bethpage Power Plant - Flagstaff 138 kV Ckt 1,L:5382:5860:138
Diamond Bar Substation - North Avenue 138 kV Line 1,L:5383:5446:138
Diamondbar - N Avenue 138 kV Ckt 2,L:5383:5446:138
Mt Hope - Uvalde Reit 138 kV,L:5393:5861:138
Mt Hope - W Side 138 kV Ckt 1,L:5393:5862:138
Rinehart - Acec Friendship 138 kV #1,L:5402:5934:138
N Champaign - Pirkey 138 kV Cir. 1,L:5412:5981:138
N Champaign - Pirkey 138 kV #2,L:5412:5981:138
Bowman - Newark Bay Cogeneration Partnership Lp 138 kV,L:5429:5440:138
Bowman - Acec Friendship 138 kV Cir. 1,L:5429:5934:138
Palmer Tc - Yacht Club D.S 138 kV Cir. 1,L:5430:5452:138
Newark Bay Cogeneration Partnership Lp Substation - Pioneer Substation 138 kV,L:5440:6001:138
Newark Bay Cogeneration Partnership Lp - Pioner 138 kV Ckt 2,L:5440:6001:138
Northside - Harden 138 kV Line 1,L:5448:5473:138
Yacht Club D.S - Njt Meadowlands Rail Substaion 138 kV Ckt 1,L:5452:5910:138
Yacht Club D.S Substation - Njt Meadowlands Rail Substaion 138 kV Circuit 2,L:5452:5910:138
Latham - S Vicksburg 138 kV Line 1,L:5454:5939:138
Bergen Generating Station - Greers Ferry 138 kV Line 2,L:5457:5994:138
Eastrige - Riverbend 138 kV Ckt 2,L:5778:5961:138
Roe - St. Johns 138 kV Ckt 1,L:5802:5806:138
Roe - O'Neil 138 kV Line 1,L:5802:5912:138
Hatchet Ridge Wind Substation - Chisago 138 kV Ckt 1,L:5804:5805:138
Chisago - Hope Creek 138 kV #1,L:5804:5921:138
Hatchet Ridge Wind Substation - St. Johns 138 kV Cir. 1,L:5805:5806:138
Tokio - Schoharie 138 kV Circuit 1,L:5833:5844:138
Tokio - Jose 138 kV #1,L:5833:5846:138
Rubidoux - Jose 138 kV Ckt 1,L:5836:5846:138
Cordova - Bayway 138 kV Circuit 1,L:5855:5868:138
Cordova - Bayway 138 kV #2,L:5855:5868:138
Grayson - Pathfinder 138 kV Line 1,L:5864:6000:138
Tecumeh Rd - Linden Cogen Plant 138 kV Line,L:5865:5968:138
Tecumseh Rd - Linden Cogen Plant 138 kV,L:5865:5968:138
Bayway - Grayson 138 kV Line 1,L:5868:6000:138
Bayway - Grayson 138 kV Ckt 2,L:5868:6000:138
Dist 1000 Substation 345-138 kV Transformer,X:5891:345:138
Dist 1000 - O'Neil 138 kV,L:5891:5912:138
Dist 1000 - Wellman Substation 138 kV Cir. 1,L:5891:8337:138
Dist 1000 - Wellman 138 kV Ckt 2,L:5891:8337:138
Daffin Gin - Municipal Light 138 kV Line 1,L:5900:6928:138
Alessandro - Ft Bliss 138 kV Line 1,L:5911:5979:138
Earlimart - New Hogan 138 kV Line 1,L:5917:6911:138
Earlimart - Jefferson Tap 138 kV Circuit 1,L:5917:6922:138
24Th & Gardendale 161-138 kV Transformer Bank,X:5927:161:138
Beren Generating Station - Riverbend 138 kV #1,L:5961:5994:138
Riverbend - Bergen Generating Station 138 kV Ckt 2,L:5961:5994:138
Pirky - Benndale 138 kV Circuit 1,L:5981:5988:138
Pirkey - Benndale 138 kV Cir. 2,L:5981:5988:138
Copans 138/14kV Autotransformer T1,X:5993:138:14
Bergen Generating Station 138-22 kV Transformer T1,X:5994:138:22
Rec Laprairie 138/14kV Auto T1,X:6002:138:14
Southwark - Rec Laprairie 138 kV Circuit 1,L:6002:6885:138
Pulpgen - Five Falls 138 kV #1,L:6013:6014:138
Caledonia Switching Yard - Pulpgen 138 kV Cir. 1,L:6013:9066:138
Five Falls Substation - La Conner 138 kV Cir. 1,L:6014:7931:138
Hanes - Cove Avenue 138 kV Ckt 1,L:6015:6029:138
Hanes - Orrtanna 138 kV Ckt 1,L:6015:7164:138
Cape Canaveral - Rotary Park 138 kV Cir. 1,L:6020:6022:138
Gibralter Cust Substation - Moser Generating Sta 345 kV Line 1,L:6046:7172:345
Plaqueine Cogeneration Plant - N Lae 138 kV Ckt 1,L:5319:6047:138
Quindaro Substation - Joshua Falls 138 kV line,L:6057:6979:138
Strawberry Belt Substation - Elgin Substation 138 kV #1,L:6060:6625:138
Limerick - Woonsocket 138 kV Circuit 1,L:6074:6284:138
Mjmeuc Generating Sta 1 - Overton 2 Substation 138 kV Ckt 1,L:6105:6583:138
Mjmeuc Generating Sta 1 - Epsy 138 kV Ckt 1,L:6105:6987:138
Melrose - Powell 138 kV Ckt 1,L:6136:6206:138
Ocean Road - George Street 138 kV line,L:6159:6174:138
Forest City Light Plant - Horse Heaven 138 kV,L:6161:6200:138
Raeland - Elroy 138 kV Line 1,L:6184:6763:138
Forest City Light Plant - Powell 138 kV Line 1,L:6200:6206:138
Jarrett - Heaton 138 kV Cir. 1,L:6209:6743:138
Hartman - Jarrett 138 kV,L:6209:6773:138
Mona Substation - W Yates Tap 138 kV Cir. 1,L:6213:6215:138
West Yates Tap Substation - New Hanover County Wastec 138 kV Line,L:6213:6222:138
Panther Crk Energy Facility - Eau Allie 138 kV Ckt 1,L:6223:6992:138
El Caminotap - Lake June Pump 138 kV Line,L:6242:6300:138
Primm - Joes 138 kV Ckt 1,L:6249:6282:138
Primm - Woonsocket 138 kV #1,L:6249:6284:138
Rio Hondo - Betzwood 138 kV Cir. 1,L:6289:6771:138
Burgess Biopower - Hobart 138 kV Line 1,L:6290:6759:138
Yermo - Susquhanna 138 kV Ckt 1,L:6341:7109:138
Gloria - Bayshore 138 kV #1,L:6386:6421:138
Wabasso - Saville 138 kV Circuit 1,L:6427:6429:138
Edic - Alcoa Sw Sta 138 kV #1,L:6431:6462:138
Johnson Dp - Ross Avenue 138 kV #1,L:6435:6459:138
Point Beach Station - Highlands 138 kV,L:6445:6454:138
Bridgeport - Griswald 138 kV L,L:6457:7119:138
Griswald - Liberty Electric Power Plant Substation 138 kV,L:6463:7119:138
Laguna Pointe-Franklin - Amfor 138 kV,L:6492:6500:138
Swampy Acres - Laguna Pointe-Franklin 138 kV line,L:6498:6500:138
Swampy Acres - Kilvet St 138 kV Line 1,L:6498:6509:138
Peckville - Ronkonkoma 138 kV Ckt 1,L:6506:6508:138
Peckville - Archbald Power Sta 138 kV,L:6506:7096:138
Ronkonkoma - Church St 138 kV Line,L:6508:6510:138
Ronkonkoma - Recay 138 kV Line 1,L:6508:6520:138
Kilvert St Substation - Church Street 138 kV Line 1,L:6509:6510:138
Sheldon Springs Hydroelectric - Emigration 138 kV #1,L:6511:6959:138
Archbald Power Station - Market St 345 kV line,L:6513:7096:345
Elgin - Del Bac 138 kV,L:6605:6625:138
Kent Substation - Elks 138 kV,L:6742:6780:138
Heaton - Jenkintown 138 kV #1,L:6743:6895:138
Tarlett - Pinedale 138 kV line,L:6747:6909:138
Wakarusa - Tarlett 138 kV,L:6747:6926:138
Broadway In - Shellburn 138 kV Line 1,L:6754:6768:138
Broadway In - El Porta 138 kV Circuit 1,L:6754:6925:138
Barbadoes - Okay 138 kV Ckt 1,L:6758:6772:138
Barbadoes - Plymouth Meeting 138 kV Ckt 1,L:6758:6782:138
Synata Hugoton - Shady Glen 138 kV Line 1,L:6760:6761:138
Elks - Plymouth Meeting 138 kV,L:6780:6782:138
Windy Gap - Wakarusa 138 kV #1,L:6859:6926:138
Southwark - Delaware 138 kV Line 2,L:6862:6885:138
Mint Arm - Oneta Energy Ctr 138 kV,L:6882:6908:138
Freewater - Jenkintown 138 kV Cir. 1,L:6887:6895:138
Angora - Taft Cogeneration Facility 138 kV Line 1,L:6907:6919:138
New Hogan - Perry St 138 kV Ckt 1,L:6911:6941:138
El Porta - Indian Springs 138 kV Circuit 1,L:6925:6944:138
Municipal Light - Penrose 138 kV,L:6928:6930:138
Municipal Light - Penrose 138 kV Ckt 2,L:6928:6930:138
Penrose - Morgan 138 kV #1,L:6930:6943:138
Mrgan - Penrose 138 kV,L:6930:6943:138
Watercure - Sheldon Springs Hydroelectric 138 kV #1,L:6959:6960:138
Noxon Substation - Epsy 138 kV #1,L:6975:6987:138
Noxon Substation - Westwood Generation Llc 138 kV #1,L:6975:7168:138
Kine Township Cogen Facility - Rio Verde Substation 138 kV Line 1,L:6984:7137:138
Sub 7011 161-138 kV Auto #1,X:7011:161:138
E Knoxville - Merchandise 138 kV Cir. 1,L:7060:8546:138
Archbald Power Sta 500/345 kV Auto Bank 1,X:7096:500:345
Archbald Pwer Sta Substation 345 kV/138 kV Autotransformer #1,X:7096:345:138
Eddystone 138 kV/18 kV Auto Bank 1,X:7099:138:18
Bucks Crk - Eddystoe 138 kV #1,L:7099:7140:138
Indiantown Cogeneration Lp - Peach Bottom 345 kV,L:7108:7155:345
Shred 345-138 kV Auto,X:7135:345:138
Wallenpaupack 500/345kV Auto,X:7171:500:345
Wallenpaupack 161-138 kV Auto Unit 1,X:7171:161:138
Syl Laskin - Kammer 345 kV Line 1,L:7193:18698:345
Syl Laskin - Potlatch 138 kV Circuit 1,L:7193:7370:138
Elbe - Walton Discover Power Facility 138 kV,L:7222:7302:138
Spencer - Hill Country 345 138 kV,L:7245:7288:138
Hill Country 345 Substation - Patterson Pass 138 kV L,L:7245:7398:138
Yukon - Fairview 138 kV #1,L:7276:7390:138
Yukon - Sevierville 138 kV Ckt 1,L:7276:8228:138
Logans Ferry - Ss3143 138 kV Ckt 1,L:7286:8269:138
Spencer - Fairview 138 kV,L:7288:7390:138
Firmont - Mon Valley Works Illinois 138 kV L,L:7294:7300:138
Farmont - Koksilah Tap 138 kV Circuit 1,L:7294:7400:138
Cuyamungue Tap Jmec - Logans Ferry 138 kV Circuit 1,L:7295:8269:138
Elbe - Wnchester 138 kV line,L:7298:7302:138
Tenaya-Northgate - Richland Chambers Substation 138 kV Circuit 1,L:7474:19687:138
E Port Orchard - Aes Beaver Valley Partners Beaver Vly 138 kV,L:7476:8244:138
S Lake Geneva - Zane 100 kV Ckt 1,L:7481:19692:100
Empire - S Lake Geneva 100 kV Ckt 1,L:7481:20042:100
Mahoning - Westfield Substation 138 kV Cir. 1,L:7910:7917:138
La Conner - Gum Street 138 kV Cir. 1,L:7931:7933:138
La Conner - Zoar 138 kV Circuit 1,L:7931:7951:138
E Waynesboro - La Conner 138 kV Ckt 1,L:7931:9022:138
Elgin Switching - Gum St 138 kV #1,L:7933:7934:138
Elgin Switching - Uncer 138 kV Cir. 1,L:7934:7936:138
Uncer Substation - Chambersburg 138 kV Circuit 1,L:7936:8274:138
Mwd Eastside Res - Bitter Creek 138 kV Line,L:7942:7945:138
Tornado - Bitter Creek Substation 138 kV,L:7945:7946:138
Fletcher - Tornado 138 kV Circuit 1,L:7946:9016:138
West Waynesboro 345 kV/138 kV Autotransformer #1,X:7952:345:138
Mntauk - West Waynesboro 138 kV Ckt 1,L:7952:7953:138
W Waynesboro - E Waynesboro 138 kV Cir. 1,L:7952:9022:138
Montauk - Boundary 138 kV #1,L:7953:9024:138
Merritt Park - Reid Substation 138 kV,L:7954:9020:138
Boundary - Reid 138 kV Ckt 1,L:7954:9024:138
Carbon Limestone - Tenaya-Northgate 138 kV Cir. 1,L:8045:19687:138
Carbon Limestone - Tartesso 138 kV #1,L:8045:20040:138
Gillett 100/1 kV Auto,X:8073:100:1
Oracle - Saint Landry 100 kV Cir. 1,L:8084:19664:100
Cassidy - Old Hickory 100 kV Line 1,L:8094:20217:100
Hato Rey Gis 1403-1404 - Pinehrst 345 kV Line,L:8206:17977:345
Youngwood - Sevierville 345 kV Line 1,L:8220:8228:345
Sevierville 345-138 kV Autotransformer #1,X:8228:345:138
Detoit - Ridgeley 345 kV Line 1,L:8268:18394:345
Detroit - Black Oak 138 kV Line 1,L:8268:18390:138
Norfork 500-345 kV Autotransformer Bank 1,X:8275:500:345
Norfork - Hassayampa Tap 345 kV Cir. 1,L:8275:18699:345
Homer City 500 kV/345 kV Autotransformer #1,X:8279:500:345
Ronco - Firstenergy Ft Martin Power Station Substation 345 kV Line 1,L:8280:18688:345
Lsu 500/345 kV Autotransformer Bank 1,X:8286:500:345
Hogal - Culebra 3801 138 kV Circuit 1,L:8295:8314:138
Peavine - Astoria 138 kV,L:8321:8322:138
Astoria - Peavine 138 kV Ckt 2,L:8321:8322:138
Peavine - Gentilly Road 138 kV Ckt 1,L:8321:8829:138
Astoria - Wellman Substation 138 kV #1,L:8322:8337:138
Astoria - Wellman 138 kV #2,L:8322:8337:138
Red Lion Energy Ctr - Delaware City Plant 138 kV,L:8348:8390:138
Flournoy - Westwego 138 kV Cir. 1,L:8356:8377:138
Ss3140 - Bethpage 138 kV Cir. 1,L:8357:8375:138
Bethage Substation - Luquillo 2201 138 kV Line 1,L:8357:9039:138
Ess Lewes Substation - Woodenshoe 138 kV Cir. 1,L:8366:8371:138
Ess Lewes - Rehoboth 138 kV,L:8366:8373:138
Siggen - Dorset 138 kV,L:8367:8369:138
Harvard Substation - Dorset 138 kV #1,L:8368:8369:138
Harvard - N Rutland Substation 138 kV Cir. 1,L:8368:9035:138
Ss3140 - Riley Generating Sta Substation 138 kV Line,L:8375:8730:138
Westwego - Cidra Pueblo 138 kV #1,L:8377:8601:138
Lower Village Water Power Project - Manistique 138 kV,L:8378:9047:138
Carrcroft 138 kV/14 kV TX,X:8388:138:14
Monochem - Nicholson 138 kV line,L:8395:18393:138
Monochem - Ridgeley 138 kV Ckt 1,L:8395:18394:138
Aes Warrior Run Cogeneration Facility - Westrock Southeast Llc 138 kV #1,L:8398:9069:138
Aes Warrior Run Cogeneration Facility Substation - Ridgeley 138 kV Ckt 1,L:8398:18394:138
Txi - Shunock 138 kV,L:8400:8401:138
Chenoweth - Txi 138 kV Ckt 1,L:8400:8403:138
Frotburg 1 - Ascutney 138 kV #1,L:8402:9071:138
Royalton - Tecuya 138 kV,L:8404:18388:138
South Manchester - Dinosaur 138 kV #1,L:8462:8480:138
Eastpoint - S Manchester 138 kV,L:8462:8495:138
S Manchester - Eastpoint 138 kV,L:8462:8495:138
Berkeley F - Gray Manor 138 kV #1,L:8463:9087:138
Portner - Berkeley F 138 kV Cir. 1,L:8463:9088:138
Kenyon Substation - Gray Manor Substation 138 kV Ckt 1,L:8464:9087:138
Erdman - Monument Street 138 kV,L:8465:8566:138
Shaw Rd - Bge Timonium 138 kV Circuit 1,L:8466:8557:138
Weston Village - Eaymond 138 kV Cir. 1,L:8467:8475:138
Purewater - Eaymond 138 kV,L:8467:8573:138
Dos Palos - White Plains 138 kV L,L:8470:8517:138
Purewater - Clinton Power Station 138 kV Circuit 1,L:8471:8573:138
Weston Village - 7Th St Substation 138 kV #1,L:8475:8519:138
Riverside 2 - Portner 138 kV line,L:8477:9088:138
Valley Way - Austin 138 kV Circuit 1,L:8488:8547:138
Valley Way - Austin 138 kV #2,L:8488:8547:138
Vly Way - Austin 138 kV Circuit 3,L:8488:8547:138
6Th S - White Plains 138 kV Ckt 1,L:8489:8517:138
6Th S - Falls Hydro 138 kV Cir. 1,L:8489:8560:138
Rattlesnake - Hacienda Las Carolinas 138 kV Line 1,L:8496:8563:138
Pingree - Falls Hydro 138 kV Line 1,L:8504:8560:138
7Th St - Goudchaux 138 kV line,L:8505:8519:138
Goudchaux - 7Th Street Substation 138 kV Line 2,L:8505:8519:138
Decatur Adm North - Trumbull 138 kV Ckt 1,L:8515:8554:138
Plant Avenue Substation - Joppatowne 138 kV,L:8516:8541:138
Plant Avenue - Joppatowne 138 kV Line 2,L:8516:8541:138
7Th Street - Austin 138 kV Line 2,L:8519:8547:138
Fullerton Substation - Hartley 138 kV Cir. 1,L:8524:8538:138
Sulphur Springs 138/1kV XFMR T1,X:8525:138:1
Sulphur Springs - Bengies 138 kV Ckt 1,L:8525:9094:138
Middle River - Pahokee 138 kV,L:8526:8529:138
Wolf Rd - Hazelwood 138 kV,L:8528:8565:138
Hazelwood Substation - Oroville 138 kV Line 1,L:8528:8567:138
Oroville - Gunpowder 138 kV Ckt 1,L:8536:8567:138
Tulloch Tap - Hartley Substation 138 kV line,L:8537:8538:138
Hartley - Raphael Road 138 kV Ckt 1,L:8538:8542:138
Hartley - Raphael Rd 138 kV #2,L:8538:8542:138
Joppatowne - Raphael Road 138 kV #1,L:8541:8542:138
Pana - Merchandise 138 kV Circuit 1,L:8546:8570:138
Lochern - Pana 138 kV #1,L:8549:8570:138
Skaggs Branch Substation - Wolf Rd 138 kV Circuit 1,L:8565:8579:138
Greene Street Station - Orchard St 138 kV Cir. 1,L:8568:9096:138
Coldspring - Lilac 138 kV,L:8571:8577:138
Tyhee - Ctr 138 kV Ckt 1,L:8572:8582:138
Purewater - East Towson 138 kV Circuit 1,L:8573:8586:138
Ctr - E Owson 138 kV Ckt 1,L:8582:8586:138
Sollers Warf Substation - Calvert Cliffs 138 kV Circuit 1,L:8594:9059:138
Calvert Cliffs - Sollers Warf 138 kV Cir. 2,L:8594:9059:138
Burns Lake - Omro 138 kV line,L:8600:8603:138
Omro - Hillsboro 138 kV Cir. 1,L:8600:8605:138
Pasco Cnty Solid Waste Resource Recovery Substation - Cidra Pueblo 138 kV Cir. 1,L:8601:8602:138
Pasco Cnty Solid Waste Resource Recovery - Butler Ridge 138 kV,L:8602:8731:138
Burns Lake - Butler Ridge 138 kV Line 1,L:8603:8731:138
Eagle Valley In - Gentilly Road 138 kV #1,L:8606:8829:138
Fontier - Unisource Sq Hi 138 kV Cir. 1,L:8608:8626:138
Rock Springs - Hogan 138 kV,L:8634:9078:138
Holland - Conowingo 138 kV Cir. 1,L:8643:9104:138
Great Falls Rainbow - Panama 138 kV Cir. 1,L:8657:8672:138
Havre Assinniboine - Huntington Beach 138 kV,L:8665:10200:138
Huntington Beach - Havre Assinniboine 138 kV Ckt 2,L:8665:10200:138
Badrock - Grinding Substation 138 kV #1,L:8685:8696:138
Norml West-Parkside Substaition - Bethesda 138 kV,L:8694:8836:138
Pepco 117 - Grinding 138 kV #1,L:8696:8702:138
Grinding Substation - Pepco 117 138 kV Ckt 2,L:8696:8702:138
Squamish - Grinding 138 kV Ckt 1,L:8696:9709:138
Witer - Seek Lane 138 kV Ckt 1,L:8701:8709:138
Lyonsdale Associates - Pepco 117 138 kV Ckt 1,L:8702:8722:138
Cia - Alto 138 kV Line 1,L:8705:9705:138
Air Force Base - Cia 138 kV,L:8705:9880:138
Cia - Air Force Base 138 kV #2,L:8705:9880:138
Soutwest - Luxemburg 24.9 138 kV Ckt 3,L:8713:9710:138
Glen Carlyn - Arlington 138 kV Cir. 1,L:8718:9706:138
Orrington - Riley Generating Station 138 kV Line 1,L:8727:8730:138
Thurmont - Caledonia Switching Yard 138 kV,L:8736:9066:138
Yost Bridge - N Alderwood 138 kV,L:8741:8743:138
N Strasbug - Yost Bridge 138 kV Line 1,L:8741:8760:138
Twin Bridges - Ferncliff 138 kV Line,L:8754:8756:138
Twin Bridges - De Sabla 138 kV Cir. 1,L:8754:9023:138
