project_id,publication_date,parsed_project_id,mw,poi_str,n_facilities_stated,n_findings_parsed,n_fid_resolved,total_cost_usd,n_queue_ahead,warnings,template
Q16-0632,2018-06-15,Q16-0632,301.1,,1.0,1,1,216000.0,,,C
Q16-0646,2018-06-25,Q16-0646,327.4,,6.0,6,6,17348000.0,211.0,,C
Q16-0647,2018-06-30,Q16-0647,894.7,,24.0,24,24,119890000.0,,,C
Q16-0711,2018-06-22,Q16-0711,70.1,,2.0,2,2,1497000.0,270.0,,A
Q17-0743,2018-06-21,Q17-0743,204.9,,3.0,3,3,4279000.0,,,C
Q17-0750,2018-06-21,Q17-0750,193.3,,8.0,8,8,13756000.0,,,A
Q17-0785,2018-06-20,Q17-0785,561.7,,25.0,25,25,101728000.0,,,C
Q17-0795,2018-07-02,Q17-0795,145.4,,,0,0,0.0,343.0,,A
Q17-0801,2018-07-04,Q17-0801,116.7,,1.0,1,1,837000.0,349.0,,A
Q17-0814,2018-06-26,Q17-0814,637.1,,21.0,21,21,72833000.0,,,A
Q17-0837,2018-06-18,Q17-0837,132.7,,25.0,25,25,13636000.0,382.0,,A
Q16-0630,2018-08-03,Q16-0630,67.6,,5.0,5,4,1453000.0,,,A
Q16-0640,2018-07-19,Q16-0640,149.8,,2.0,2,2,453000.0,202.0,,C
Q16-0663,2018-07-22,Q16-0663,77.0,,6.0,6,6,5511000.0,,,A
Q16-0705,2018-07-15,Q16-0705,172.3,,21.0,21,21,9299000.0,260.0,,A
Q17-0734,2018-07-26,Q17-0734,143.2,,18.0,18,18,24846000.0,,,A
Q17-0747,2018-08-03,Q17-0747,287.1,,15.0,15,15,70120000.0,,,A
Q17-0757,2018-07-19,Q17-0757,74.4,,3.0,3,3,494000.0,307.0,,A
Q17-0767,2018-07-28,Q17-0767,55.7,,6.0,6,6,574000.0,,,C
Q17-0797,2018-07-25,Q17-0797,31.6,,25.0,25,25,4329000.0,341.0,,C
Q17-0811,2018-07-28,Q17-0811,71.4,,25.0,25,25,4822000.0,,,A
Q17-0815,2018-07-30,Q17-0815,188.6,,3.0,3,3,1629000.0,,,C
Q17-0819,2018-07-21,Q17-0819,128.3,,6.0,6,6,7631000.0,,,A
Q17-0840,2018-08-02,Q17-0840,863.9,,3.0,3,3,16168000.0,,,C
Q17-0843,2018-08-01,Q17-0843,705.7,,5.0,5,5,33139000.0,,,C
Q17-0866,2018-08-01,Q17-0866,43.7,,7.0,7,7,3839000.0,,,A
Q16-0637,2018-08-18,Q16-0637,46.0,,2.0,2,2,2507000.0,,,C
Q16-0652,2018-08-18,Q16-0652,57.0,,2.0,2,2,443000.0,,,C
Q16-0677,2018-08-24,Q16-0677,407.3,,3.0,3,3,1383000.0,,,C
Q16-0679,2018-08-17,Q16-0679,131.2,,,0,0,0.0,,,A
Q16-0680,2018-08-21,Q16-0680,1342.4,,25.0,25,25,65954000.0,,,A
Q16-0692,2018-08-30,Q16-0692,83.1,,12.0,12,12,32982000.0,,,C
Q16-0695,2018-08-26,Q16-0695,111.3,,5.0,5,5,12028000.0,233.0,,B
Q16-0703,2018-08-28,Q16-0703,55.0,,,0,0,0.0,241.0,,A
Q16-0709,2018-08-22,Q16-0709,330.0,,15.0,15,15,67030000.0,,,C
Q17-0728,2018-08-24,Q17-0728,52.7,,8.0,8,8,13989000.0,,,C
Q17-0729,2018-08-28,Q17-0729,361.7,,12.0,12,12,46938000.0,,,A
Q17-0753,2018-08-22,Q17-0753,49.9,,25.0,25,25,11047000.0,284.0,,A
Q17-0764,2018-08-27,Q17-0764,155.1,,25.0,25,25,11272000.0,293.0,,B
Q17-0768,2018-08-30,Q17-0768,213.6,,25.0,25,25,10996000.0,,,A
Q17-0770,2018-08-25,Q17-0770,216.9,,6.0,6,6,3460000.0,,,A
Q17-0777,2018-08-17,Q17-0777,145.7,,25.0,25,25,159644000.0,,,A
Q17-0800,2018-08-15,Q17-0800,149.4,,20.0,20,20,43906000.0,324.0,,C
Q17-0823,2018-08-29,Q17-0823,145.5,,2.0,2,2,10202000.0,,,C
Q17-0851,2018-08-25,Q17-0851,59.4,,25.0,25,25,3583000.0,,,A
Q17-0858,2018-08-19,Q17-0858,129.9,,11.0,11,11,2591000.0,380.0,,C
Q17-0863,2018-09-03,Q17-0863,113.1,,17.0,17,17,34966000.0,383.0,,C
Q17-0877,2018-08-30,Q17-0877,127.6,,20.0,20,16,28486000.0,,,B
Q17-0884,2018-08-24,Q17-0884,406.3,,14.0,14,14,34937000.0,,,B
Q16-0670,2018-09-27,Q16-0670,375.5,,7.0,7,7,11751000.0,,,A
Q16-0699,2018-10-02,Q16-0699,278.0,,3.0,3,3,15788000.0,231.0,,A
Q16-0700,2018-09-26,Q16-0700,212.4,,18.0,18,18,27417000.0,,,C
Q16-0712,2018-09-16,Q16-0712,168.3,,25.0,25,25,52955000.0,243.0,,A
Q17-0727,2018-09-25,Q17-0727,438.6,,25.0,25,25,26033000.0,,,C
Q17-0756,2018-09-25,Q17-0756,128.5,,9.0,9,9,64803000.0,,,B
Q17-0760,2018-09-15,Q17-0760,284.8,,25.0,25,25,9478000.0,,,C
Q17-0793,2018-09-29,Q17-0793,132.0,,33.0,33,33,162344000.0,,,A
Q17-0850,2018-09-22,Q17-0850,598.5,,12.0,12,12,47849000.0,,,B
Q17-0887,2018-09-22,Q17-0887,773.4,,21.0,21,21,96116000.0,,,C
Q17-0894,2018-09-19,Q17-0894,249.0,,25.0,25,25,15047000.0,403.0,,C
Q16-0685,2018-10-21,Q16-0685,270.0,,3.0,3,3,20240000.0,210.0,,C
Q16-0708,2018-10-27,Q16-0708,250.9,,25.0,25,25,56276000.0,231.0,,A
Q17-0736,2018-10-16,Q17-0736,145.5,,2.0,2,2,13859000.0,253.0,,A
Q17-0737,2018-10-17,Q17-0737,63.1,,,0,0,0.0,253.0,,A
Q17-0749,2018-10-28,Q17-0749,222.5,,1.0,1,1,1361000.0,,,A
Q17-0751,2018-10-20,Q17-0751,163.0,,15.0,15,11,25253000.0,266.0,,C
Q17-0766,2018-10-21,Q17-0766,149.4,,22.0,22,22,75951000.0,,,A
Q17-0775,2018-10-24,Q17-0775,70.8,,7.0,7,7,2115000.0,286.0,,A
Q17-0778,2018-10-29,Q17-0778,488.7,,21.0,21,21,68375000.0,289.0,,A
Q17-0799,2018-10-16,Q17-0799,123.2,,25.0,25,24,9921000.0,308.0,,A
Q17-0806,2018-10-25,Q17-0806,105.5,,21.0,21,20,8868000.0,312.0,,A
Q17-0831,2018-10-16,Q17-0831,61.9,,23.0,23,23,16211000.0,336.0,,A
Q17-0834,2018-10-18,Q17-0834,289.7,,25.0,25,25,75919000.0,,,A
Q17-0844,2018-11-03,Q17-0844,388.3,,6.0,6,6,22265000.0,348.0,,A
Q17-0860,2018-11-02,Q17-0860,63.5,,12.0,12,12,4109000.0,362.0,,A
Q17-0873,2018-10-25,Q17-0873,295.9,,25.0,25,23,9605000.0,,,A
Q16-0701,2018-11-27,Q16-0701,31.6,,20.0,20,20,1616000.0,,,C
Q16-0719,2018-11-29,Q16-0719,234.0,,,0,0,0.0,,,C
Q17-0721,2018-11-15,Q17-0721,68.7,,20.0,20,20,12490000.0,,,B
Q17-0723,2018-12-04,Q17-0723,69.2,,,0,0,0.0,229.0,,C
Q17-0744,2018-11-24,Q17-0744,49.0,,2.0,2,2,166000.0,,,A
Q17-0745,2018-11-25,Q17-0745,96.0,,8.0,8,8,11364000.0,,,C
Q17-0786,2018-11-24,Q17-0786,148.4,,17.0,17,17,21912000.0,283.0,,B
Q17-0820,2018-11-16,Q17-0820,111.6,,12.0,12,12,8285000.0,,,A
Q17-0839,2018-12-02,Q17-0839,133.6,,25.0,25,25,84182000.0,,,C
Q17-0854,2018-11-19,Q17-0854,147.7,,1.0,1,1,422000.0,,,C
Q17-0867,2018-11-24,Q17-0867,473.3,,8.0,8,8,71530000.0,356.0,,A
Q17-0748,2018-12-26,Q17-0748,91.0,,,0,0,0.0,244.0,,A
Q17-0752,2018-12-28,Q17-0752,280.9,,15.0,15,15,79201000.0,,,A
Q17-0816,2018-12-24,Q17-0816,121.1,,,0,0,0.0,301.0,,C
Q17-0817,2018-12-27,Q17-0817,736.7,,,0,0,0.0,,,A
Q17-0824,2018-12-27,Q17-0824,58.9,,7.0,7,5,1951000.0,309.0,,C
Q17-0828,2019-01-03,Q17-0828,125.4,,1.0,1,1,520000.0,312.0,,A
Q17-0838,2018-12-15,Q17-0838,58.4,,,0,0,0.0,320.0,,A
Q17-0876,2019-01-03,Q17-0876,59.7,,5.0,5,5,2101000.0,,,C
Q17-0904,2019-01-02,Q17-0904,52.8,,25.0,25,25,2277000.0,,,A
Q18-0917,2018-12-31,Q18-0917,317.6,,25.0,25,25,74322000.0,,,B
Q16-0720,2019-01-23,Q16-0720,107.7,,1.0,1,1,268000.0,213.0,,A
Q17-0732,2019-01-23,Q17-0732,66.8,,,0,0,0.0,,,C
Q17-0733,2019-01-28,Q17-0733,69.7,,3.0,3,3,3157000.0,,,C
Q17-0790,2019-01-27,Q17-0790,43.9,,48.0,48,48,41848000.0,271.0,,C
Q17-0809,2019-01-17,Q17-0809,117.2,,35.0,35,35,178755000.0,,,A
Q17-0829,2019-01-23,Q17-0829,95.5,,,0,0,0.0,304.0,,C
Q17-0830,2019-01-24,Q17-0830,229.4,,10.0,10,9,8634000.0,,,A
Q17-0842,2019-01-27,Q17-0842,215.1,,14.0,14,12,68263000.0,,,A
Q17-0845,2019-01-17,Q17-0845,142.1,,3.0,3,2,405000.0,,,B
Q17-0862,2019-02-02,Q17-0862,77.1,,,0,0,0.0,,,A
Q17-0880,2019-01-26,Q17-0880,75.4,,6.0,6,6,10279000.0,350.0,,C
Q18-0957,2019-02-02,Q18-0957,291.3,,2.0,2,2,11594000.0,,,A
Q18-0960,2019-01-30,Q18-0960,148.4,,5.0,5,5,9111000.0,,,A
Q17-0722,2019-02-21,Q17-0722,81.7,,,0,0,0.0,205.0,,A
Q17-0731,2019-03-01,Q17-0731,187.0,,4.0,4,4,10722000.0,,,A
Q17-0739,2019-02-18,Q17-0739,288.2,,10.0,10,10,78801000.0,220.0,,C
Q17-0740,2019-03-03,Q17-0740,222.4,,2.0,2,1,2986000.0,220.0,,B
Q17-0755,2019-03-06,Q17-0755,52.4,,,0,0,0.0,,,A
Q17-0857,2019-03-04,Q17-0857,128.1,,,0,0,0.0,,,C
Q17-0870,2019-02-25,Q17-0870,120.1,,,0,0,0.0,,,C
Q17-0882,2019-02-17,Q17-0882,1225.5,,25.0,25,25,134175000.0,,,B
Q17-0724,2019-03-17,Q17-0724,56.5,,25.0,25,25,67028000.0,200.0,,A
Q17-0738,2019-03-27,Q17-0738,59.2,,10.0,10,10,886000.0,,,A
Q17-0808,2019-03-29,Q17-0808,59.3,,,0,0,0.0,267.0,,C
Q17-0810,2019-03-20,Q17-0810,46.7,,,0,0,0.0,,,B
Q17-0821,2019-03-31,Q17-0821,136.7,,,0,0,0.0,,,A
Q17-0822,2019-03-15,Q17-0822,103.1,,,0,0,0.0,,,A
Q17-0841,2019-03-20,Q17-0841,678.8,,9.0,9,9,132505000.0,,,A
Q17-0847,2019-03-26,Q17-0847,75.9,,11.0,11,11,3108000.0,303.0,,B
Q17-0853,2019-03-17,Q17-0853,227.9,,11.0,11,9,36568000.0,307.0,,C
Q17-0869,2019-03-15,Q17-0869,76.2,,7.0,7,7,10403000.0,319.0,,A
Q18-0924,2019-03-27,Q18-0924,26.6,,19.0,19,19,93680000.0,,,A
Q18-0930,2019-03-16,Q18-0930,35.8,,,0,0,0.0,,,A
Q18-0994,2019-03-21,Q18-0994,446.1,,25.0,25,25,74793000.0,,,A
Q17-0759,2019-04-30,Q17-0759,202.6,,2.0,2,2,6611000.0,223.0,,C
Q17-0762,2019-04-28,Q17-0762,105.1,,9.0,9,9,2938000.0,225.0,,C
Q17-0765,2019-04-26,Q17-0765,466.0,,19.0,19,18,115570000.0,,,C
Q17-0774,2019-04-22,Q17-0774,257.0,,7.0,7,7,8168000.0,234.0,,B
Q17-0776,2019-04-19,Q17-0776,1169.8,,13.0,13,13,42149000.0,,,A
Q17-0784,2019-04-29,Q17-0784,313.9,,25.0,25,22,19214000.0,242.0,,C
Q17-0789,2019-04-23,Q17-0789,39.9,,17.0,17,17,15414000.0,,,A
Q17-0791,2019-05-02,Q17-0791,153.6,,,0,0,0.0,249.0,,C
Q17-0825,2019-04-24,Q17-0825,127.7,,25.0,25,25,14658000.0,278.0,,A
Q17-0852,2019-04-18,Q17-0852,75.3,,,0,0,0.0,302.0,,A
Q17-0861,2019-04-26,Q17-0861,238.9,,4.0,4,4,53014000.0,308.0,,A
Q17-0875,2019-04-21,Q17-0875,188.0,,7.0,7,7,18734000.0,320.0,,C
Q17-0879,2019-04-28,Q17-0879,107.4,,3.0,3,3,378000.0,323.0,,C
Q17-0883,2019-04-21,Q17-0883,178.1,,,0,0,0.0,326.0,,A
Q17-0896,2019-04-15,Q17-0896,284.1,,17.0,17,17,79772000.0,,,A
Q18-0920,2019-04-29,Q18-0920,78.1,,,0,0,0.0,,,C
Q18-0921,2019-04-29,Q18-0921,392.6,,,0,0,0.0,360.0,,A
Q18-0929,2019-04-21,Q18-0929,177.3,,18.0,18,18,30252000.0,,,C
Q18-0931,2019-05-02,Q18-0931,764.8,,5.0,5,5,27815000.0,,,A
Q18-0954,2019-04-15,Q18-0954,201.6,,8.0,8,8,11680000.0,389.0,,B
Q18-0964,2019-04-20,Q18-0964,346.4,,25.0,25,25,20545000.0,,,A
Q18-0973,2019-04-15,Q18-0973,141.8,,2.0,2,2,2495000.0,408.0,,C
Q18-0977,2019-05-01,Q18-0977,95.5,,12.0,12,12,7432000.0,412.0,,A
Q17-0783,2019-05-29,Q17-0783,151.9,,16.0,16,16,9779000.0,227.0,,C
Q17-0787,2019-05-31,Q17-0787,74.3,,16.0,16,16,4546000.0,231.0,,A
Q17-0872,2019-05-16,Q17-0872,124.9,,,0,0,0.0,,,B
Q17-0892,2019-06-02,Q17-0892,104.3,,4.0,4,1,6912000.0,,,A
Q17-0910,2019-05-25,Q17-0910,1455.3,,20.0,20,20,88844000.0,335.0,,C
Q18-0913,2019-05-24,Q18-0913,500.0,,13.0,13,13,19863000.0,,,C
Q18-0927,2019-06-01,Q18-0927,63.2,,2.0,2,2,920000.0,,,C
Q18-0934,2019-05-15,Q18-0934,1339.3,,4.0,4,4,21669000.0,,,A
Q18-0970,2019-05-19,Q18-0970,201.1,,,0,0,0.0,,,A
Q18-0974,2019-05-17,Q18-0974,84.3,,16.0,16,16,76677000.0,,,A
Q18-0989,2019-05-26,Q18-0989,211.3,,9.0,9,9,3721000.0,,,A
Q18-0995,2019-05-20,Q18-0995,1091.5,,21.0,21,21,123770000.0,,,A
Q18-1014,2019-06-02,Q18-1014,143.9,,1.0,1,1,312000.0,429.0,,A
Q17-0779,2019-07-03,Q17-0779,1070.4,,25.0,25,23,39349000.0,,,B
Q17-0794,2019-06-23,Q17-0794,74.3,,,0,0,0.0,226.0,,C
Q17-0804,2019-06-29,Q17-0804,437.9,,9.0,9,9,103096000.0,233.0,,A
Q17-0807,2019-06-19,Q17-0807,587.1,,7.0,7,6,6572000.0,,,C
Q17-0813,2019-06-29,Q17-0813,273.2,,15.0,15,15,103949000.0,,,A
Q17-0849,2019-06-28,Q17-0849,141.3,,1.0,1,1,258000.0,,,C
Q17-0868,2019-06-23,Q17-0868,351.3,,5.0,5,5,1269000.0,,,C
Q17-0878,2019-07-01,Q17-0878,169.4,,,0,0,0.0,296.0,,C
Q18-0923,2019-07-01,Q18-0923,303.8,,10.0,10,10,21745000.0,335.0,,C
Q18-0926,2019-06-17,Q18-0926,280.5,,4.0,4,4,3924000.0,,,A
Q18-0981,2019-06-18,Q18-0981,322.3,,1.0,1,1,14288000.0,388.0,,C
Q18-1011,2019-07-03,Q18-1011,134.5,,3.0,3,3,646000.0,,,A
Q18-1021,2019-06-15,Q18-1021,123.9,,17.0,17,17,12375000.0,423.0,,B
Q17-0798,2019-07-15,Q17-0798,167.7,,4.0,4,4,12259000.0,224.0,,C
Q17-0812,2019-07-16,Q17-0812,256.7,,18.0,18,18,45505000.0,234.0,,A
Q17-0818,2019-07-17,Q17-0818,56.2,,,0,0,0.0,241.0,,A
Q17-0827,2019-07-30,Q17-0827,160.0,,8.0,8,8,7948000.0,249.0,,A
Q17-0835,2019-07-29,Q17-0835,14.4,,8.0,8,8,183000.0,255.0,,B
Q17-0836,2019-08-02,Q17-0836,231.9,,5.0,5,5,19368000.0,,,A
Q17-0855,2019-07-18,Q17-0855,77.8,,25.0,25,25,41454000.0,,,A
Q17-0897,2019-07-20,Q17-0897,1143.5,,,0,0,0.0,,,B
Q17-0900,2019-07-28,Q17-0900,69.4,,3.0,3,3,4233000.0,,,A
Q17-0902,2019-07-16,Q17-0902,123.7,,14.0,14,14,45841000.0,,,C
Q18-0939,2019-07-17,Q18-0939,452.5,,21.0,21,19,115099000.0,,,C
Q18-0942,2019-07-16,Q18-0942,63.1,,,0,0,0.0,344.0,,B
Q18-0967,2019-07-25,Q18-0967,108.8,,11.0,11,11,2272000.0,,,B
Q18-0971,2019-07-21,Q18-0971,1500.0,,,0,0,0.0,,,A
Q18-1000,2019-07-19,Q18-1000,38.0,,6.0,6,6,9392000.0,,,A
Q18-1049,2019-07-17,Q18-1049,563.0,,25.0,25,25,35140000.0,,,B
Q17-0848,2019-08-31,Q17-0848,103.1,,17.0,17,17,16227000.0,,,C
Q17-0864,2019-08-26,Q17-0864,937.6,,,0,0,0.0,,,A
Q17-0886,2019-08-23,Q17-0886,287.1,,1.0,1,1,438000.0,285.0,,A
Q17-0890,2019-08-30,Q17-0890,158.8,,1.0,1,1,3051000.0,,,A
Q17-0906,2019-09-03,Q17-0906,101.6,,8.0,8,8,27109000.0,,,B
Q18-0936,2019-08-15,Q18-0936,326.3,,4.0,4,4,835000.0,,,A
Q18-0962,2019-08-21,Q18-0962,46.6,,9.0,9,9,573000.0,,,B
Q18-0986,2019-08-28,Q18-0986,619.4,,25.0,25,25,92946000.0,,,C
Q18-0990,2019-08-29,Q18-0990,161.5,,,0,0,0.0,,,A
Q18-0996,2019-08-19,Q18-0996,13.6,,3.0,3,3,588000.0,380.0,,A
Q18-1040,2019-09-02,Q18-1040,287.1,,17.0,17,16,11820000.0,423.0,,A
Q18-1042,2019-09-02,Q18-1042,1275.1,,25.0,25,25,182184000.0,,,C
Q18-1065,2019-08-24,Q18-1065,633.5,,25.0,25,24,96746000.0,,,A
Q18-1070,2019-08-29,Q18-1070,254.8,,25.0,25,20,125826000.0,,,B
Q17-0846,2019-09-15,Q17-0846,173.6,,15.0,15,15,13154000.0,247.0,,A
Q17-0885,2019-10-01,Q17-0885,100.8,,,0,0,0.0,276.0,,C
Q17-0908,2019-09-20,Q17-0908,361.2,,14.0,14,14,24508000.0,,,A
Q18-0914,2019-09-22,Q18-0914,97.8,,,0,0,0.0,,,C
Q18-1041,2019-09-24,Q18-1041,743.2,,25.0,25,25,53609000.0,,,A
Q18-1055,2019-09-23,Q18-1055,89.4,,25.0,25,25,6671000.0,428.0,,A
Q18-1067,2019-09-28,Q18-1067,93.4,,25.0,25,25,3206000.0,,,A
Q18-1074,2019-09-18,Q18-1074,41.9,,3.0,3,3,593000.0,,,C
Q17-0871,2019-10-27,Q17-0871,68.8,,1.0,1,1,747000.0,256.0,,B
Q17-0898,2019-10-29,Q17-0898,75.8,,9.0,9,9,908000.0,277.0,,A
Q17-0899,2019-10-20,Q17-0899,174.4,,2.0,2,2,229000.0,278.0,,A
Q18-0938,2019-10-19,Q18-0938,164.7,,12.0,12,12,8734000.0,,,A
Q18-0940,2019-10-25,Q18-0940,87.1,,1.0,1,1,278000.0,,,C
Q18-0941,2019-10-22,Q18-0941,104.4,,3.0,3,3,3824000.0,,,C
Q18-0961,2019-10-27,Q18-0961,600.0,,24.0,24,24,117938000.0,331.0,,C
Q18-0972,2019-10-22,Q18-0972,86.6,,12.0,12,11,25928000.0,341.0,,C
Q18-0983,2019-10-23,Q18-0983,206.9,,5.0,5,5,38013000.0,351.0,,B
Q18-1002,2019-10-26,Q18-1002,29.6,,6.0,6,6,4481000.0,366.0,,C
Q18-1036,2019-10-16,Q18-1036,76.2,,,0,0,0.0,,,A
Q18-1069,2019-11-02,Q18-1069,302.3,,25.0,25,25,27141000.0,,,C
Q18-1106,2019-10-15,Q18-1106,246.9,,25.0,25,24,64581000.0,,,B
Q17-0889,2019-12-02,Q17-0889,121.5,,,0,0,0.0,,,C
Q17-0895,2019-12-03,Q17-0895,56.6,,2.0,2,2,1213000.0,,,A
Q18-0915,2019-11-29,Q18-0915,175.7,,,0,0,0.0,274.0,,C
Q18-0925,2019-12-01,Q18-0925,68.5,,4.0,4,2,3540000.0,,,A
Q18-0943,2019-11-30,Q18-0943,97.4,,,0,0,0.0,299.0,,C
Q18-0950,2019-11-23,Q18-0950,106.3,,20.0,20,20,73624000.0,,,A
Q18-0965,2019-12-04,Q18-0965,60.4,,28.0,28,28,37085000.0,317.0,,B
Q18-0976,2019-11-24,Q18-0976,29.6,,,0,0,0.0,,,A
Q18-0991,2019-12-04,Q18-0991,108.3,,12.0,12,12,2679000.0,339.0,,A
Q18-1007,2019-11-21,Q18-1007,81.6,,4.0,4,4,19908000.0,351.0,,C
Q18-1012,2019-12-04,Q18-1012,1200.1,,11.0,11,8,20570000.0,,,A
Q18-1016,2019-12-03,Q18-1016,152.0,,1.0,1,1,2011000.0,359.0,,C
Q18-1019,2019-11-26,Q18-1019,130.0,,14.0,14,14,94685000.0,362.0,,A
Q18-1045,2019-11-17,Q18-1045,128.5,,3.0,3,3,5327000.0,,,C
Q18-1072,2019-11-23,Q18-1072,75.1,,5.0,5,5,747000.0,,,B
Q18-1110,2019-11-16,Q18-1110,880.4,,25.0,25,25,101371000.0,445.0,,A
Q18-1124,2019-11-16,Q18-1124,157.3,,3.0,3,3,2055000.0,,,C
Q19-1138,2019-11-29,Q19-1138,63.8,,25.0,25,25,6641000.0,,,A
Q17-0891,2019-12-25,Q17-0891,463.4,,18.0,18,18,27066000.0,245.0,,A
Q17-0901,2019-12-25,Q17-0901,1500.0,,25.0,25,25,174549000.0,,,A
Q18-0933,2019-12-15,Q18-0933,46.9,,8.0,8,8,3146000.0,280.0,,A
Q18-0949,2019-12-19,Q18-0949,188.5,,,0,0,0.0,294.0,,A
Q18-0978,2020-01-03,Q18-0978,105.4,,11.0,11,7,34285000.0,317.0,,A
Q18-0998,2020-01-02,Q18-0998,207.1,,,0,0,0.0,330.0,,A
Q18-1013,2019-12-16,Q18-1013,538.8,,,0,0,0.0,343.0,,A
Q18-1050,2019-12-17,Q18-1050,179.1,,12.0,12,12,18448000.0,,,C
Q18-1059,2019-12-17,Q18-1059,82.4,,,0,0,0.0,386.0,,A
Q18-1071,2019-12-17,Q18-1071,114.2,,1.0,1,1,390000.0,,,A
Q18-1090,2019-12-15,Q18-1090,59.9,,8.0,8,8,6244000.0,,,A
Q18-1099,2019-12-28,Q18-1099,541.3,,16.0,16,16,35370000.0,,,A
Q18-1105,2020-01-03,Q18-1105,61.5,,,0,0,0.0,,,C
Q18-1118,2019-12-31,Q18-1118,237.5,,9.0,9,9,11884000.0,440.0,,A
Q18-1120,2019-12-25,Q18-1120,144.7,,,0,0,0.0,,,A
Q17-0903,2020-01-16,Q17-0903,212.7,,15.0,15,15,43561000.0,,,B
Q18-0912,2020-01-31,Q18-0912,97.8,,,0,0,0.0,,,C
Q18-0918,2020-01-22,Q18-0918,41.4,,5.0,5,5,6052000.0,259.0,,A
Q18-0922,2020-02-03,Q18-0922,211.7,,22.0,22,22,18946000.0,,,B
Q18-1003,2020-01-25,Q18-1003,219.4,,10.0,10,10,18119000.0,,,C
Q18-1009,2020-01-20,Q18-1009,361.5,,,0,0,0.0,331.0,,A
Q18-1035,2020-01-27,Q18-1035,443.6,,25.0,25,22,28556000.0,,,C
Q18-1038,2020-01-15,Q18-1038,171.4,,5.0,5,5,1663000.0,,,C
Q18-1052,2020-01-20,Q18-1052,165.6,,,0,0,0.0,,,A
Q18-1053,2020-01-15,Q18-1053,211.9,,3.0,3,2,9221000.0,,,C
Q18-1058,2020-01-31,Q18-1058,44.9,,11.0,11,11,683000.0,375.0,,A
Q18-1062,2020-01-15,Q18-1062,145.2,,1.0,1,1,362000.0,,,B
Q18-1088,2020-02-02,Q18-1088,57.8,,25.0,25,25,8230000.0,,,A
Q19-1139,2020-01-17,Q19-1139,251.1,,20.0,20,20,16865000.0,,,C
Q17-0909,2020-02-28,Q17-0909,281.2,,,0,0,0.0,234.0,,A
Q18-0916,2020-03-05,Q18-0916,121.2,,,0,0,0.0,,,A
Q18-0928,2020-03-05,Q18-0928,147.7,,3.0,3,3,1951000.0,,,A
Q18-0937,2020-02-26,Q18-0937,43.6,,2.0,2,2,152000.0,256.0,,C
Q18-0944,2020-02-20,Q18-0944,210.3,,2.0,2,2,2915000.0,,,A
Q18-0953,2020-03-02,Q18-0953,57.4,,2.0,2,2,1608000.0,,,C
Q18-0975,2020-02-27,Q18-0975,953.3,,,0,0,0.0,,,C
Q18-0982,2020-02-20,Q18-0982,156.7,,13.0,13,13,118366000.0,291.0,,C
Q18-1010,2020-02-20,Q18-1010,69.1,,,0,0,0.0,313.0,,C
Q18-1026,2020-02-24,Q18-1026,151.9,,15.0,15,15,127031000.0,,,C
Q18-1032,2020-02-22,Q18-1032,98.4,,2.0,2,2,514000.0,333.0,,A
Q18-1043,2020-02-20,Q18-1043,273.4,,22.0,22,22,73833000.0,343.0,,B
Q18-1068,2020-02-15,Q18-1068,214.1,,24.0,24,24,14488000.0,,,A
Q18-1081,2020-02-28,Q18-1081,116.1,,2.0,2,2,3509000.0,,,C
Q18-1087,2020-02-28,Q18-1087,193.0,,1.0,1,1,80945000.0,,,B
Q18-1097,2020-02-23,Q18-1097,59.4,,25.0,25,25,2417000.0,,,A
Q18-1102,2020-02-16,Q18-1102,150.0,,6.0,6,6,45208000.0,397.0,,A
Q19-1137,2020-03-03,Q19-1137,58.8,,3.0,3,3,762000.0,,,B
Q19-1146,2020-02-15,Q19-1146,31.0,,,0,0,0.0,,,A
Q19-1200,2020-02-25,Q19-1200,93.6,,22.0,22,22,145742000.0,,,C
Q18-0945,2020-03-17,Q18-0945,230.0,,1.0,1,1,123000.0,,,C
Q18-0946,2020-04-01,Q18-0946,71.3,,,0,0,0.0,252.0,,A
Q18-0948,2020-03-22,Q18-0948,103.3,,5.0,5,5,5589000.0,,,A
Q18-0969,2020-03-16,Q18-0969,121.5,,,0,0,0.0,,,A
Q18-0980,2020-03-29,Q18-0980,224.2,,13.0,13,13,58154000.0,278.0,,B
Q18-1006,2020-04-03,Q18-1006,826.4,,19.0,19,19,130828000.0,,,A
Q18-1008,2020-03-19,Q18-1008,155.7,,,0,0,0.0,,,C
Q18-1017,2020-03-26,Q18-1017,46.9,,,0,0,0.0,,,C
Q18-1027,2020-03-31,Q18-1027,241.5,,5.0,5,5,7664000.0,317.0,,A
Q18-1028,2020-04-01,Q18-1028,53.0,,,0,0,0.0,318.0,,A
Q18-1034,2020-03-20,Q18-1034,39.6,,,0,0,0.0,,,A
Q18-1046,2020-03-31,Q18-1046,187.4,,14.0,14,13,17165000.0,,,C
Q18-1047,2020-03-18,Q18-1047,100.0,,,0,0,0.0,335.0,,A
Q18-1054,2020-03-18,Q18-1054,187.6,,2.0,2,2,27302000.0,339.0,,A
Q18-1084,2020-03-29,Q18-1084,160.5,,4.0,4,2,9877000.0,368.0,,A
Q18-1112,2020-04-03,Q18-1112,84.5,,25.0,25,25,7524000.0,393.0,,A
Q18-1119,2020-04-01,Q18-1119,99.7,,8.0,8,5,6610000.0,,,C
