facility_name,start,end,reason
Cia - Air Force Base 138 kV line,2016-11-13 19:00:00,2016-11-24 19:00:00,planned
Rush Citycaps - Lower Ollala 345 kV,2016-11-18 19:00:00,2016-12-05 19:00:00,planned
Glenclif Substation - Terry 345 kV #1,2016-11-18 19:00:00,2016-11-22 19:00:00,planned
Paper - Talentino Sw Sta 138 kV Cir. 1,2016-11-21 19:00:00,2016-12-06 19:00:00,planned
Centralf - Donegal 138 kV #1,2016-11-17 19:00:00,2016-12-01 19:00:00,planned
Silver Hawk Substation - Arco 100 kV,2016-11-16 19:00:00,2016-11-27 19:00:00,planned
Villa Terrace Wrec - Southwest Hartford 100 kV Ckt 1,2016-11-13 19:00:00,2016-11-20 19:00:00,planned
Big Crk 4 - Switch 138 kV,2016-11-16 19:00:00,2016-11-29 19:00:00,planned
Mandalay - Portland 138 kV,2016-11-13 19:00:00,2016-11-22 19:00:00,planned
Defiance Substation - Central Campus Unm 100 kV Circuit 2,2016-11-12 19:00:00,2016-11-26 19:00:00,planned
Mercer - Poston 345 kV L,2016-11-20 19:00:00,2016-11-23 19:00:00,planned
Carmel Rohrer - Lakeside 2 100 kV Line 1,2016-11-19 19:00:00,2016-12-05 19:00:00,planned
Lusher - Lake Crystal 100 kV,2016-11-15 19:00:00,2016-12-02 19:00:00,planned
30Th Street - Tunica 100 kV,2016-11-13 19:00:00,2016-11-16 19:00:00,planned
Cumberland Wi - Texsul 100 kV Ckt 1,2016-11-14 19:00:00,2016-12-01 19:00:00,planned
South Columbia - Yardville 138 kV,2016-11-13 19:00:00,2016-11-24 19:00:00,planned
Everglades City - Buda 100 kV Circuit 1,2016-11-21 19:00:00,2016-11-28 19:00:00,planned
Sanger - Freehold 138 kV Line 1,2016-11-12 19:00:00,2016-11-19 19:00:00,planned
Dunnsville - Northern Neck 138 kV #1,2016-11-21 19:00:00,2016-12-11 19:00:00,planned
Aep Edford - 90Th S 100 kV,2016-11-13 19:00:00,2016-11-20 19:00:00,planned
Lawrenceville S - Veterans Blvd 138 kV Ckt 1,2016-11-15 19:00:00,2016-12-01 19:00:00,planned
Libertyville Substation - Delgen 100 kV Ckt 1,2016-11-21 19:00:00,2016-11-27 19:00:00,planned
Tropico - Talenenergy Martins Creek Llc Williamsport 138 kV Line 1,2016-11-13 19:00:00,2016-11-26 19:00:00,planned
Virgil Fodness Substation - Hartsel 138 kV line,2016-11-18 19:00:00,2016-11-26 19:00:00,planned
Navy Mole - Falls City 138 kV Ckt 1,2016-11-20 19:00:00,2016-12-03 19:00:00,planned
Jarrell E - Cypress-Manzanita 100 kV Line 1,2016-11-18 19:00:00,2016-11-29 19:00:00,planned
Timberwolf - Ingledow 138 kV Line 1,2016-11-18 19:00:00,2016-12-06 19:00:00,planned
Nola - Middlesex 138 kV Cir. 1,2016-12-08 19:00:00,2016-12-28 19:00:00,planned
Morony Dam - Annandale 138 kV,2016-12-07 19:00:00,2016-12-20 19:00:00,planned
Tuco - Bonners Ferry 100 kV #1,2016-12-13 19:00:00,2016-12-14 19:00:00,planned
Haydn - Big Vly Lumber Co 100 kV Ckt 1,2016-12-14 19:00:00,2016-12-15 19:00:00,planned
C.H. Dexter - Mcgregor Alte 100 kV,2016-12-11 19:00:00,2016-12-16 19:00:00,planned
N Haven - Plains 100 kV Line 1,2016-12-09 19:00:00,2016-12-18 19:00:00,planned
Mccullough - Bayport 138 kV,2016-12-13 19:00:00,2016-12-20 19:00:00,planned
Limerick 2 - Moser Generating Sta 345 kV Circuit 1,2016-12-15 19:00:00,2016-12-26 19:00:00,planned
Mill Seat Renewable Energy Facility - Oxford 138 kV L,2016-12-09 19:00:00,2016-12-10 19:00:00,planned
B&W Susbtation - Portage Lakes 100 kV,2016-12-13 19:00:00,2016-12-27 19:00:00,planned
Leon - N Monroe 138 kV #1,2016-12-12 19:00:00,2016-12-18 19:00:00,planned
Dunn Siding Substation - Caverns Road 138 kV,2016-12-07 19:00:00,2016-12-15 19:00:00,planned
Lobo - Ehrlich Road Substation 100 kV Circuit 1,2016-12-06 19:00:00,2016-12-09 19:00:00,planned
Barberton Substation - Marcus Hook Refinery Cogen 138 kV Line,2016-12-07 19:00:00,2016-12-27 19:00:00,planned
S Bremerton - Oconto Falls Upper 100 kV Circuit 1,2016-12-07 19:00:00,2016-12-24 19:00:00,planned
Keyes-Fibre Co Substation - Fishhawk 230 kV Ckt 1,2016-12-10 19:00:00,2016-12-14 19:00:00,planned
Conroe Bulk - Winter Park E 100 kV Line 1,2016-12-10 19:00:00,2016-12-15 19:00:00,planned
Hayfield - Van Dom 138 kV,2016-12-11 19:00:00,2016-12-20 19:00:00,planned
Stphenson - Dickson 100 kV Line 1,2016-12-13 19:00:00,2016-12-26 19:00:00,planned
Killen - Nranjo 5804 230 kV Circuit 1,2016-12-09 19:00:00,2016-12-17 19:00:00,planned
Gruver - Wabash 100 kV Ckt 2,2016-12-12 19:00:00,2016-12-17 19:00:00,planned
Hamilton Hydro - Medicine Lake 100 kV,2016-12-15 19:00:00,2016-12-25 19:00:00,planned
Greg Stbella Vista - E Hills Substation 100 kV,2016-12-14 19:00:00,2017-01-02 19:00:00,planned
Winthrop - Morganton Sta 5 100 kV line,2016-12-15 19:00:00,2016-12-19 19:00:00,planned
Lake June Pump - W Brookfield 138 kV #1,2016-12-11 19:00:00,2016-12-24 19:00:00,planned
Claus - New Milford 138 kV Cir. 1,2016-12-15 19:00:00,2016-12-29 19:00:00,planned
Southeast Chicago Energy Project - Olida 100 kV Cir. 2,2016-12-11 19:00:00,2016-12-15 19:00:00,planned
Nelson Dewey Sw Yd - Santa Maria Cogen 138 kV Ckt 1,2016-12-10 19:00:00,2016-12-14 19:00:00,planned
Lake - Milhurst Solar Substation 138 kV Cir. 1,2016-12-12 19:00:00,2017-01-01 19:00:00,planned
Jollyville - Senate Wind 138 kV,2016-12-06 19:00:00,2016-12-15 19:00:00,planned
Fall Crk - Big Timber Auto 100 kV Circuit 1,2016-12-12 19:00:00,2016-12-22 19:00:00,planned
Deptford - Zumbro Falls 138 kV Line,2016-12-08 19:00:00,2016-12-09 19:00:00,planned
Gabriel - Lake June Pump 345 kV #1,2016-12-07 19:00:00,2016-12-17 19:00:00,planned
California Ave - Walnut City Substation 100 kV,2016-12-10 19:00:00,2016-12-21 19:00:00,planned
Midlothian S - Victorville 100 kV,2016-12-15 19:00:00,2016-12-24 19:00:00,planned
Westlake - Bunker Tap 138 kV Cir. 1,2016-12-11 19:00:00,2016-12-29 19:00:00,planned
Endako Cust - Gates 100 kV #2,2016-12-10 19:00:00,2016-12-29 19:00:00,planned
Natomas Crossing - Fritch 100 kV Line 1,2016-12-13 19:00:00,2016-12-18 19:00:00,planned
Wilton 2 - Pioneer Prairie Phase I 100 kV Cir. 1,2016-12-13 19:00:00,2016-12-20 19:00:00,planned
Trentwood - Eagle 345 kV Line,2016-12-10 19:00:00,2016-12-17 19:00:00,planned
Portage Lakes - Chartley Pond 230 kV Ckt 1,2016-12-09 19:00:00,2016-12-20 19:00:00,planned
Steel Sun - Benton Harbor 100 kV Line 1,2016-12-09 19:00:00,2016-12-19 19:00:00,planned
Lockport - Lockport Powerhouse 100 kV Ckt 1,2016-12-15 19:00:00,2016-12-27 19:00:00,planned
Callaway - Vegas 138 kV Line 1,2016-12-15 19:00:00,2016-12-19 19:00:00,planned
Belmont - Canfield 230 kV Cir. 1,2016-12-15 19:00:00,2016-12-23 19:00:00,planned
Georgetown - Siphon Drop Substation 138 kV Ckt 1,2016-12-14 19:00:00,2016-12-19 19:00:00,planned
Division - Beargrass 138 kV #1,2016-12-06 19:00:00,2016-12-26 19:00:00,planned
Hope Crk Substation - St. Clair 500 kV L,2016-12-08 19:00:00,2016-12-11 19:00:00,planned
Three Rivers - Locust 230 kV Cir. 1,2016-12-08 19:00:00,2016-12-19 19:00:00,planned
Lompoc - Hayden 100 kV L,2016-12-13 19:00:00,2016-12-15 19:00:00,planned
St. Thomas Hospital - Kalamazoo 100 kV,2016-12-11 19:00:00,2016-12-25 19:00:00,planned
Kingberry Substation - Floraday 138 kV Line,2016-12-09 19:00:00,2016-12-20 19:00:00,planned
Blakely Mtn Substation - Browntown 138 kV Circuit 1,2016-12-08 19:00:00,2016-12-28 19:00:00,planned
Woodburn - Monroeville 100 kV Cir. 1,2016-12-15 19:00:00,2016-12-30 19:00:00,planned
Tesoro - Derwood Substation 138 kV Cir. 1,2016-12-07 19:00:00,2016-12-14 19:00:00,planned
Rudd - Eagle Point 138 kV,2016-01-11 08:00:00,2016-01-24 08:00:00,planned
Dravosburg - Wilmerding 138 kV #1,2016-01-16 08:00:00,2016-01-30 08:00:00,planned
Beargrass - Handsome Lake 138 kV Ckt 1,2016-01-16 08:00:00,2016-01-20 08:00:00,planned
Cedar Sta - North Bartow 138 kV,2016-01-16 08:00:00,2016-01-28 08:00:00,planned
Underground Tap - Pleasant St 138 kV #1,2016-01-17 08:00:00,2016-02-03 08:00:00,planned
Pierremont - Aes Shady Point Llc 100 kV #1,2016-01-15 08:00:00,2016-01-20 08:00:00,planned
Haefling - Recovery Soco 138 kV Circuit 1,2016-01-14 08:00:00,2016-01-30 08:00:00,planned
Wansley Combined Cycle - Floyd 138 kV Line 1,2016-01-12 08:00:00,2016-01-20 08:00:00,planned
Groton Muni - Ustick Substation 100 kV Cir. 2,2016-01-16 08:00:00,2016-01-30 08:00:00,planned
El Casco - Vernon Vt 138 kV L,2016-01-13 08:00:00,2016-01-24 08:00:00,planned
Nelson Dewey Sw Yd - Spring St 138 kV Line 1,2016-01-16 08:00:00,2016-01-27 08:00:00,planned
W New Adrid - Zebra 138 kV Ckt 1,2016-01-15 08:00:00,2016-02-04 08:00:00,planned
Spring Crk - Pomaria 138 kV Line 1,2016-01-12 08:00:00,2016-01-18 08:00:00,planned
Plattsburh - Bradley Lake 138 kV #1,2016-01-19 08:00:00,2016-01-24 08:00:00,planned
Helena - Aztc Tap 100 kV,2016-01-19 08:00:00,2016-02-01 08:00:00,planned
Bixby - Reedy Creek 100 kV,2016-01-11 08:00:00,2016-01-27 08:00:00,planned
Clubhouse - Cottage Brook 138 kV,2016-01-18 08:00:00,2016-01-23 08:00:00,planned
Tule - Ayer 138 kV,2016-01-10 08:00:00,2016-01-20 08:00:00,planned
Lakeland Solar Energy Llc - Derwood 138 kV Ckt 1,2016-01-16 08:00:00,2016-02-02 08:00:00,planned
Brandon Substation - Preble 138 kV Circuit 1,2016-01-14 08:00:00,2016-01-28 08:00:00,planned
Middletown Substation - S Fork 138 kV #1,2016-01-16 08:00:00,2016-01-19 08:00:00,planned
N City - Sugarmill 138 kV #1,2016-01-18 08:00:00,2016-01-22 08:00:00,planned
Chiloquin - Seaway Sw 138 kV,2016-01-18 08:00:00,2016-01-29 08:00:00,planned
Blueridge - Goddard Steam Plant 138 kV #1,2016-01-11 08:00:00,2016-01-15 08:00:00,planned
Wylie Hydro - Laguna Beach 138 kV,2016-01-15 08:00:00,2016-01-24 08:00:00,planned
Tamarisk - Ninnescah Wind Energy Llc 138 kV Ckt 1,2016-01-17 08:00:00,2016-01-20 08:00:00,planned
Clear Crossing - Harkness 100 kV line,2016-01-11 08:00:00,2016-01-25 08:00:00,planned
Warrington - Frogtown 138 kV Ckt 1,2016-01-19 08:00:00,2016-01-29 08:00:00,planned
Santa Maria 5008 - Ft Clarke 138 kV Circuit 1,2016-01-17 08:00:00,2016-01-26 08:00:00,planned
Harvard - Dorset 138 kV,2016-01-10 08:00:00,2016-01-13 08:00:00,planned
Adobe - Schick 138 kV,2016-01-11 08:00:00,2016-01-24 08:00:00,planned
Deltona - Wauna 100 kV Circuit 2,2016-01-16 08:00:00,2016-01-21 08:00:00,planned
Lilac - Monument St 138 kV Line,2016-01-16 08:00:00,2016-01-19 08:00:00,planned
Cheatham - Geneva Border City 138 kV Line 1,2016-01-10 08:00:00,2016-01-13 08:00:00,planned
Mtn Springs - Glennville 138 kV Ckt 1,2016-01-16 08:00:00,2016-02-05 08:00:00,planned
Big Hill - Gulfgate Substation 138 kV Ckt 1,2016-01-16 08:00:00,2016-02-01 08:00:00,planned
Philip - Marshall Dam 138 kV Cir. 1,2016-01-10 08:00:00,2016-01-22 08:00:00,planned
Hatfields Ferry Power Station - Copco 138 kV #1,2016-01-18 08:00:00,2016-01-22 08:00:00,planned
Cashion - Alliance Castings 100 kV Ckt 1,2016-01-14 08:00:00,2016-01-19 08:00:00,planned
Rosholt Cwec - Stockton Cogen 138 kV line,2016-01-11 08:00:00,2016-01-30 08:00:00,planned
Ft Bidwell - Fanwood 138 kV,2016-01-13 08:00:00,2016-01-21 08:00:00,planned
Bountstown - Kce Ny 1 138 kV Ckt 1,2016-01-13 08:00:00,2016-01-28 08:00:00,planned
Morrisville - Sowego Dp 138 kV Ckt 1,2016-02-08 19:00:00,2016-02-15 19:00:00,planned
Hollister - Cresskill 138 kV Line 1,2016-02-08 19:00:00,2016-02-13 19:00:00,planned
Brookhaven Substation - Anel Mounds 100 kV,2016-02-13 19:00:00,2016-03-03 19:00:00,planned
N Lakes - N Bergen 161 kV Circuit 1,2016-02-08 19:00:00,2016-02-22 19:00:00,planned
Port Angeles - Darrah 138 kV Cir. 1,2016-02-06 19:00:00,2016-02-08 19:00:00,planned
J R Whiting - Tejon 500 kV,2016-02-10 19:00:00,2016-02-23 19:00:00,planned
Larson St - Coyote Pt 230 kV Ckt 1,2016-02-09 19:00:00,2016-02-24 19:00:00,planned
Cannon - Imperial 100 kV,2016-02-13 19:00:00,2016-02-26 19:00:00,planned
Wagner - Herbert A Agner 138 kV #2,2016-02-12 19:00:00,2016-02-18 19:00:00,planned
Kettner - Smith 345 kV Line,2016-02-09 19:00:00,2016-02-17 19:00:00,planned
Flournoy - Westwego 138 kV,2016-02-13 19:00:00,2016-02-26 19:00:00,planned
Pirkey - N Champaign 138 kV,2016-02-05 19:00:00,2016-02-10 19:00:00,planned
Balba - Central Ferry 100 kV Ckt 1,2016-02-08 19:00:00,2016-02-13 19:00:00,planned
Gila River - Hooksink 100 kV Circuit 2,2016-02-04 19:00:00,2016-02-10 19:00:00,planned
Jenney - Bay Ridge 138 kV Circuit 1,2016-02-08 19:00:00,2016-02-13 19:00:00,planned
Elliot Park - Shack Mills Sta 138 kV Cir. 1,2016-02-10 19:00:00,2016-02-12 19:00:00,planned
Se Polk - Edgar 138 kV Ckt 1,2016-02-08 19:00:00,2016-02-16 19:00:00,planned
N Vernon - Spills 100 kV Line 1,2016-02-09 19:00:00,2016-02-17 19:00:00,planned
Armenia Mountain Wind Farm - Litchfield St 138 kV line,2016-02-12 19:00:00,2016-02-18 19:00:00,planned
Burgess Biopower - Russell Fork 138 kV Circuit 1,2016-02-09 19:00:00,2016-02-22 19:00:00,planned
George Neal South - Bedfordpark Substation 100 kV Line 1,2016-02-09 19:00:00,2016-02-28 19:00:00,planned
Beaver Vly - Michigan 138 kV,2016-02-08 19:00:00,2016-02-27 19:00:00,planned
Winter Park E - Chevron 100 kV Line 2,2016-02-09 19:00:00,2016-02-11 19:00:00,planned
Grandview Ave - Calvert 100 kV L,2016-02-05 19:00:00,2016-02-23 19:00:00,planned
Remington Ct - Morrisville 138 kV Line,2016-02-12 19:00:00,2016-02-14 19:00:00,planned
Roberts Bills-Wilmont - Winfield 138 kV Ckt 1,2016-02-12 19:00:00,2016-02-20 19:00:00,planned
Berkeley F - Skaggs Branch 138 kV,2016-02-11 19:00:00,2016-02-26 19:00:00,planned
Soda Springs Power Plant - Cocoa Beach 138 kV Ckt 1,2016-02-07 19:00:00,2016-02-14 19:00:00,planned
Douglas Dam - Cheek Substation 100 kV Line 1,2016-02-10 19:00:00,2016-02-12 19:00:00,planned
Labarre - Canamah Substation 100 kV Cir. 1,2016-02-07 19:00:00,2016-02-09 19:00:00,planned
North Philadelphia - Cal Sierra Development 138 kV,2016-02-08 19:00:00,2016-02-21 19:00:00,planned
Wellman - Dist 1000 138 kV Line 1,2016-02-12 19:00:00,2016-02-19 19:00:00,planned
Gaa - Woodbourne 138 kV #1,2016-02-07 19:00:00,2016-02-27 19:00:00,planned
Hubbardstown - Hilltop 138 kV,2016-02-04 19:00:00,2016-02-24 19:00:00,planned
Jack County - Atlantic 138 kV Ckt 1,2016-02-04 19:00:00,2016-02-19 19:00:00,planned
Tuscola E - Southwest Shreveport 100 kV Circuit 1,2016-02-09 19:00:00,2016-02-24 19:00:00,planned
Union Ctr - C D Mcintosh Jr 138 kV Line,2016-02-11 19:00:00,2016-02-28 19:00:00,planned
Newtn - Pine Tree Acres Wm Lfgte 138 kV,2016-02-05 19:00:00,2016-02-16 19:00:00,planned
Lost Hillschevron - Eagle Crk 138 kV line,2016-02-09 19:00:00,2016-02-22 19:00:00,planned
Airport Road - Burnett 11514 Kv 100 kV Ckt 1,2016-02-08 19:00:00,2016-02-19 19:00:00,planned
Medtronic - Harmony Hills 138 kV #1,2016-02-13 19:00:00,2016-02-27 19:00:00,planned
Martin - Pine Bluf I.P Sw Sta 138 kV Ckt 1,2016-02-07 19:00:00,2016-02-10 19:00:00,planned
Hewitt Road - Morrison 138 kV Circuit 1,2016-02-04 19:00:00,2016-02-18 19:00:00,planned
Burwell - Capri 230 kV Cir. 1,2016-02-12 19:00:00,2016-02-21 19:00:00,planned
Douglaston - Shiprock Tap 100 kV Line,2016-02-05 19:00:00,2016-02-24 19:00:00,planned
Floral Hills - Sierra Pacific Lumber 138 kV Cir. 1,2016-02-06 19:00:00,2016-02-22 19:00:00,planned
Montour Sta - Poncha 138 kV Circuit 1,2016-02-04 19:00:00,2016-02-20 19:00:00,planned
Hazard - Ovenfork 138 kV L,2016-02-05 19:00:00,2016-02-09 19:00:00,planned
Blanchard - Synata Hugoton 138 kV L,2016-02-10 19:00:00,2016-02-19 19:00:00,planned
S O Purdom - Capitol Heat And Power 138 kV Ckt 1,2016-02-08 19:00:00,2016-02-11 19:00:00,planned
Mountaineer Wind Energy Ctr - Stevensville 345 kV Circuit 1,2016-02-11 19:00:00,2016-03-01 19:00:00,planned
Gabriel - Lake June Pump Substation 345 kV,2016-02-13 19:00:00,2016-02-15 19:00:00,planned
Luling - Wilson 138 kV Cir. 1,2016-02-11 19:00:00,2016-02-24 19:00:00,planned
Columbus Denois Crk - Nasa Substation 138 kV Line 1,2016-02-12 19:00:00,2016-02-23 19:00:00,planned
Eschinger-Bruceville - Quartz 100 kV Circuit 1,2016-02-07 19:00:00,2016-02-09 19:00:00,planned
Gertie - Shady Oaks Wind Farm 100 kV Line 1,2016-02-04 19:00:00,2016-02-07 19:00:00,planned
Arvada - Sour Lake 100 kV Ckt 1,2016-02-11 19:00:00,2016-02-26 19:00:00,planned
Kiamichi Sta - Kennedy Drive 138 kV Line 1,2016-02-11 19:00:00,2016-02-25 19:00:00,planned
Hood - W.A. Parish 138 kV,2016-02-12 19:00:00,2016-03-03 19:00:00,planned
Brigham - Kofa 138 kV line,2016-02-07 19:00:00,2016-02-16 19:00:00,planned
Grand Teton - Memorial 138 kV line,2016-02-07 19:00:00,2016-02-22 19:00:00,planned
St. Thomas Hospital - St Marys 100 kV line,2016-02-11 19:00:00,2016-02-12 19:00:00,planned
Liberty Electric Power Plant - Morton 138 kV Circuit 2,2016-02-04 19:00:00,2016-02-06 19:00:00,planned
Pine Ridge - E Millinocet Mill Substation 138 kV line,2016-02-13 19:00:00,2016-03-01 19:00:00,planned
Montano - Zeeland Farm Services 138 kV #1,2016-02-09 19:00:00,2016-02-27 19:00:00,planned
N Oxford - Acec Sherwood 138 kV,2016-02-07 19:00:00,2016-02-12 19:00:00,planned
Burro Bridge - Suter 100 kV Ckt 2,2016-02-06 19:00:00,2016-02-14 19:00:00,planned
Lost Canyon - Spanish Crk 230 kV,2016-02-09 19:00:00,2016-02-28 19:00:00,planned
Agness Ave - Spring Grove 100 kV,2016-03-03 19:00:00,2016-03-11 19:00:00,planned
Campbell Substation - Walsingham 138 kV Line 1,2016-03-03 19:00:00,2016-03-13 19:00:00,planned
Spanish Fork - Morgan'S Corner 138 kV Line,2016-02-25 19:00:00,2016-03-07 19:00:00,planned
Atchelitz Substation - Pt Of Rocks Substation 138 kV Line 1,2016-02-23 19:00:00,2016-03-01 19:00:00,planned
Moss Landing - Candelaria 100 kV Ckt 1,2016-03-02 19:00:00,2016-03-05 19:00:00,planned
Shawville Station - Carbonctr 500 kV Ckt 1,2016-02-28 19:00:00,2016-03-13 19:00:00,planned
St. Augustine - The Mosaic Company Plant City Facility Substation 138 kV L,2016-03-01 19:00:00,2016-03-21 19:00:00,planned
Federalgen Tap Substation - Indiana University Of Pennsylvania 138 kV Cir. 1,2016-03-03 19:00:00,2016-03-12 19:00:00,planned
Deptford - Thorofare 138 kV,2016-02-25 19:00:00,2016-02-26 19:00:00,planned
Deerfield 4 - Mcwilliams 138 kV Line 1,2016-03-03 19:00:00,2016-03-19 19:00:00,planned
Stoney Substation - Mcintosh 100 kV Circuit 1,2016-02-28 19:00:00,2016-03-04 19:00:00,planned
Beaver Ly - Cranberry 500 kV Ckt 1,2016-02-27 19:00:00,2016-03-18 19:00:00,planned
Sithe - Bonsack 138 kV Circuit 1,2016-02-29 19:00:00,2016-03-13 19:00:00,planned
Southaven - Leesburg Substation 138 kV #1,2016-02-24 19:00:00,2016-03-02 19:00:00,planned
Key Largo Substation - Walters 138 kV Ckt 1,2016-02-24 19:00:00,2016-02-25 19:00:00,planned
Depere - Fort Bliss 138 kV Cir. 1,2016-03-01 19:00:00,2016-03-11 19:00:00,planned
Edison Solar Ii - Gwynneville Substation 100 kV,2016-03-02 19:00:00,2016-03-09 19:00:00,planned
Indian - Redwood City Substation 345 kV Cir. 1,2016-02-23 19:00:00,2016-02-28 19:00:00,planned
Olive - Souhside Generating Sta 100 kV,2016-02-23 19:00:00,2016-03-11 19:00:00,planned
Hassen Cassel - Muldoon Mill 100 kV #1,2016-02-25 19:00:00,2016-03-01 19:00:00,planned
Corona - Melrose 4 138 kV Cir. 1,2016-03-01 19:00:00,2016-03-03 19:00:00,planned
Humboldt - New Plymounth 138 kV Circuit 1,2016-02-27 19:00:00,2016-03-12 19:00:00,planned
Cwec Dewey - Wods Dp 138 kV #1,2016-02-24 19:00:00,2016-03-04 19:00:00,planned
46Th Street - Slayden 138 kV Line 1,2016-02-23 19:00:00,2016-03-06 19:00:00,planned
Limon Wind 1 - Cle Elum 100 kV,2016-02-27 19:00:00,2016-03-04 19:00:00,planned
Mcneil - Rockland 138 kV Circuit 1,2016-03-02 19:00:00,2016-03-12 19:00:00,planned
Knott - Trading Post 138 kV,2016-02-23 19:00:00,2016-03-05 19:00:00,planned
Camie - Mid-Georgia Cogeeration Facility 100 kV Line,2016-03-02 19:00:00,2016-03-06 19:00:00,planned
Madisonburg - Keystone Heights Electrical 100 kV Cir. 1,2016-02-24 19:00:00,2016-03-13 19:00:00,planned
Getty Oil - Ketchikan 100 kV Circuit 1,2016-02-25 19:00:00,2016-02-27 19:00:00,planned
Mckee Run - Highway M 138 kV,2016-02-29 19:00:00,2016-03-17 19:00:00,planned
Rio - Englewood 138 kV Cir. 1,2016-02-23 19:00:00,2016-02-28 19:00:00,planned
Hawks Nest Hydro - Brenas 9201 Substation 138 kV line,2016-02-29 19:00:00,2016-03-13 19:00:00,planned
Pentland - 7Th Avenue 100 kV Line 1,2016-02-29 19:00:00,2016-03-12 19:00:00,planned
Pahokee - Middle Riv 138 kV Circuit 1,2016-03-01 19:00:00,2016-03-17 19:00:00,planned
Five Corners - Roseland 138 kV Ckt 1,2016-02-23 19:00:00,2016-03-07 19:00:00,planned
Marks - Fruit Industries 100 kV Circuit 1,2016-02-25 19:00:00,2016-03-14 19:00:00,planned
Carbonic - Amalia Substation 100 kV,2016-03-01 19:00:00,2016-03-07 19:00:00,planned
Smithtown - Surrey 138 kV Ckt 1,2016-02-23 19:00:00,2016-02-25 19:00:00,planned
Archibald - Manifold 138 kV Line 1,2016-02-23 19:00:00,2016-03-09 19:00:00,planned
Dierks - West Cedar 138 kV Cir. 1,2016-02-26 19:00:00,2016-03-07 19:00:00,planned
Susquehanna - Yermo 138 kV Circuit 1,2016-02-25 19:00:00,2016-03-03 19:00:00,planned
La Grange - Kendall Ounty Generation Facility 100 kV Ckt 1,2016-03-01 19:00:00,2016-03-18 19:00:00,planned
Dow Chemical - Segs 7 138 kV,2016-02-24 19:00:00,2016-03-14 19:00:00,planned
Runge - Pipe Creek 138 kV Circuit 1,2016-02-24 19:00:00,2016-02-28 19:00:00,planned
Gobain - Nietos 138 kV #1,2016-03-02 19:00:00,2016-03-12 19:00:00,planned
Comed Devon - Lind 100 kV Cir. 1,2016-03-03 19:00:00,2016-03-07 19:00:00,planned
Henagar - Nw Trm 100 kV Ckt 1,2016-02-26 19:00:00,2016-03-08 19:00:00,planned
Russ Ranch - Se Polk 138 kV Circuit 1,2016-04-04 08:00:00,2016-04-10 08:00:00,planned
Locks - Colvile 138 kV Ckt 1,2016-04-02 08:00:00,2016-04-09 08:00:00,planned
Smarr Energy Ctr - Waitsburg 138 kV Cir. 1,2016-04-01 08:00:00,2016-04-13 08:00:00,planned
Hog Bayou Energy Center - Peetz 100 kV Cir. 1,2016-03-31 08:00:00,2016-04-13 08:00:00,planned
Merchandise - Pana 138 kV Line 1,2016-04-01 08:00:00,2016-04-11 08:00:00,planned
Harvey Couch - Sumiden Wire 138 kV Cir. 1,2016-04-06 08:00:00,2016-04-16 08:00:00,planned
North Havasu - Craggy 138 kV Ckt 1,2016-04-03 08:00:00,2016-04-09 08:00:00,planned
Goldtree - Lawrence Hill 138 kV Cir. 1,2016-03-28 08:00:00,2016-04-12 08:00:00,planned
Makahoy - Ga Square 100 kV Line 1,2016-04-02 08:00:00,2016-04-21 08:00:00,planned
Estherville - Hanford 138 kV Circuit 1,2016-03-31 08:00:00,2016-04-05 08:00:00,planned
White Rock-Nike - Belle Glade 100 kV Circuit 1,2016-04-04 08:00:00,2016-04-11 08:00:00,planned
Emerald Lake - N Shore 138 kV Ckt 1,2016-04-04 08:00:00,2016-04-13 08:00:00,planned
Archibald - Sagola 138 kV #1,2016-03-29 08:00:00,2016-04-01 08:00:00,planned
Cole Substation - Roeder 100 kV Cir. 1,2016-04-06 08:00:00,2016-04-17 08:00:00,planned
Pelicano - Brodhead N 100 kV #1,2016-03-30 08:00:00,2016-04-19 08:00:00,planned
Sayreville - Depere 138 kV Circuit 1,2016-03-29 08:00:00,2016-04-12 08:00:00,planned
Ft Mccoy Ocb Electric - Blodgett Substation 138 kV #1,2016-03-30 08:00:00,2016-04-19 08:00:00,planned
Mattoon West - Wheaton 138 kV,2016-04-04 08:00:00,2016-04-20 08:00:00,planned
Burle - Blooming Prairie 138 kV Ckt 1,2016-03-31 08:00:00,2016-04-05 08:00:00,planned
Lsu - Pontotoc 345 kV Cir. 1,2016-04-02 08:00:00,2016-04-06 08:00:00,planned
Burns - Ravalli 138 kV Ckt 1,2016-04-03 08:00:00,2016-04-10 08:00:00,planned
Hiawatha Ese - Tunica Substation 100 kV Ckt 1,2016-04-06 08:00:00,2016-04-14 08:00:00,planned
Raymond - San Bernard Substation 138 kV Line,2016-04-05 08:00:00,2016-04-22 08:00:00,planned
Ochoa - Holcomb Substation 138 kV Circuit 1,2016-03-30 08:00:00,2016-04-03 08:00:00,planned
Trentwood - High Falls 138 kV Circuit 1,2016-04-05 08:00:00,2016-04-09 08:00:00,planned
Waterside - Algoma 345 kV Cir. 1,2016-03-28 08:00:00,2016-03-29 08:00:00,planned
Highland City Substation - Midland 138 kV Circuit 1,2016-04-06 08:00:00,2016-04-26 08:00:00,planned
Gila River - Hooksink 100 kV Cir. 1,2016-04-05 08:00:00,2016-04-22 08:00:00,planned
Fayette - Green Vly 138 kV Cir. 1,2016-04-05 08:00:00,2016-04-17 08:00:00,planned
